var,type,lat.box,lon.box,rmse,spread,count,cr
u,281,-39.5,301.5,11.073780545172,17.2412956034026,88945,1.55694756032704
u,231,-34.5,301.5,32.4082380593494,32.7649578040175,108474,1.01100706999297
u,231,-39.5,301.5,112.930592105627,110.482290979513,2147,0.978320302050452
u,281,-34.5,301.5,4.54663286814401,10.747014664353,645225,2.36373047396282
u,287,-34.5,301.5,4.77669363919873,11.568450824754,211351,2.42185321030858
u,231,-34.5,296.5,95.383841368217,68.2245432154355,7798,0.715263112040785
u,231,-29.5,296.5,113.587118881057,63.9960391174113,15814,0.563409299820562
u,281,-29.5,301.5,3.81289949004026,10.4213877859322,500966,2.73319236794837
u,287,-29.5,301.5,4.96171307227186,10.3563596745255,420687,2.08725485002371
u,281,-24.5,301.5,4.6275547619398,11.1022059257088,382022,2.3991517111847
u,287,-24.5,301.5,4.37097885971974,9.18473368271047,309090,2.10129904021073
u,287,-39.5,301.5,10.545585472695,13.6060732228499,34020,1.29021506279373
u,231,-29.5,301.5,98.937865106304,90.2676448977293,3511,0.912367017427969
u,281,-34.5,306.5,4.17484235497802,15.0056652391096,25679,3.59430703322655
u,287,-34.5,306.5,6.5301423567579,16.1623449310419,4379,2.47503715050192
u,281,-29.5,306.5,5.0832148896569,15.0105190319856,91311,2.95295779498292
u,287,-29.5,306.5,8.9269942670233,19.5245033924884,12416,2.18713071930748
u,231,-29.5,306.5,120.668493535298,97.0240995774675,1592,0.804054950342824
u,231,-24.5,306.5,21.0543058522536,27.815529932327,11826,1.32113260477546
u,281,-24.5,306.5,6.29694525761112,10.8267680592341,136026,1.71936829943818
u,287,-24.5,306.5,4.09457412573505,10.2663686599387,45531,2.5073104905863
u,281,-19.5,306.5,6.18928440736399,14.8372167316327,21900,2.39724267864947
u,287,-19.5,306.5,5.74485629512654,13.8206294521469,4678,2.40573980307762
u,281,-19.5,301.5,5.71852845313472,15.0671886847811,15179,2.63480173409328
v,287,-39.5,286.5,11.0693827447516,16.2913840330322,15060,1.47175180483813
v,281,-39.5,286.5,14.214595639194,12.6302939197558,69451,0.888544017736965
v,287,-34.5,286.5,14.5221669173932,17.4147880924126,17216,1.19918660840862
v,281,-34.5,286.5,9.15558613172452,19.7708143071765,4020,2.15942638982661
v,287,-29.5,286.5,11.8132737638733,20.2971846214166,4140,1.71816763304752
v,281,-29.5,286.5,11.3869911992401,24.0678494705024,1380,2.11362677369141
v,287,-29.5,291.5,19.7928270993608,20.1151456550037,4200,1.01628461432138
v,281,-24.5,291.5,16.0192810820473,20.9647178565614,3600,1.30871777261318
v,287,-24.5,291.5,7.84297266642557,15.8208055996895,38100,2.01719504486044
v,231,-39.5,286.5,32.6958241462926,26.952795814559,7193,0.824349791397297
v,231,-39.5,291.5,40.5762312367175,30.7905614192604,26376,0.758832461290736
v,281,-39.5,291.5,8.13926044256385,12.084075254016,160877,1.48466501831333
v,281,-34.5,291.5,7.1998720961173,12.1004283333783,121926,1.68064490199816
v,287,-34.5,291.5,8.77769604384596,11.672628991597,304814,1.32980555868994
v,281,-29.5,291.5,10.8437395263391,14.6363337567756,28750,1.34974966165726
v,281,-19.5,291.5,15.0943001025171,17.151008605163,1945,1.13625729505026
v,287,-19.5,291.5,10.5608881992471,18.0439224295921,4860,1.70856106883875
v,281,-39.5,296.5,10.2165386985362,17.8612185138002,54115,1.74826514545081
v,231,-39.5,296.5,174.794755121646,40.0266685640915,6547,0.228992389023547
v,287,-39.5,291.5,6.19751803402546,13.3122549123922,29604,2.14799776931758
v,281,-34.5,296.5,11.1656986457625,12.4153913068432,210863,1.1119224780041
v,287,-34.5,296.5,8.14863712289932,11.2476715686173,1791908,1.38031322280987
v,281,-29.5,296.5,6.74779587301856,10.1427887971365,596223,1.5031262041718
v,287,-29.5,296.5,10.0841782273156,10.5440684789438,1474264,1.04560512926899
v,281,-24.5,296.5,5.63919535972146,12.4167931326462,441896,2.20187320009064
v,287,-24.5,296.5,6.67480175359895,13.0551741305583,106310,1.95588942001449
v,287,-19.5,296.5,10.7788613296881,18.5612022088682,9000,1.72200027824324
v,281,-19.5,296.5,10.4921348658128,18.7922016305477,31800,1.79107511206128
v,287,-39.5,296.5,8.1013945720454,16.9773492209309,34931,2.09560824003225
v,281,-39.5,301.5,14.1843831498616,16.258463895943,88945,1.14622283705736
v,231,-34.5,301.5,32.4572941074463,25.7010514028566,108474,0.791842083871073
v,231,-39.5,301.5,190.371775045666,47.193689079694,2147,0.2479027632556
v,281,-34.5,301.5,8.79416521669797,10.5576549028692,645225,1.20052951504969
v,287,-34.5,301.5,7.37569970949893,10.9630370083162,211351,1.48637247178017
v,231,-34.5,296.5,111.293100245686,31.2152118638813,7798,0.28047751203778
v,231,-29.5,296.5,54.175722648725,20.7798975255491,15814,0.383564750216362
v,281,-29.5,301.5,5.45116500060059,9.52624841786559,500966,1.7475619279211
v,287,-29.5,301.5,5.87986330999767,9.41756695006745,420687,1.60166426557137
v,281,-24.5,301.5,5.25604075752108,11.0653563574092,382022,2.10526456469641
v,287,-24.5,301.5,4.87289156568151,9.25433422217816,309090,1.89914634820811
v,287,-39.5,301.5,13.6887646482812,15.2341362538852,34020,1.1128934308764
v,231,-29.5,301.5,105.7379494992,27.4714568954063,3511,0.259806975882526
v,281,-34.5,306.5,6.57048283170453,15.2852593282789,25679,2.32635252534608
v,287,-34.5,306.5,13.8955268852674,15.8111057697668,4379,1.13785579347339
v,281,-29.5,306.5,3.83420098145584,11.7395416066032,91311,3.06179609868697
v,287,-29.5,306.5,5.24998250228855,12.8522270011183,12416,2.44805139741244
v,231,-29.5,306.5,91.1254979575096,27.2139689951339,1592,0.298642746597921
v,231,-24.5,306.5,29.7519136921536,20.1176596552277,11826,0.676180358123761
v,281,-24.5,306.5,6.34587236489909,9.68059283830943,136026,1.52549441300706
v,287,-24.5,306.5,4.71264593277594,10.2352684893284,45531,2.17187300623271
v,281,-19.5,306.5,3.85247561389429,8.60761287935357,21900,2.23430690860429
v,287,-19.5,306.5,6.89205846418717,9.2102697423689,4678,1.33635978136688
v,281,-19.5,301.5,4.12649755469157,11.0390481697531,15179,2.67516168940955
t,180,-39.5,286.5,0.249154802596073,6.27216942947787,360,25.1737849887897
t,180,-29.5,286.5,8.43458786518872,6.89590187749473,180,0.817574253503901
u,280,-39.5,286.5,3180.87048177529,2726.62080628773,360,0.857193281496317
u,280,-29.5,286.5,6060.9040260977,3980.53701884686,180,0.656756319141011
v,280,-39.5,286.5,9.40339066015889,21.5628457440784,360,2.29309262194517
v,280,-29.5,286.5,3.511860503415,22.9579902529355,180,6.53727283034469
t,131,-34.5,286.5,17.5153169185981,20.3653257857581,2280,1.16271523263926
t,131,-34.5,291.5,67.7678817552523,56.586003125173,17969,0.834997371314286
u,231,-34.5,286.5,362.714224387747,62.09209671603,2280,0.171187377117178
u,231,-34.5,291.5,43.7799436157847,39.5042970040695,17672,0.902337777105459
v,231,-34.5,286.5,21.8722719287779,19.1901479541451,2280,0.877373325305824
v,231,-34.5,291.5,19.3978970247437,19.5939197034956,17672,1.01010535722001
t,131,-24.5,296.5,169.147095886649,84.0598901670113,9600,0.496963248032012
u,231,-24.5,296.5,88.450767385536,47.9929572620128,9478,0.54259514847195
v,231,-24.5,296.5,18.8926932892534,18.6971815958269,9478,0.989651465228746
t,131,-34.5,306.5,460.687499473906,901.881683212228,420,1.95768646694811
u,231,-34.5,306.5,56.5750854560684,67.2986028800372,375,1.18954487364046
v,231,-34.5,306.5,26.1744902204841,27.5707069080896,375,1.0533426506436
t,120,-34.5,291.5,12.5369051300412,17.849444508167,7980,1.42375206025893
t,120,-29.5,296.5,191.757131138015,231.813768115817,13500,1.20889255455628
t,120,-29.5,301.5,347.002964235493,368.671931490918,21419,1.0624460580709
t,120,-29.5,306.5,297.133765446434,305.936871738654,14280,1.02962674497458
t,120,-24.5,306.5,310.983903083575,334.486832695827,13619,1.07557603264738
t,120,-19.5,306.5,330.733532713829,712.649997922581,12780,2.15475580016016
u,220,-34.5,291.5,48.9960109699332,30.9280002656893,8577,0.63123506696634
u,220,-29.5,296.5,34.6440069017722,25.6523321067127,23632,0.740455114774857
u,220,-29.5,301.5,68.6467171252429,56.6881885943835,33217,0.825796060880208
u,220,-29.5,306.5,64.5337438242202,51.17054008844,31180,0.792926879119559
u,220,-24.5,306.5,77.9637092459399,67.3564696304613,28835,0.863946447416738
u,220,-19.5,306.5,51.7469456599353,34.9336244594866,23938,0.675085727553071
v,220,-34.5,291.5,24.1907924148429,9.84216711658071,8577,0.406855920541973
v,220,-29.5,296.5,38.5404477305764,16.04135212897,23632,0.416221218837669
v,220,-29.5,301.5,50.1361287837739,23.9622581231813,33217,0.477943923962005
v,220,-29.5,306.5,39.9577834476313,25.7299014747177,31180,0.643927146470457
v,220,-24.5,306.5,51.5957651110285,29.4333877213687,28835,0.570461309334812
v,220,-19.5,306.5,32.5541297165056,20.9568484966036,23938,0.643753916295849
t,133,-29.5,286.5,13.3759916609604,13.1396658729905,4680,0.982332092157349
t,133,-34.5,296.5,665.172628013147,352.891359818822,1800,0.530525979207682
t,133,-34.5,301.5,627.162335908358,459.777157805529,1860,0.733107094416959
t,133,-24.5,301.5,434.238157820306,767.287884675415,1380,1.7669748060071
t,133,-29.5,301.5,296.570960698722,773.340724760289,1860,2.60760771364228
u,233,-29.5,286.5,1663.82367491783,1843.35918354872,4680,1.10790536962383
u,233,-34.5,296.5,62.4114195235103,59.4125315382524,1648,0.951949691127786
u,290,-39.5,296.5,2.18014287047921,16.0290710080647,1882,7.3523030188115
u,290,-39.5,301.5,2.20709076546196,7.51492050235802,55099,3.4048987109894
u,233,-34.5,301.5,64.9807135688896,40.4095487120161,2136,0.621869882502533
u,233,-24.5,301.5,53.4580244277934,135.914526802705,1980,2.5424532286315
u,233,-29.5,301.5,37.4001647926388,95.5204745370022,2536,2.55401212980224
v,233,-29.5,286.5,45.1410806045354,24.3838360035364,4680,0.540169523568881
v,233,-34.5,296.5,66.6764549398466,19.8651886424681,1648,0.29793408573371
v,290,-39.5,296.5,13.8138159944555,18.63726866522,1882,1.34917597517591
v,290,-39.5,301.5,10.73273696114,15.7254404588489,55099,1.46518455784261
v,233,-34.5,301.5,67.0337916887043,17.6102269772613,2136,0.262706711549911
v,233,-24.5,301.5,34.5699183967491,28.5086125329428,1980,0.824665311782272
v,233,-29.5,301.5,44.0741040876817,19.7346571815853,2536,0.447760824413466
t,133,-29.5,291.5,505.70025917271,402.602554498937,3113,0.79612882769245
u,290,-39.5,286.5,5305.34580194436,4788.84591248519,2249,0.902645386607999
u,290,-34.5,286.5,181.671360413898,204.326275271559,28124,1.12470273138291
u,290,-29.5,286.5,8.57220807879786,13.6280276839492,33167,1.58979198342796
u,233,-29.5,291.5,72.6224565230094,80.5555488849507,3113,1.1092374554891
u,290,-39.5,306.5,3.28381117647393,6.29776795136819,78916,1.91782280189769
v,290,-39.5,286.5,32.4740796595687,21.4244628153108,2249,0.65974041573794
v,290,-34.5,286.5,6.51336073385618,10.0394863113968,28124,1.54136807734477
v,290,-29.5,286.5,3.61684614408995,10.6176454515963,33167,2.93560882288174
v,233,-29.5,291.5,11.7902439162762,18.2337654006391,3113,1.5465129924469
v,290,-39.5,306.5,4.6219039077485,7.88515585817911,78916,1.70604063077985
t,133,-29.5,306.5,145.624529537533,661.229525377462,240,4.54064660313315
u,290,-24.5,286.5,1.47410311008064,3.34209212258962,44985,2.26720376596097
u,233,-29.5,306.5,29.5862287285682,93.6770906204832,240,3.16623965426285
v,290,-24.5,286.5,3.04725315754785,4.81908405893071,44985,1.58145182227284
v,233,-29.5,306.5,15.0205010874804,19.1653290599701,240,1.27594472037584
t,133,-34.5,291.5,342.894344191879,139.26427093184,3300,0.406143388745748
t,133,-29.5,296.5,652.45241546175,744.424445619818,600,1.14096358290432
u,233,-34.5,291.5,40.2956362743755,24.6415121869214,3222,0.611518131123077
u,233,-29.5,296.5,63.4299143023838,84.6818326928455,599,1.33504567401982
v,233,-34.5,291.5,33.2313942054028,13.7702007241878,3222,0.414373247149199
v,233,-29.5,296.5,10.4686631309707,16.0858891030348,599,1.53657529159057
t,130,-34.5,291.5,0.00267806249999984,3.15814852514124,120,1179.26617662636
u,230,-34.5,291.5,130.876389205381,136.483139951899,120,1.04284004762478
v,230,-34.5,291.5,11.5295862726898,19.6457330966314,120,1.70394085546386
t,131,-24.5,291.5,368.170187872949,208.203351489417,1860,0.565508447852018
u,231,-24.5,291.5,264.96377109602,170.814515362628,1856,0.644671211675678
v,231,-24.5,291.5,8.09553395459554,17.0010108216009,1856,2.10004811504126
t,131,-19.5,291.5,74.1435564102781,41.679054413823,1140,0.562139940835711
t,133,-19.5,301.5,133.947482637423,604.261461214518,120,4.51118191485665
u,231,-19.5,291.5,885.549134099145,543.2783501498,1140,0.613493175285488
u,233,-19.5,301.5,21.9813356776026,65.6912553745647,120,2.98850153321207
v,231,-19.5,291.5,17.5539648542685,19.1590623870223,1140,1.09143789144385
v,233,-19.5,301.5,13.2411422495339,24.9413171850105,120,1.88362278079811
t,133,-34.5,306.5,468.882333281763,862.219176557746,300,1.83888177343551
u,233,-34.5,306.5,41.1558305817541,41.6102741804573,298,1.01104202229136
v,233,-34.5,306.5,6.87397246802957,21.7900234700138,298,3.16993173472223
t,120,-24.5,291.5,3.81982515063152,1.58336617028349,7920,0.414512734966866
t,120,-39.5,291.5,4.59501684129508,3.6548422655876,6780,0.795392572393163
t,120,-34.5,296.5,113.6395255562,168.600470092159,7020,1.48364285460501
t,120,-34.5,301.5,206.4864989021,246.683026200035,8940,1.19466903410955
t,120,-24.5,301.5,299.453515091426,310.772496063921,7680,1.03779879147199
u,220,-24.5,291.5,65.4288979691383,41.8297744563078,10020,0.639316506233045
u,220,-39.5,291.5,54.0614621479769,44.9627610064864,12058,0.831697094751424
u,220,-34.5,296.5,30.2843158898341,22.4529332673842,10933,0.74140467128469
u,220,-34.5,301.5,30.5239312530315,28.8575099143421,16147,0.945406070899731
u,220,-24.5,301.5,124.859816071123,104.493921269666,9088,0.836889918291598
u,290,-34.5,306.5,2.71241655039403,9.62745497076309,23143,3.54940135185524
v,220,-24.5,291.5,22.984257070109,10.4193896770359,10020,0.453327233734534
v,220,-39.5,291.5,41.567309787402,29.8698458074736,12058,0.718589823595619
v,220,-34.5,296.5,50.2494524231504,36.9429875993315,10933,0.735191844246078
v,220,-34.5,301.5,46.9643518219478,23.4392722745649,16147,0.499086463780621
v,220,-24.5,301.5,44.1501110805987,26.3815173468679,9088,0.597541358360499
v,290,-34.5,306.5,6.57887907140529,13.0694737807052,23143,1.98658063765161
u,290,-19.5,286.5,4.00078703515154,8.02894564162885,17743,2.00684154669701
v,290,-19.5,286.5,2.43411765818627,5.54557248317551,17743,2.27826804695533
t,130,-24.5,306.5,185.69555935548,926.0883058367,60,4.98713221280578
u,221,-29.5,296.5,52.2173918762431,38.1593872700967,19927,0.730779265278811
u,230,-24.5,306.5,2.87228244165385,153.090277501801,60,53.2991725610566
v,221,-29.5,296.5,47.2234709213576,24.3215322373633,19927,0.5150305931105
v,230,-24.5,306.5,1.00027197000711,55.4748333176466,60,55.459749929064
t,187,-19.5,301.5,519.690120791505,5826.27867258016,240,11.2110629767342
u,287,-19.5,301.5,1.33271287050224,14.9793254335888,240,11.2397244486307
v,287,-19.5,301.5,0.43505323707977,7.42186731764998,240,17.0596761156592
t,120,-34.5,286.5,2.11878630074387,1.79659941524654,10860,0.84793799856823
u,220,-34.5,286.5,354.11836976254,229.225490228298,12519,0.647313186215132
v,220,-34.5,286.5,28.1750320138197,19.6020489392404,12519,0.695724105286753
u,290,-34.5,301.5,2.59165778212211,11.5637781376287,98,4.46192325908092
v,290,-34.5,301.5,19.0355020891716,18.6900947050746,98,0.981854569294837
t,180,-34.5,286.5,0.793936651111123,6.28202041242938,300,7.91249579376091
u,280,-34.5,286.5,2295.23068187696,6829.3259305234,300,2.9754420697002
v,280,-34.5,286.5,5.98707233599715,22.7981779775722,300,3.80790087343669
u,233,-19.5,296.5,2.55361387773441,42.2188380830285,60,16.5329764421884
v,233,-19.5,296.5,0.180792597470372,15.1425698370041,60,83.7565810153573
t,180,-34.5,306.5,3.12927622737474,22.2391462401714,120,7.10680190058794
u,280,-34.5,306.5,0.611916999625004,14.1712045557448,96,23.1587038183761
v,280,-34.5,306.5,16.1935999122525,19.1644460330983,96,1.18345804125975
t,133,-19.5,306.5,239.449049071475,316.652153186957,60,1.32241975658227
u,233,-19.5,306.5,67.7673248612432,177.711559614147,60,2.62237826235609
v,233,-19.5,306.5,39.4587535288,120.186877815418,60,3.0458863260264
t,133,-24.5,296.5,0.0461748469444443,1.09307659943503,120,23.6725549031093
u,233,-24.5,296.5,25.8068555193632,338.618721691357,120,13.1212700996171
v,233,-24.5,296.5,9.74169866107404,15.0770475452404,120,1.5476815768779
t,130,-39.5,286.5,0,3.07636980225989,60,Inf
