exp,init_date,fss,w,q
CONV,2018-11-22 06:00:00,0.684508315081227,15,50
CONV,2018-11-22 06:00:00,0.69303031240276,16,50
CONV,2018-11-22 06:00:00,0.70117285855177,17,50
CONV,2018-11-22 06:00:00,0.708984571368832,18,50
CONV,2018-11-22 06:00:00,0.716402613942087,19,50
CONV,2018-11-22 06:00:00,0.723418702225591,20,50
CONV,2018-11-22 06:00:00,0.729927058274489,21,50
CONV,2018-11-22 06:00:00,0.735794471159589,22,50
CONV,2018-11-22 06:00:00,0.740964269199133,23,50
CONV,2018-11-22 06:00:00,0.74543059400831,24,50
CONV,2018-11-22 06:00:00,0.749258658904773,25,50
CONV,2018-11-22 06:00:00,0.7524979513056,26,50
CONV,2018-11-22 06:00:00,0.755204988455579,27,50
CONV,2018-11-22 06:00:00,0.757455757921253,28,50
CONV,2018-11-22 06:00:00,0.759283565058364,29,50
CONV,2018-11-22 06:00:00,0.760688254904701,30,50
CONV,2018-11-22 06:00:00,0.76171543041484,31,50
CONV,2018-11-22 06:00:00,0.762404660854382,32,50
CONV,2018-11-22 06:00:00,0.762854054214109,33,50
CONV,2018-11-22 06:00:00,0.763170619108292,34,50
CONV,2018-11-22 06:00:00,0.763402866003362,35,50
CONV,2018-11-22 06:00:00,0.763592181928715,36,50
CONV,2018-11-22 06:00:00,0.763850333627489,37,50
CONV,2018-11-22 06:00:00,0.764224996745607,38,50
CONV,2018-11-22 06:00:00,0.764787607374953,39,50
CONV,2018-11-22 06:00:00,0.765675611335547,40,50
CONV,2018-11-22 06:00:00,0.766996255249757,41,50
CONV,2018-11-22 06:00:00,0.768803592859276,42,50
CONV,2018-11-22 06:00:00,0.771007735011229,43,50
CONV,2018-11-22 06:00:00,0.773488996043046,44,50
CONV,2018-11-22 06:00:00,0.776227677662916,45,50
CONV,2018-11-22 06:00:00,0.779164328519606,46,50
CONV,2018-11-22 06:00:00,0.782280088705715,47,50
CONV,2018-11-22 06:00:00,0.785541697393743,48,50
CONV,2018-11-22 06:00:00,0.788922838493866,49,50
CONV,2018-11-22 06:00:00,0.792405555456774,50,50
CONV,2018-11-22 06:00:00,0.237277353689567,0,100
CONV,2018-11-22 06:00:00,0.277613407567751,1,100
CONV,2018-11-22 06:00:00,0.29647196551315,2,100
CONV,2018-11-22 06:00:00,0.311574485715909,3,100
CONV,2018-11-22 06:00:00,0.327176641442661,4,100
CONV,2018-11-22 06:00:00,0.343873653202931,5,100
CONV,2018-11-22 06:00:00,0.361553685512288,6,100
CONV,2018-11-22 06:00:00,0.380392551896308,7,100
CONV,2018-11-22 06:00:00,0.400319592298451,8,100
CONV,2018-11-22 06:00:00,0.420782825495413,9,100
CONV,2018-11-22 06:00:00,0.441188936544466,10,100
CONV,2018-11-22 06:00:00,0.461473351284229,11,100
CONV,2018-11-22 06:00:00,0.481889988064699,12,100
CONV,2018-11-22 06:00:00,0.501832117805318,13,100
CONV,2018-11-22 06:00:00,0.521069369509694,14,100
CONV,2018-11-22 06:00:00,0.539770292978386,15,100
CONV,2018-11-22 06:00:00,0.55756942176276,16,100
CONV,2018-11-22 06:00:00,0.575062113858102,17,100
CONV,2018-11-22 06:00:00,0.592388139190177,18,100
CONV,2018-11-22 06:00:00,0.609693680801721,19,100
CONV,2018-11-22 06:00:00,0.627161374753068,20,100
CONV,2018-11-22 06:00:00,0.64506099022246,21,100
CONV,2018-11-22 06:00:00,0.663538188961486,22,100
CONV,2018-11-22 06:00:00,0.682658452453434,23,100
CONV,2018-11-22 06:00:00,0.701949699266659,24,100
CONV,2018-11-22 06:00:00,0.720761391669682,25,100
CONV,2018-11-22 06:00:00,0.738365380718297,26,100
CONV,2018-11-22 06:00:00,0.753787925491387,27,100
CONV,2018-11-22 06:00:00,0.766474564701253,28,100
CONV,2018-11-22 06:00:00,0.776764806546737,29,100
CONV,2018-11-22 06:00:00,0.785459705167778,30,100
CONV,2018-11-22 06:00:00,0.792882813112449,31,100
CONV,2018-11-22 06:00:00,0.799277081828962,32,100
CONV,2018-11-22 06:00:00,0.805124077546108,33,100
CONV,2018-11-22 06:00:00,0.810554262469633,34,100
CONV,2018-11-22 06:00:00,0.815804619694113,35,100
CONV,2018-11-22 06:00:00,0.821313560119362,36,100
CONV,2018-11-22 06:00:00,0.827113368913714,37,100
CONV,2018-11-22 06:00:00,0.833006459765978,38,100
CONV,2018-11-22 06:00:00,0.838684902862352,39,100
CONV,2018-11-22 06:00:00,0.844081406926059,40,100
CONV,2018-11-22 06:00:00,0.848945894346682,41,100
CONV,2018-11-22 06:00:00,0.853291813440817,42,100
CONV,2018-11-22 06:00:00,0.857162620571566,43,100
CONV,2018-11-22 06:00:00,0.860575952017745,44,100
CONV,2018-11-22 06:00:00,0.86353252570036,45,100
CONV,2018-11-22 06:00:00,0.8660707786487,46,100
CONV,2018-11-22 06:00:00,0.868259515435209,47,100
CONV,2018-11-22 06:00:00,0.870125049335897,48,100
CONV,2018-11-22 06:00:00,0.871774889032057,49,100
CONV,2018-11-22 06:00:00,0.873252069583457,50,100
CONV,2018-11-22 06:00:00,0.0326923076923077,0,150
CONV,2018-11-22 06:00:00,0.0361124876114964,1,150
CONV,2018-11-22 06:00:00,0.0393398967075532,2,150
CONV,2018-11-22 06:00:00,0.0436592887209066,3,150
CONV,2018-11-22 06:00:00,0.0474409586361095,4,150
CONV,2018-11-22 06:00:00,0.0504325784352038,5,150
CONV,2018-11-22 06:00:00,0.0545519073223214,6,150
CONV,2018-11-22 06:00:00,0.0619909322749365,7,150
CONV,2018-11-22 06:00:00,0.0725789085028526,8,150
CONV,2018-11-22 06:00:00,0.0871145524963135,9,150
CONV,2018-11-22 06:00:00,0.106279428979896,10,150
CONV,2018-11-22 06:00:00,0.12963944894455,11,150
CONV,2018-11-22 06:00:00,0.156756516537112,12,150
CONV,2018-11-22 06:00:00,0.186881703090058,13,150
CONV,2018-11-22 06:00:00,0.219097572066861,14,150
CONV,2018-11-22 06:00:00,0.250498926417059,15,150
CONV,2018-11-22 06:00:00,0.281317667101235,16,150
CONV,2018-11-22 06:00:00,0.312365384753052,17,150
CONV,2018-11-22 06:00:00,0.344365764649359,18,150
CONV,2018-11-22 06:00:00,0.377565460255308,19,150
CONV,2018-11-22 06:00:00,0.411979131568167,20,150
CONV,2018-11-22 06:00:00,0.447717068008887,21,150
CONV,2018-11-22 06:00:00,0.484358917968402,22,150
CONV,2018-11-22 06:00:00,0.521410223069916,23,150
CONV,2018-11-22 06:00:00,0.556645198437453,24,150
CONV,2018-11-22 06:00:00,0.589948754606485,25,150
CONV,2018-11-22 06:00:00,0.621430129475576,26,150
CONV,2018-11-22 06:00:00,0.651194103092397,27,150
CONV,2018-11-22 06:00:00,0.67786836282407,28,150
CONV,2018-11-22 06:00:00,0.701267352750786,29,150
CONV,2018-11-22 06:00:00,0.721584254371937,30,150
CONV,2018-11-22 06:00:00,0.739257884846976,31,150
CONV,2018-11-22 06:00:00,0.755622600385128,32,150
CONV,2018-11-22 06:00:00,0.770183481106924,33,150
CONV,2018-11-22 06:00:00,0.782974502162764,34,150
CONV,2018-11-22 06:00:00,0.794718488546529,35,150
CONV,2018-11-22 06:00:00,0.805818754976319,36,150
CONV,2018-11-22 06:00:00,0.81632172119119,37,150
CONV,2018-11-22 06:00:00,0.82582909568456,38,150
CONV,2018-11-22 06:00:00,0.834129275077773,39,150
CONV,2018-11-22 06:00:00,0.841546786793347,40,150
CONV,2018-11-22 06:00:00,0.848079352587929,41,150
CONV,2018-11-22 06:00:00,0.853795301512525,42,150
CONV,2018-11-22 06:00:00,0.858746573701445,43,150
CONV,2018-11-22 06:00:00,0.862901218910369,44,150
CONV,2018-11-22 06:00:00,0.866283141203985,45,150
CONV,2018-11-22 06:00:00,0.868953733910352,46,150
CONV,2018-11-22 06:00:00,0.870971240295566,47,150
CONV,2018-11-22 06:00:00,0.87240882403405,48,150
CONV,2018-11-22 06:00:00,0.873552773465179,49,150
CONV,2018-11-22 06:00:00,0.874392745411161,50,150
CONV,2018-11-22 06:00:00,0,0,200
CONV,2018-11-22 06:00:00,0,1,200
CONV,2018-11-22 06:00:00,0.00141370267169338,2,200
CONV,2018-11-22 06:00:00,0.00643660042410255,3,200
CONV,2018-11-22 06:00:00,0.0108248057532383,4,200
CONV,2018-11-22 06:00:00,0.0129895695359583,5,200
CONV,2018-11-22 06:00:00,0.0138493989391163,6,200
CONV,2018-11-22 06:00:00,0.0143983464710085,7,200
CONV,2018-11-22 06:00:00,0.0160435917733562,8,200
CONV,2018-11-22 06:00:00,0.0227039911962231,9,200
CONV,2018-11-22 06:00:00,0.0389699497019275,10,200
CONV,2018-11-22 06:00:00,0.0662763083719992,11,200
CONV,2018-11-22 06:00:00,0.106118094074043,12,200
CONV,2018-11-22 06:00:00,0.153509637999506,13,200
CONV,2018-11-22 06:00:00,0.196251571401589,14,200
CONV,2018-11-22 06:00:00,0.231182355401784,15,200
CONV,2018-11-22 06:00:00,0.261443272862657,16,200
CONV,2018-11-22 06:00:00,0.289471810777957,17,200
CONV,2018-11-22 06:00:00,0.319964333189188,18,200
CONV,2018-11-22 06:00:00,0.357772494541116,19,200
CONV,2018-11-22 06:00:00,0.399536956309696,20,200
CONV,2018-11-22 06:00:00,0.442460921012343,21,200
CONV,2018-11-22 06:00:00,0.486318845103403,22,200
CONV,2018-11-22 06:00:00,0.528931755002782,23,200
CONV,2018-11-22 06:00:00,0.570240982670021,24,200
CONV,2018-11-22 06:00:00,0.609515924469052,25,200
CONV,2018-11-22 06:00:00,0.645714016385835,26,200
CONV,2018-11-22 06:00:00,0.678710742720938,27,200
CONV,2018-11-22 06:00:00,0.707948532849576,28,200
CONV,2018-11-22 06:00:00,0.733294718253785,29,200
CONV,2018-11-22 06:00:00,0.753802496764082,30,200
CONV,2018-11-22 06:00:00,0.770922333577158,31,200
CONV,2018-11-22 06:00:00,0.785973723600747,32,200
CONV,2018-11-22 06:00:00,0.799731594139206,33,200
CONV,2018-11-22 06:00:00,0.812165126784395,34,200
CONV,2018-11-22 06:00:00,0.823215901343626,35,200
CONV,2018-11-22 06:00:00,0.832741885970811,36,200
CONV,2018-11-22 06:00:00,0.840955154844483,37,200
CONV,2018-11-22 06:00:00,0.847896406642819,38,200
CONV,2018-11-22 06:00:00,0.854028931246153,39,200
CONV,2018-11-22 06:00:00,0.859576143342089,40,200
CONV,2018-11-22 06:00:00,0.864508986703421,41,200
CONV,2018-11-22 06:00:00,0.868763240136271,42,200
CONV,2018-11-22 06:00:00,0.872176189516244,43,200
CONV,2018-11-22 06:00:00,0.874400192007963,44,200
CONV,2018-11-22 06:00:00,0.875645121000117,45,200
CONV,2018-11-22 06:00:00,0.87630868891729,46,200
CONV,2018-11-22 06:00:00,0.87657438134987,47,200
CONV,2018-11-22 06:00:00,0.87668897874423,48,200
CONV,2018-11-22 06:00:00,0.876762621004214,49,200
CONV,2018-11-22 06:00:00,0.876713471956862,50,200
AUT,2018-11-22 06:00:00,0.71547367183827,0,10
AUT,2018-11-22 06:00:00,0.754461132158718,1,10
AUT,2018-11-22 06:00:00,0.774810782625184,2,10
AUT,2018-11-22 06:00:00,0.791504811206282,3,10
AUT,2018-11-22 06:00:00,0.806802498062535,4,10
AUT,2018-11-22 06:00:00,0.820935234343405,5,10
AUT,2018-11-22 06:00:00,0.83385849937646,6,10
AUT,2018-11-22 06:00:00,0.84561225672286,7,10
AUT,2018-11-22 06:00:00,0.856296639419438,8,10
AUT,2018-11-22 06:00:00,0.865822172509403,9,10
AUT,2018-11-22 06:00:00,0.874214912378308,10,10
AUT,2018-11-22 06:00:00,0.881668222652613,11,10
AUT,2018-11-22 06:00:00,0.888335679092327,12,10
AUT,2018-11-22 06:00:00,0.89431768096453,13,10
AUT,2018-11-22 06:00:00,0.899759908168256,14,10
AUT,2018-11-22 06:00:00,0.90478661173774,15,10
AUT,2018-11-22 06:00:00,0.909501894280819,16,10
AUT,2018-11-22 06:00:00,0.913952598798707,17,10
AUT,2018-11-22 06:00:00,0.918162783313419,18,10
AUT,2018-11-22 06:00:00,0.922169494962896,19,10
AUT,2018-11-22 06:00:00,0.926019425570816,20,10
AUT,2018-11-22 06:00:00,0.929728698313943,21,10
AUT,2018-11-22 06:00:00,0.933340023356599,22,10
AUT,2018-11-22 06:00:00,0.93687751298541,23,10
AUT,2018-11-22 06:00:00,0.940322939126688,24,10
AUT,2018-11-22 06:00:00,0.943653768068733,25,10
AUT,2018-11-22 06:00:00,0.946842433457111,26,10
AUT,2018-11-22 06:00:00,0.949881027818764,27,10
AUT,2018-11-22 06:00:00,0.952799126985424,28,10
AUT,2018-11-22 06:00:00,0.955607052212321,29,10
AUT,2018-11-22 06:00:00,0.958276059222024,30,10
AUT,2018-11-22 06:00:00,0.960814848577127,31,10
AUT,2018-11-22 06:00:00,0.9632201570491,32,10
AUT,2018-11-22 06:00:00,0.965505502941962,33,10
AUT,2018-11-22 06:00:00,0.967665127807325,34,10
AUT,2018-11-22 06:00:00,0.969661802720627,35,10
AUT,2018-11-22 06:00:00,0.971503364988399,36,10
AUT,2018-11-22 06:00:00,0.973196562730152,37,10
AUT,2018-11-22 06:00:00,0.974752100685586,38,10
AUT,2018-11-22 06:00:00,0.976169499613028,39,10
AUT,2018-11-22 06:00:00,0.977473390177744,40,10
AUT,2018-11-22 06:00:00,0.978683422126325,41,10
AUT,2018-11-22 06:00:00,0.979800912774793,42,10
AUT,2018-11-22 06:00:00,0.98084826810905,43,10
AUT,2018-11-22 06:00:00,0.981827095698524,44,10
AUT,2018-11-22 06:00:00,0.982742194700485,45,10
AUT,2018-11-22 06:00:00,0.983613290363104,46,10
AUT,2018-11-22 06:00:00,0.984449239672454,47,10
AUT,2018-11-22 06:00:00,0.98524915098572,48,10
AUT,2018-11-22 06:00:00,0.986020757948286,49,10
AUT,2018-11-22 06:00:00,0.986756149866327,50,10
AUT,2018-11-22 06:00:00,0.650931235275815,0,25
AUT,2018-11-22 06:00:00,0.696007986418307,1,25
AUT,2018-11-22 06:00:00,0.721609766899399,2,25
AUT,2018-11-22 06:00:00,0.744023642091079,3,25
AUT,2018-11-22 06:00:00,0.764665493303059,4,25
AUT,2018-11-22 06:00:00,0.783650685176573,5,25
AUT,2018-11-22 06:00:00,0.80081353486859,6,25
AUT,2018-11-22 06:00:00,0.816153074677366,7,25
AUT,2018-11-22 06:00:00,0.830061692933113,8,25
AUT,2018-11-22 06:00:00,0.842435406643201,9,25
AUT,2018-11-22 06:00:00,0.853340336649808,10,25
AUT,2018-11-22 06:00:00,0.862974084425862,11,25
AUT,2018-11-22 06:00:00,0.871515150474163,12,25
AUT,2018-11-22 06:00:00,0.879104679291833,13,25
AUT,2018-11-22 06:00:00,0.885839254141926,14,25
AUT,2018-11-22 06:00:00,0.891867927044589,15,25
AUT,2018-11-22 06:00:00,0.897344846485843,16,25
AUT,2018-11-22 06:00:00,0.90237515623421,17,25
AUT,2018-11-22 06:00:00,0.90704836835893,18,25
AUT,2018-11-22 06:00:00,0.911407872258804,19,25
AUT,2018-11-22 06:00:00,0.915475515820608,20,25
AUT,2018-11-22 06:00:00,0.91927564271462,21,25
AUT,2018-11-22 06:00:00,0.922827415534743,22,25
AUT,2018-11-22 06:00:00,0.926140208687638,23,25
AUT,2018-11-22 06:00:00,0.929237066641191,24,25
AUT,2018-11-22 06:00:00,0.932149971025091,25,25
AUT,2018-11-22 06:00:00,0.934917358448195,26,25
AUT,2018-11-22 06:00:00,0.937583503927255,27,25
AUT,2018-11-22 06:00:00,0.94017591992458,28,25
AUT,2018-11-22 06:00:00,0.942714930900933,29,25
AUT,2018-11-22 06:00:00,0.945175580837938,30,25
AUT,2018-11-22 06:00:00,0.947488549143656,31,25
AUT,2018-11-22 06:00:00,0.949632893875031,32,25
AUT,2018-11-22 06:00:00,0.951646511133838,33,25
AUT,2018-11-22 06:00:00,0.953564038784525,34,25
AUT,2018-11-22 06:00:00,0.955400546527819,35,25
AUT,2018-11-22 06:00:00,0.957135826711766,36,25
AUT,2018-11-22 06:00:00,0.958733295554581,37,25
AUT,2018-11-22 06:00:00,0.960172475171149,38,25
AUT,2018-11-22 06:00:00,0.961466833655589,39,25
AUT,2018-11-22 06:00:00,0.962665901744086,40,25
AUT,2018-11-22 06:00:00,0.963833481618565,41,25
AUT,2018-11-22 06:00:00,0.964986618910636,42,25
AUT,2018-11-22 06:00:00,0.966136853427003,43,25
AUT,2018-11-22 06:00:00,0.967292521621674,44,25
AUT,2018-11-22 06:00:00,0.968459297169829,45,25
AUT,2018-11-22 06:00:00,0.969635468667916,46,25
AUT,2018-11-22 06:00:00,0.970797079137043,47,25
AUT,2018-11-22 06:00:00,0.971913965416915,48,25
AUT,2018-11-22 06:00:00,0.973002154599596,49,25
AUT,2018-11-22 06:00:00,0.974062488373733,50,25
AUT,2018-11-22 06:00:00,0.586201177543743,0,50
AUT,2018-11-22 06:00:00,0.661599816207874,1,50
AUT,2018-11-22 06:00:00,0.698171621461893,2,50
AUT,2018-11-22 06:00:00,0.726213054103915,3,50
AUT,2018-11-22 06:00:00,0.749845624502414,4,50
AUT,2018-11-22 06:00:00,0.770748064665074,5,50
AUT,2018-11-22 06:00:00,0.789645344298092,6,50
AUT,2018-11-22 06:00:00,0.806739865975701,7,50
AUT,2018-11-22 06:00:00,0.822268159292215,8,50
AUT,2018-11-22 06:00:00,0.836600261138146,9,50
AUT,2018-11-22 06:00:00,0.849905682587241,10,50
AUT,2018-11-22 06:00:00,0.862231738943544,11,50
AUT,2018-11-22 06:00:00,0.873501810341634,12,50
AUT,2018-11-22 06:00:00,0.883848067907061,13,50
AUT,2018-11-22 06:00:00,0.893259280481975,14,50
AUT,2018-11-22 06:00:00,0.901685749033282,15,50
AUT,2018-11-22 06:00:00,0.909141046521992,16,50
AUT,2018-11-22 06:00:00,0.915710306381348,17,50
AUT,2018-11-22 06:00:00,0.921353377931167,18,50
AUT,2018-11-22 06:00:00,0.926059863875135,19,50
AUT,2018-11-22 06:00:00,0.929937066001511,20,50
AUT,2018-11-22 06:00:00,0.933095811429008,21,50
AUT,2018-11-22 06:00:00,0.93565513605441,22,50
AUT,2018-11-22 06:00:00,0.937752056277839,23,50
AUT,2018-11-22 06:00:00,0.939473598512634,24,50
AUT,2018-11-22 06:00:00,0.940859896371857,25,50
AUT,2018-11-22 06:00:00,0.941949246997372,26,50
AUT,2018-11-22 06:00:00,0.942814710446079,27,50
AUT,2018-11-22 06:00:00,0.943554366992675,28,50
AUT,2018-11-22 06:00:00,0.944218546307495,29,50
AUT,2018-11-22 06:00:00,0.944803054286849,30,50
AUT,2018-11-22 06:00:00,0.945290660687782,31,50
AUT,2018-11-22 06:00:00,0.9456811700349,32,50
AUT,2018-11-22 06:00:00,0.946010758479546,33,50
AUT,2018-11-22 06:00:00,0.946309327468518,34,50
AUT,2018-11-22 06:00:00,0.9465709846533,35,50
AUT,2018-11-22 06:00:00,0.946789513787927,36,50
AUT,2018-11-22 06:00:00,0.946989770332135,37,50
AUT,2018-11-22 06:00:00,0.947174295170019,38,50
AUT,2018-11-22 06:00:00,0.947352741934328,39,50
AUT,2018-11-22 06:00:00,0.947581424264084,40,50
AUT,2018-11-22 06:00:00,0.947914907439701,41,50
AUT,2018-11-22 06:00:00,0.948374514703814,42,50
AUT,2018-11-22 06:00:00,0.948892869215407,43,50
AUT,2018-11-22 06:00:00,0.949431650676198,44,50
AUT,2018-11-22 06:00:00,0.949993125227592,45,50
AUT,2018-11-22 06:00:00,0.950571525333379,46,50
AUT,2018-11-22 06:00:00,0.951169731676848,47,50
AUT,2018-11-22 06:00:00,0.951795967209355,48,50
AUT,2018-11-22 06:00:00,0.952458411732684,49,50
AUT,2018-11-22 06:00:00,0.953149456537991,50,50
AUT,2018-11-22 06:00:00,0.142857142857143,0,100
AUT,2018-11-22 06:00:00,0.163416643779182,1,100
AUT,2018-11-22 06:00:00,0.177715946826018,2,100
AUT,2018-11-22 06:00:00,0.192207880837756,3,100
AUT,2018-11-22 06:00:00,0.207232824109843,4,100
AUT,2018-11-22 06:00:00,0.222652066993706,5,100
AUT,2018-11-22 06:00:00,0.238567471987856,6,100
AUT,2018-11-22 06:00:00,0.255511199612222,7,100
AUT,2018-11-22 06:00:00,0.273609711690481,8,100
AUT,2018-11-22 06:00:00,0.292298951585131,9,100
AUT,2018-11-22 06:00:00,0.311193950795851,10,100
AUT,2018-11-22 06:00:00,0.330111984056595,11,100
AUT,2018-11-22 06:00:00,0.348577084348895,12,100
AUT,2018-11-22 06:00:00,0.366707411827779,13,100
AUT,2018-11-22 06:00:00,0.38484454360485,14,100
AUT,2018-11-22 06:00:00,0.402421122631375,15,100
AUT,2018-11-22 06:00:00,0.418150569205992,16,100
AUT,2018-11-22 06:00:00,0.432252885593234,17,100
AUT,2018-11-22 06:00:00,0.444961130032421,18,100
AUT,2018-11-22 06:00:00,0.457516058645337,19,100
AUT,2018-11-22 06:00:00,0.470852858628031,20,100
AUT,2018-11-22 06:00:00,0.485009720443901,21,100
AUT,2018-11-22 06:00:00,0.499887008236848,22,100
AUT,2018-11-22 06:00:00,0.515519879164003,23,100
AUT,2018-11-22 06:00:00,0.531648634621882,24,100
AUT,2018-11-22 06:00:00,0.547842600896613,25,100
AUT,2018-11-22 06:00:00,0.563733456766236,26,100
AUT,2018-11-22 06:00:00,0.578900293549898,27,100
AUT,2018-11-22 06:00:00,0.593208053990402,28,100
AUT,2018-11-22 06:00:00,0.606881731838564,29,100
AUT,2018-11-22 06:00:00,0.620589629353538,30,100
AUT,2018-11-22 06:00:00,0.634430538087305,31,100
AUT,2018-11-22 06:00:00,0.64854215673809,32,100
AUT,2018-11-22 06:00:00,0.662955469377258,33,100
AUT,2018-11-22 06:00:00,0.677451137753551,34,100
AUT,2018-11-22 06:00:00,0.691938033277666,35,100
AUT,2018-11-22 06:00:00,0.706627351040083,36,100
AUT,2018-11-22 06:00:00,0.721497273101542,37,100
AUT,2018-11-22 06:00:00,0.73611152996204,38,100
AUT,2018-11-22 06:00:00,0.749897851936582,39,100
AUT,2018-11-22 06:00:00,0.762772929088508,40,100
AUT,2018-11-22 06:00:00,0.774437714818416,41,100
AUT,2018-11-22 06:00:00,0.784824741942529,42,100
AUT,2018-11-22 06:00:00,0.794049814465257,43,100
AUT,2018-11-22 06:00:00,0.802223672925251,44,100
AUT,2018-11-22 06:00:00,0.809139225667184,45,100
AUT,2018-11-22 06:00:00,0.814735846323304,46,100
AUT,2018-11-22 06:00:00,0.819338234399926,47,100
AUT,2018-11-22 06:00:00,0.823192871474294,48,100
AUT,2018-11-22 06:00:00,0.826640634235085,49,100
AUT,2018-11-22 06:00:00,0.829749800467053,50,100
AUT,2018-11-22 06:00:00,0.00209424083769638,0,150
AUT,2018-11-22 06:00:00,0.00846880656249482,1,150
AUT,2018-11-22 06:00:00,0.0100663257436431,2,150
AUT,2018-11-22 06:00:00,0.0112054653512406,3,150
AUT,2018-11-22 06:00:00,0.0119241313097839,4,150
AUT,2018-11-22 06:00:00,0.0129206926454944,5,150
AUT,2018-11-22 06:00:00,0.015795464586603,6,150
AUT,2018-11-22 06:00:00,0.0219818457052313,7,150
AUT,2018-11-22 06:00:00,0.0310723233120689,8,150
AUT,2018-11-22 06:00:00,0.0440435589684693,9,150
AUT,2018-11-22 06:00:00,0.0615303487418987,10,150
AUT,2018-11-22 06:00:00,0.0829217286255857,11,150
AUT,2018-11-22 06:00:00,0.107738320315849,12,150
AUT,2018-11-22 06:00:00,0.135299633316096,13,150
AUT,2018-11-22 06:00:00,0.164783481357638,14,150
AUT,2018-11-22 06:00:00,0.193249412701939,15,150
AUT,2018-11-22 06:00:00,0.220550694985786,16,150
AUT,2018-11-22 06:00:00,0.247748289775731,17,150
AUT,2018-11-22 06:00:00,0.275712843703616,18,150
AUT,2018-11-22 06:00:00,0.304814195778907,19,150
AUT,2018-11-22 06:00:00,0.334990651855395,20,150
AUT,2018-11-22 06:00:00,0.366352558356013,21,150
AUT,2018-11-22 06:00:00,0.398501490802486,22,150
AUT,2018-11-22 06:00:00,0.43100765125781,23,150
AUT,2018-11-22 06:00:00,0.461692242880955,24,150
AUT,2018-11-22 06:00:00,0.49053882323149,25,150
AUT,2018-11-22 06:00:00,0.517773935840617,26,150
AUT,2018-11-22 06:00:00,0.543886510758491,27,150
AUT,2018-11-22 06:00:00,0.568264539590505,28,150
AUT,2018-11-22 06:00:00,0.591130028371353,29,150
AUT,2018-11-22 06:00:00,0.613062850770784,30,150
AUT,2018-11-22 06:00:00,0.63405903043341,31,150
AUT,2018-11-22 06:00:00,0.654613973561305,32,150
AUT,2018-11-22 06:00:00,0.67431564152062,33,150
AUT,2018-11-22 06:00:00,0.692954060657401,34,150
AUT,2018-11-22 06:00:00,0.710339013339863,35,150
AUT,2018-11-22 06:00:00,0.726697560792075,36,150
AUT,2018-11-22 06:00:00,0.742032856187538,37,150
AUT,2018-11-22 06:00:00,0.755871389879765,38,150
AUT,2018-11-22 06:00:00,0.767994860108816,39,150
AUT,2018-11-22 06:00:00,0.778842581913896,40,150
AUT,2018-11-22 06:00:00,0.788427323168726,41,150
AUT,2018-11-22 06:00:00,0.796852981007959,42,150
AUT,2018-11-22 06:00:00,0.804200400366741,43,150
AUT,2018-11-22 06:00:00,0.810430854189882,44,150
AUT,2018-11-22 06:00:00,0.815501759803578,45,150
AUT,2018-11-22 06:00:00,0.819392675271987,46,150
AUT,2018-11-22 06:00:00,0.822364843871768,47,150
AUT,2018-11-22 06:00:00,0.824525505467471,48,150
AUT,2018-11-22 06:00:00,0.826290674083373,49,150
AUT,2018-11-22 06:00:00,0.827634334612842,50,150
AUT,2018-11-22 06:00:00,0,0,200
AUT,2018-11-22 06:00:00,0,1,200
AUT,2018-11-22 06:00:00,0,2,200
AUT,2018-11-22 06:00:00,0,3,200
AUT,2018-11-22 06:00:00,0,4,200
AUT,2018-11-22 06:00:00,0,5,200
AUT,2018-11-22 06:00:00,0,6,200
AUT,2018-11-22 06:00:00,6.75995024002063e-05,7,200
AUT,2018-11-22 06:00:00,0.00112603584718907,8,200
AUT,2018-11-22 06:00:00,0.00704558174679593,9,200
AUT,2018-11-22 06:00:00,0.02239475804878,10,200
AUT,2018-11-22 06:00:00,0.0479347284203283,11,200
AUT,2018-11-22 06:00:00,0.0852721267604454,12,200
AUT,2018-11-22 06:00:00,0.130130033681788,13,200
AUT,2018-11-22 06:00:00,0.17038861885961,14,200
AUT,2018-11-22 06:00:00,0.202893811715889,15,200
AUT,2018-11-22 06:00:00,0.230905832782237,16,200
AUT,2018-11-22 06:00:00,0.256643086927039,17,200
AUT,2018-11-22 06:00:00,0.28444336494454,18,200
AUT,2018-11-22 06:00:00,0.319061322875893,19,200
AUT,2018-11-22 06:00:00,0.357072193189208,20,200
AUT,2018-11-22 06:00:00,0.395642702762401,21,200
AUT,2018-11-22 06:00:00,0.434783834163007,22,200
AUT,2018-11-22 06:00:00,0.472640064244676,23,200
AUT,2018-11-22 06:00:00,0.509335326007507,24,200
AUT,2018-11-22 06:00:00,0.544143424657339,25,200
AUT,2018-11-22 06:00:00,0.576066351435921,26,200
AUT,2018-11-22 06:00:00,0.605063417623878,27,200
AUT,2018-11-22 06:00:00,0.630887762851831,28,200
AUT,2018-11-22 06:00:00,0.654168626812607,29,200
AUT,2018-11-22 06:00:00,0.675882780572705,30,200
AUT,2018-11-22 06:00:00,0.696239236342403,31,200
AUT,2018-11-22 06:00:00,0.7149160379799,32,200
AUT,2018-11-22 06:00:00,0.732785600103763,33,200
AUT,2018-11-22 06:00:00,0.749395444030415,34,200
AUT,2018-11-22 06:00:00,0.764123308732036,35,200
AUT,2018-11-22 06:00:00,0.776820902406168,36,200
AUT,2018-11-22 06:00:00,0.78773960502656,37,200
