var,type,lat.box,lon.box,mean.y,sd.y
v,287,-25.75,292.75,-0.123640689449583,0.561671670944506
v,281,-23.25,295.25,0.340010952959648,0.880173632941661
v,287,-23.25,295.25,0.163265320249194,0.663225518489309
v,287,-20.75,295.25,0.240527533398826,0.86786147586057
v,281,-20.75,295.25,0.306455945937085,0.942785085192558
v,281,-40.75,297.75,-0.0599307673533821,0.830057798940721
v,281,-38.25,297.75,0.258216635847837,0.896356098476886
v,287,-38.25,295.25,0.172335574448192,0.846630735400558
v,281,-38.25,295.25,0.128849399978906,0.866124714977109
v,287,-35.75,295.25,0.318580379541836,0.752331704948085
v,281,-35.75,297.75,0.276147763673813,1.13448866539521
v,281,-33.25,297.75,0.135926408053038,1.17407535983069
v,287,-33.25,297.75,0.266217463689624,0.846949425016956
v,287,-30.75,297.75,0.206340108789532,0.900058269980482
v,281,-30.75,297.75,0.39136975831063,1.26851196771037
v,281,-28.25,297.75,0.314892294125975,0.768654718927421
v,287,-25.75,297.75,0.652324990537967,0.655588086562052
v,281,-25.75,297.75,0.564711595079236,0.734763358545113
v,287,-20.75,297.75,0.394465253870873,0.790431986101965
v,281,-20.75,297.75,0.45283222288608,0.808617859558973
v,231,-38.25,297.75,-0.532270211560786,2.34101294742955
v,281,-38.25,300.25,0.245947739819072,0.883509976725672
v,231,-35.75,300.25,-0.224960406847372,1.07670350525114
v,231,-38.25,300.25,-0.862228558845069,2.269623019025
v,281,-35.75,300.25,0.302607923741696,1.09736969232268
v,287,-35.75,300.25,0.471348366886812,1.15873730165439
v,231,-33.25,300.25,-0.105856654346937,1.15900590300417
v,287,-33.25,300.25,0.113190212426869,0.852473797121832
v,281,-33.25,300.25,0.273479075874952,1.04721264617506
v,231,-33.25,297.75,0.0396294093212972,1.5304886813032
v,231,-30.75,297.75,0.0864863100499619,1.84333791369189
v,281,-30.75,300.25,0.257168800200367,0.956847426521034
v,287,-30.75,300.25,0.0378487105555329,0.954803157636361
v,281,-28.25,300.25,0.183092031389607,0.612886657214993
v,287,-28.25,300.25,0.126993796158773,0.797553903990033
v,281,-25.75,300.25,0.406050250326551,0.629041253997118
v,287,-25.75,300.25,0.161403969454348,0.735855866702545
v,287,-28.25,297.75,0.238550952862985,0.740801383839051
v,281,-23.25,300.25,0.196517677924805,0.748654371337811
v,281,-38.25,302.75,0.506214638124227,1.44378176617848
v,287,-38.25,302.75,0.840636360997399,1.29727922055318
v,281,-35.75,302.75,0.108675514922785,1.1715249147194
v,231,-35.75,302.75,-0.323130074135032,1.12398892753867
v,287,-35.75,302.75,-0.00657407871715005,0.705157009395809
v,287,-33.25,302.75,-0.0186389930081691,0.902385588643491
v,281,-33.25,302.75,0.165127078038737,0.801610613952688
v,231,-30.75,302.75,-0.135663554814438,2.15582372184987
v,231,-33.25,302.75,-0.0444576383340151,1.01425476716942
v,281,-30.75,302.75,0.126268984493647,0.805519088203286
v,287,-30.75,302.75,-0.100111216784158,0.797512692287516
v,231,-28.25,302.75,0.338406695822892,1.31987971505821
v,281,-28.25,302.75,0.0412379382989841,0.874282972509374
v,281,-25.75,302.75,0.176133580666631,0.703555004519123
v,287,-28.25,302.75,0.215901908952004,0.801898271954697
v,287,-25.75,302.75,-0.00470080282631062,0.762734200037642
v,281,-23.25,302.75,0.200408911602345,0.698815486218745
v,281,-35.75,305.25,0.303343192400466,0.838644864092797
v,287,-35.75,305.25,0.315114358830521,1.00863055441599
v,281,-33.25,305.25,0.0657638611818981,0.787906244086311
v,281,-33.25,307.75,-0.0518071327133625,0.620272317499437
v,281,-30.75,305.25,0.128288853883693,0.611634779312897
v,287,-30.75,305.25,0.135527380057001,0.70375034687475
v,281,-30.75,307.75,-0.202894240263737,0.596766856219548
v,281,-28.25,305.25,0.144947628011398,0.540123094790531
v,231,-28.25,305.25,0.377907077984886,1.95275046937373
v,231,-25.75,305.25,-0.393449810672852,1.0904978717722
v,287,-28.25,305.25,0.090440826125517,0.617106520025351
v,281,-25.75,305.25,0.213112191060644,0.882559836875627
v,287,-25.75,305.25,0.250099985312134,0.704972081140081
v,281,-23.25,305.25,0.547549699503663,0.777081789554373
v,287,-23.25,305.25,-0.194218236450825,0.810216376269705
v,281,-20.75,305.25,0.471042235740566,0.652921937332324
v,287,-20.75,305.25,0.256052962458334,0.79728245012721
v,281,-20.75,302.75,0.312717664823203,0.594964439847555
t,180,-38.25,285.25,0.698659133146713,0.00398083781091799
t,180,-30.75,287.75,2.49657961753209,1.43032280695757
u,280,-38.25,285.25,-0.68270792821799,0.634125060413144
u,280,-30.75,287.75,-1.29726870215949,0.949854409342912
u,287,-38.25,300.25,0.12962796689842,0.650022354980235
v,280,-38.25,285.25,-1.21117358423365,0.313701649741287
v,280,-30.75,287.75,1.49499587931144,0.609965326700669
v,287,-38.25,300.25,0.710772181089655,1.09443879838203
t,131,-35.75,285.25,1.0830662716313,0.183401161450349
t,131,-35.75,287.75,0.41842070611822,0.696420893821816
t,131,-33.25,287.75,0.690621680865947,1.03550189037073
t,131,-38.25,290.25,0.145729158965726,1.00581165536759
t,131,-33.25,290.25,-0.0618924064976381,1.2672874293449
t,181,-20.75,292.75,0.643231770023873,1.94887095592113
t,187,-20.75,292.75,1.46028186293081,1.60258740236841
t,131,-30.75,300.25,-2.08075329470923,1.93598750177269
u,231,-35.75,285.25,-0.0567036319144558,1.57821888457907
u,231,-35.75,287.75,-0.223658917909192,1.20975246173005
u,231,-33.25,287.75,-0.103059024997849,0.765631363647817
u,231,-38.25,290.25,1.48020616415099,1.03185518051422
u,231,-33.25,290.25,-0.0237755860799657,0.87561409757131
u,281,-20.75,292.75,-0.78635327355632,0.933305571579128
u,287,-20.75,292.75,0.274035269547684,0.935204698873634
u,231,-30.75,300.25,1.53914858089529,1.27623527804645
v,231,-35.75,285.25,1.61189641717553,0.676868578090921
v,231,-35.75,287.75,0.323283495917985,1.22483812692133
v,231,-33.25,287.75,-0.102921274187516,0.747616197674341
v,231,-38.25,290.25,-1.18421792382924,3.06628531014842
v,231,-33.25,290.25,-0.103887564579064,0.90563391101269
v,281,-20.75,292.75,-0.717983451162585,0.904235576335807
v,287,-20.75,292.75,0.589900754914565,1.1722490139821
v,231,-30.75,300.25,-0.248746052455463,1.88790457462628
t,180,-40.75,285.25,0.60289122397698,0.238228738516615
t,131,-25.75,295.25,-0.628656142851279,1.19626114851191
t,131,-35.75,297.75,-0.900940307887026,1.51169828112813
t,131,-30.75,295.25,0.0269500784872061,1.07618642303274
t,131,-28.25,297.75,-1.79511049321849,1.93991299686789
t,131,-28.25,295.25,-0.777715351867115,1.31135214582577
u,280,-40.75,285.25,-0.258876657996341,0.357507138352423
u,231,-25.75,295.25,0.320184492358635,1.1201208308093
u,231,-35.75,297.75,0.678273372409191,1.43392405634541
u,231,-30.75,295.25,0.102719376483884,0.723825159414734
u,231,-28.25,297.75,2.29621335275775,1.62339820213121
u,231,-28.25,295.25,0.570316467185963,1.18739228556042
v,280,-40.75,285.25,-1.36405507448247,0.747058343990384
v,231,-25.75,295.25,-0.182949280983411,0.998730729057053
v,231,-35.75,297.75,-0.185376515928566,2.21720215191678
v,231,-30.75,295.25,-0.360773084218715,1.14841492205156
v,231,-28.25,297.75,0.369744923720836,2.12563381004902
v,231,-28.25,295.25,0.00511532449706329,1.09447728115135
t,131,-33.25,307.75,-0.884382939411332,0.302842182725722
u,231,-33.25,307.75,1.48490494648388,0.575323619853584
v,231,-33.25,307.75,1.69854827188557,0.362957407539278
t,131,-33.25,292.75,-0.468711915890989,1.03548879204381
t,131,-33.25,295.25,-0.677342763702192,1.05126633794702
u,231,-33.25,292.75,0.547852710856443,1.03468585713848
u,231,-33.25,295.25,0.581204310066247,1.22976683642978
u,287,-38.25,297.75,0.258122825920312,1.15006651849272
v,231,-33.25,292.75,-0.101867377063576,1.04696701402039
v,231,-33.25,295.25,-0.539784690268541,1.10304452517455
v,287,-38.25,297.75,0.300890224759163,0.548038084062435
t,120,-33.25,290.25,0.022235164359225,1.52878859259749
t,120,-30.75,295.25,0.139205713561234,1.41232289455437
t,181,-23.25,297.75,0.646625651021662,0.396088495212751
t,187,-23.25,300.25,-1.25730480747131,0.282118946311497
t,120,-30.75,302.75,0.00120054101799696,1.15531675261637
t,120,-30.75,305.25,0.0770352807877574,1.15936362505923
t,120,-25.75,305.25,0.00416462228331025,1.14895517097766
t,120,-20.75,305.25,0.134365029220401,1.15594057912714
u,220,-33.25,290.25,0.0243983265021519,1.39149916886465
u,220,-30.75,295.25,0.152038520073318,1.22249935150606
u,281,-23.25,297.75,-0.0170033016221319,0.212953748680762
u,287,-23.25,300.25,0.978547409675238,0.155958331237815
u,220,-30.75,302.75,-0.0259938505720993,1.06254136187075
u,220,-30.75,305.25,0.0895316820448417,1.11742447096238
u,220,-25.75,305.25,-0.0763260690187938,1.20628551286816
u,220,-20.75,305.25,0.0211434653644504,1.18922748159072
v,220,-33.25,290.25,0.124983763546268,1.39102358511213
v,220,-30.75,295.25,0.111559434326274,1.37608238759777
v,281,-23.25,297.75,0.126576714735367,0.69456780570517
v,287,-23.25,300.25,0.215354838949387,0.251092621868188
v,220,-30.75,302.75,-0.169965391751194,1.38091362277392
v,220,-30.75,305.25,-0.0876342145142715,1.2526634013046
v,220,-25.75,305.25,-0.00329603126637011,1.35952887530721
v,220,-20.75,305.25,-0.0236638313086827,1.24577946938637
t,133,-30.75,287.75,0.345663871779681,1.03144316769055
t,133,-33.25,295.25,0.301930832425336,1.94093764358016
t,133,-33.25,297.75,0.517430202977898,1.91555050232341
t,133,-33.25,300.25,-1.56953275214864,1.733036195492
t,133,-23.25,300.25,-1.69190963697219,1.58763603200371
t,133,-28.25,300.25,-2.49583003210016,1.58287277081014
u,233,-30.75,287.75,0.785960336702817,1.23096425860247
u,233,-33.25,295.25,1.60767606436068,1.07365957094218
u,233,-33.25,297.75,0.955193591142911,0.988999955643538
u,290,-40.75,297.75,0.0924325701052819,0.47132337206136
u,290,-40.75,300.25,0.0363275536131692,0.500045390730938
u,290,-40.75,302.75,-0.383276569621021,0.670464605269411
u,233,-33.25,300.25,2.0287216396328,1.14167680436112
u,233,-23.25,300.25,2.67697126003613,1.10289199908682
u,290,-38.25,302.75,-0.368169851479105,0.447857327121543
u,233,-28.25,300.25,3.8777453257659,1.358407534299
v,233,-30.75,287.75,-0.168528982797276,1.41800269657213
v,233,-33.25,295.25,0.95720004069137,1.16298969940528
v,233,-33.25,297.75,0.678485900778285,2.08574195540572
v,290,-40.75,297.75,-0.229479254239647,1.03169483850982
v,290,-40.75,300.25,0.188669452370918,0.818400057989817
v,290,-40.75,302.75,0.509370776169366,0.78314672009591
v,233,-33.25,300.25,0.122752191774189,2.00819683216217
v,233,-23.25,300.25,2.22024794501675,1.34755736954578
v,290,-38.25,302.75,0.823840336037301,0.596298117529679
v,233,-28.25,300.25,2.5598035503273,1.37441670570023
t,133,-28.25,287.75,0.605507473312378,1.10660863162516
t,133,-30.75,292.75,-0.889122368501247,1.60590433230746
t,133,-33.25,302.75,-2.21708039465636,1.68962475520255
t,133,-30.75,300.25,-2.02678955942276,0.964913412193452
