type,nivel,t,rh,uv,ps,pw
144,900,NA,NA,NA,NA,NA
144,850,NA,NA,NA,NA,NA
144,800,NA,NA,NA,NA,NA
144,750,NA,NA,NA,NA,NA
144,700,NA,NA,NA,NA,NA
144,650,NA,NA,NA,NA,NA
144,600,NA,NA,NA,NA,NA
144,550,NA,NA,NA,NA,NA
144,500,NA,NA,NA,NA,NA
144,450,NA,NA,NA,NA,NA
144,400,NA,NA,NA,NA,NA
144,350,NA,NA,NA,NA,NA
144,300,NA,NA,NA,NA,NA
144,250,NA,NA,NA,NA,NA
144,200,NA,NA,NA,NA,NA
144,150,NA,NA,NA,NA,NA
144,100,NA,NA,NA,NA,NA
144,75,NA,NA,NA,NA,NA
144,50,NA,NA,NA,NA,NA
144,40,NA,NA,NA,NA,NA
144,30,NA,NA,NA,NA,NA
144,20,NA,NA,NA,NA,NA
144,10,NA,NA,NA,NA,NA
144,5,NA,NA,NA,NA,NA
144,4,NA,NA,NA,NA,NA
144,3,NA,NA,NA,NA,NA
144,2,NA,NA,NA,NA,NA
144,1,NA,NA,NA,NA,NA
144,0,NA,NA,NA,NA,NA
145,1100,NA,NA,NA,NA,NA
145,1050,NA,NA,NA,NA,NA
145,1000,NA,NA,NA,NA,NA
145,950,NA,NA,NA,NA,NA
145,900,NA,NA,NA,NA,NA
145,850,NA,NA,NA,NA,NA
145,800,NA,NA,NA,NA,NA
145,750,NA,NA,NA,NA,NA
145,700,NA,NA,NA,NA,NA
145,650,NA,NA,NA,NA,NA
145,600,NA,NA,NA,NA,NA
145,550,NA,NA,NA,NA,NA
145,500,NA,NA,NA,NA,NA
145,450,NA,NA,NA,NA,NA
145,400,NA,NA,NA,NA,NA
145,350,NA,NA,NA,NA,NA
145,300,NA,NA,NA,NA,NA
145,250,NA,NA,NA,NA,NA
145,200,NA,NA,NA,NA,NA
145,150,NA,NA,NA,NA,NA
145,100,NA,NA,NA,NA,NA
145,75,NA,NA,NA,NA,NA
145,50,NA,NA,NA,NA,NA
145,40,NA,NA,NA,NA,NA
145,30,NA,NA,NA,NA,NA
145,20,NA,NA,NA,NA,NA
145,10,NA,NA,NA,NA,NA
145,5,NA,NA,NA,NA,NA
145,4,NA,NA,NA,NA,NA
145,3,NA,NA,NA,NA,NA
145,2,NA,NA,NA,NA,NA
145,1,NA,NA,NA,NA,NA
145,0,NA,NA,NA,NA,NA
146,1100,NA,NA,NA,NA,NA
146,1050,NA,NA,NA,NA,NA
146,1000,NA,NA,NA,NA,NA
146,950,NA,NA,NA,NA,NA
146,900,NA,NA,NA,NA,NA
146,850,NA,NA,NA,NA,NA
146,800,NA,NA,NA,NA,NA
146,750,NA,NA,NA,NA,NA
146,700,NA,NA,NA,NA,NA
146,650,NA,NA,NA,NA,NA
146,600,NA,NA,NA,NA,NA
146,550,NA,NA,NA,NA,NA
146,500,NA,NA,NA,NA,NA
146,450,NA,NA,NA,NA,NA
146,400,NA,NA,NA,NA,NA
146,350,NA,NA,NA,NA,NA
146,300,NA,NA,NA,NA,NA
146,250,NA,NA,NA,NA,NA
146,200,NA,NA,NA,NA,NA
146,150,NA,NA,NA,NA,NA
146,100,NA,NA,NA,NA,NA
146,75,NA,NA,NA,NA,NA
146,50,NA,NA,NA,NA,NA
146,40,NA,NA,NA,NA,NA
146,30,NA,NA,NA,NA,NA
146,20,NA,NA,NA,NA,NA
146,10,NA,NA,NA,NA,NA
146,5,NA,NA,NA,NA,NA
146,4,NA,NA,NA,NA,NA
146,3,NA,NA,NA,NA,NA
146,2,NA,NA,NA,NA,NA
146,1,NA,NA,NA,NA,NA
146,0,NA,NA,NA,NA,NA
147,1100,NA,NA,NA,NA,NA
147,1050,NA,NA,NA,NA,NA
147,1000,NA,NA,NA,NA,NA
147,950,NA,NA,NA,NA,NA
147,900,NA,NA,NA,NA,NA
147,850,NA,NA,NA,NA,NA
147,800,NA,NA,NA,NA,NA
147,750,NA,NA,NA,NA,NA
147,700,NA,NA,NA,NA,NA
147,650,NA,NA,NA,NA,NA
147,600,NA,NA,NA,NA,NA
147,550,NA,NA,NA,NA,NA
147,500,NA,NA,NA,NA,NA
147,450,NA,NA,NA,NA,NA
147,400,NA,NA,NA,NA,NA
147,350,NA,NA,NA,NA,NA
147,300,NA,NA,NA,NA,NA
147,250,NA,NA,NA,NA,NA
147,200,NA,NA,NA,NA,NA
147,150,NA,NA,NA,NA,NA
147,100,NA,NA,NA,NA,NA
147,75,NA,NA,NA,NA,NA
147,50,NA,NA,NA,NA,NA
147,40,NA,NA,NA,NA,NA
147,30,NA,NA,NA,NA,NA
147,20,NA,NA,NA,NA,NA
147,10,NA,NA,NA,NA,NA
147,5,NA,NA,NA,NA,NA
147,4,NA,NA,NA,NA,NA
147,3,NA,NA,NA,NA,NA
147,2,NA,NA,NA,NA,NA
147,1,NA,NA,NA,NA,NA
147,0,NA,NA,NA,NA,NA
148,1100,NA,NA,NA,NA,NA
148,1050,NA,NA,NA,NA,NA
148,1000,NA,NA,NA,NA,NA
148,950,NA,NA,NA,NA,NA
148,900,NA,NA,NA,NA,NA
148,850,NA,NA,NA,NA,NA
148,800,NA,NA,NA,NA,NA
148,750,NA,NA,NA,NA,NA
148,700,NA,NA,NA,NA,NA
148,650,NA,NA,NA,NA,NA
148,600,NA,NA,NA,NA,NA
148,550,NA,NA,NA,NA,NA
148,500,NA,NA,NA,NA,NA
148,450,NA,NA,NA,NA,NA
148,400,NA,NA,NA,NA,NA
148,350,NA,NA,NA,NA,NA
148,300,NA,NA,NA,NA,NA
148,250,NA,NA,NA,NA,NA
148,200,NA,NA,NA,NA,NA
148,150,NA,NA,NA,NA,NA
148,100,NA,NA,NA,NA,NA
148,75,NA,NA,NA,NA,NA
148,50,NA,NA,NA,NA,NA
148,40,NA,NA,NA,NA,NA
148,30,NA,NA,NA,NA,NA
148,20,NA,NA,NA,NA,NA
148,10,NA,NA,NA,NA,NA
148,5,NA,NA,NA,NA,NA
148,4,NA,NA,NA,NA,NA
148,3,NA,NA,NA,NA,NA
148,2,NA,NA,NA,NA,NA
148,1,NA,NA,NA,NA,NA
148,0,NA,NA,NA,NA,NA
149,1100,NA,NA,NA,NA,NA
149,1050,NA,NA,NA,NA,NA
149,1000,NA,NA,NA,NA,NA
149,950,NA,NA,NA,NA,NA
149,900,NA,NA,NA,NA,NA
149,850,NA,NA,NA,NA,NA
149,800,NA,NA,NA,NA,NA
149,750,NA,NA,NA,NA,NA
149,700,NA,NA,NA,NA,NA
149,650,NA,NA,NA,NA,NA
149,600,NA,NA,NA,NA,NA
149,550,NA,NA,NA,NA,NA
149,500,NA,NA,NA,NA,NA
149,450,NA,NA,NA,NA,NA
149,400,NA,NA,NA,NA,NA
149,350,NA,NA,NA,NA,NA
149,300,NA,NA,NA,NA,NA
149,250,NA,NA,NA,NA,NA
149,200,NA,NA,NA,NA,NA
149,150,NA,NA,NA,NA,NA
149,100,NA,NA,NA,NA,NA
149,75,NA,NA,NA,NA,NA
149,50,NA,NA,NA,NA,NA
149,40,NA,NA,NA,NA,NA
149,30,NA,NA,NA,NA,NA
149,20,NA,NA,NA,NA,NA
149,10,NA,NA,NA,NA,NA
149,5,NA,NA,NA,NA,NA
149,4,NA,NA,NA,NA,NA
149,3,NA,NA,NA,NA,NA
149,2,NA,NA,NA,NA,NA
149,1,NA,NA,NA,NA,NA
149,0,NA,NA,NA,NA,NA
150,1100,NA,NA,NA,NA,NA
150,1050,NA,NA,NA,NA,NA
150,1000,NA,NA,NA,NA,NA
150,950,NA,NA,NA,NA,NA
150,900,NA,NA,NA,NA,NA
150,850,NA,NA,NA,NA,NA
150,800,NA,NA,NA,NA,NA
150,750,NA,NA,NA,NA,NA
150,700,NA,NA,NA,NA,NA
150,650,NA,NA,NA,NA,NA
150,600,NA,NA,NA,NA,NA
150,550,NA,NA,NA,NA,NA
150,500,NA,NA,NA,NA,NA
150,450,NA,NA,NA,NA,NA
150,400,NA,NA,NA,NA,NA
150,350,NA,NA,NA,NA,NA
150,300,NA,NA,NA,NA,NA
150,250,NA,NA,NA,NA,NA
150,200,NA,NA,NA,NA,NA
150,150,NA,NA,NA,NA,NA
150,100,NA,NA,NA,NA,NA
150,75,NA,NA,NA,NA,NA
150,50,NA,NA,NA,NA,NA
150,40,NA,NA,NA,NA,NA
150,30,NA,NA,NA,NA,NA
150,20,NA,NA,NA,NA,NA
150,10,NA,NA,NA,NA,NA
150,5,NA,NA,NA,NA,NA
150,4,NA,NA,NA,NA,NA
150,3,NA,NA,NA,NA,NA
150,2,NA,NA,NA,NA,NA
150,1,NA,NA,NA,NA,NA
150,0,NA,NA,NA,NA,NA
151,1100,NA,NA,NA,NA,NA
151,1050,NA,NA,NA,NA,NA
151,1000,NA,NA,NA,NA,NA
151,950,NA,NA,NA,NA,NA
151,900,NA,NA,NA,NA,NA
151,850,NA,NA,NA,NA,NA
151,800,NA,NA,NA,NA,NA
151,750,NA,NA,NA,NA,NA
151,700,NA,NA,NA,NA,NA
151,650,NA,NA,NA,NA,NA
151,600,NA,NA,NA,NA,NA
151,550,NA,NA,NA,NA,NA
151,500,NA,NA,NA,NA,NA
151,450,NA,NA,NA,NA,NA
151,400,NA,NA,NA,NA,NA
151,350,NA,NA,NA,NA,NA
151,300,NA,NA,NA,NA,NA
151,250,NA,NA,NA,NA,NA
151,200,NA,NA,NA,NA,NA
151,150,NA,NA,NA,NA,NA
151,100,NA,NA,NA,NA,NA
151,75,NA,NA,NA,NA,NA
151,50,NA,NA,NA,NA,NA
151,40,NA,NA,NA,NA,NA
151,30,NA,NA,NA,NA,NA
151,20,NA,NA,NA,NA,NA
151,10,NA,NA,NA,NA,NA
151,5,NA,NA,NA,NA,NA
151,4,NA,NA,NA,NA,NA
151,3,NA,NA,NA,NA,NA
151,2,NA,NA,NA,NA,NA
151,1,NA,NA,NA,NA,NA
151,0,NA,NA,NA,NA,NA
152,1100,NA,NA,NA,NA,NA
152,1050,NA,NA,NA,NA,NA
152,1000,NA,NA,NA,NA,NA
152,950,NA,NA,NA,NA,NA
152,900,NA,NA,NA,NA,NA
152,850,NA,NA,NA,NA,NA
152,800,NA,NA,NA,NA,NA
152,750,NA,NA,NA,NA,NA
152,700,NA,NA,NA,NA,NA
152,650,NA,NA,NA,NA,NA
152,600,NA,NA,NA,NA,NA
152,550,NA,NA,NA,NA,NA
152,500,NA,NA,NA,NA,NA
152,450,NA,NA,NA,NA,NA
152,400,NA,NA,NA,NA,NA
152,350,NA,NA,NA,NA,NA
152,300,NA,NA,NA,NA,NA
152,250,NA,NA,NA,NA,NA
152,200,NA,NA,NA,NA,NA
152,150,NA,NA,NA,NA,NA
152,100,NA,NA,NA,NA,NA
152,75,NA,NA,NA,NA,NA
152,50,NA,NA,NA,NA,NA
152,40,NA,NA,NA,NA,NA
152,30,NA,NA,NA,NA,NA
152,20,NA,NA,NA,NA,NA
152,10,NA,NA,NA,NA,NA
152,5,NA,NA,NA,NA,NA
152,4,NA,NA,NA,NA,NA
152,3,NA,NA,NA,NA,NA
152,2,NA,NA,NA,NA,NA
152,1,NA,NA,NA,NA,NA
152,0,NA,NA,NA,NA,NA
153,1100,NA,NA,NA,NA,NA
153,1050,NA,NA,NA,NA,NA
153,1000,NA,NA,NA,NA,NA
153,950,NA,NA,NA,NA,NA
153,900,NA,NA,NA,NA,NA
153,850,NA,NA,NA,NA,NA
153,800,NA,NA,NA,NA,NA
153,750,NA,NA,NA,NA,NA
153,700,NA,NA,NA,NA,NA
153,650,NA,NA,NA,NA,NA
153,600,NA,NA,NA,NA,NA
153,550,NA,NA,NA,NA,NA
153,500,NA,NA,NA,NA,NA
153,450,NA,NA,NA,NA,NA
153,400,NA,NA,NA,NA,NA
153,350,NA,NA,NA,NA,NA
153,300,NA,NA,NA,NA,NA
153,250,NA,NA,NA,NA,NA
153,200,NA,NA,NA,NA,NA
153,150,NA,NA,NA,NA,NA
153,100,NA,NA,NA,NA,NA
153,75,NA,NA,NA,NA,NA
153,50,NA,NA,NA,NA,NA
153,40,NA,NA,NA,NA,NA
153,30,NA,NA,NA,NA,NA
153,20,NA,NA,NA,NA,NA
153,10,NA,NA,NA,NA,NA
153,5,NA,NA,NA,NA,NA
153,4,NA,NA,NA,NA,NA
153,3,NA,NA,NA,NA,NA
153,2,NA,NA,NA,NA,NA
153,1,NA,NA,NA,NA,NA
153,0,NA,NA,NA,NA,NA
154,1100,NA,NA,NA,NA,NA
154,1050,NA,NA,NA,NA,NA
154,1000,NA,NA,NA,NA,NA
154,950,NA,NA,NA,NA,NA
154,900,NA,NA,NA,NA,NA
154,850,NA,NA,NA,NA,NA
154,800,NA,NA,NA,NA,NA
154,750,NA,NA,NA,NA,NA
154,700,NA,NA,NA,NA,NA
154,650,NA,NA,NA,NA,NA
154,600,NA,NA,NA,NA,NA
154,550,NA,NA,NA,NA,NA
154,500,NA,NA,NA,NA,NA
154,450,NA,NA,NA,NA,NA
154,400,NA,NA,NA,NA,NA
154,350,NA,NA,NA,NA,NA
154,300,NA,NA,NA,NA,NA
154,250,NA,NA,NA,NA,NA
154,200,NA,NA,NA,NA,NA
154,150,NA,NA,NA,NA,NA
154,100,NA,NA,NA,NA,NA
154,75,NA,NA,NA,NA,NA
154,50,NA,NA,NA,NA,NA
154,40,NA,NA,NA,NA,NA
154,30,NA,NA,NA,NA,NA
154,20,NA,NA,NA,NA,NA
154,10,NA,NA,NA,NA,NA
154,5,NA,NA,NA,NA,NA
154,4,NA,NA,NA,NA,NA
154,3,NA,NA,NA,NA,NA
154,2,NA,NA,NA,NA,NA
154,1,NA,NA,NA,NA,NA
154,0,NA,NA,NA,NA,NA
155,1100,NA,NA,NA,NA,NA
155,1050,NA,NA,NA,NA,NA
155,1000,NA,NA,NA,NA,NA
155,950,NA,NA,NA,NA,NA
155,900,NA,NA,NA,NA,NA
155,850,NA,NA,NA,NA,NA
155,800,NA,NA,NA,NA,NA
155,750,NA,NA,NA,NA,NA
155,700,NA,NA,NA,NA,NA
155,650,NA,NA,NA,NA,NA
155,600,NA,NA,NA,NA,NA
155,550,NA,NA,NA,NA,NA
155,500,NA,NA,NA,NA,NA
155,450,NA,NA,NA,NA,NA
155,400,NA,NA,NA,NA,NA
155,350,NA,NA,NA,NA,NA
155,300,NA,NA,NA,NA,NA
155,250,NA,NA,NA,NA,NA
155,200,NA,NA,NA,NA,NA
155,150,NA,NA,NA,NA,NA
155,100,NA,NA,NA,NA,NA
155,75,NA,NA,NA,NA,NA
155,50,NA,NA,NA,NA,NA
155,40,NA,NA,NA,NA,NA
155,30,NA,NA,NA,NA,NA
155,20,NA,NA,NA,NA,NA
155,10,NA,NA,NA,NA,NA
155,5,NA,NA,NA,NA,NA
155,4,NA,NA,NA,NA,NA
155,3,NA,NA,NA,NA,NA
155,2,NA,NA,NA,NA,NA
155,1,NA,NA,NA,NA,NA
155,0,NA,NA,NA,NA,NA
156,1100,NA,NA,NA,NA,NA
156,1050,NA,NA,NA,NA,NA
156,1000,NA,NA,NA,NA,NA
156,950,NA,NA,NA,NA,NA
156,900,NA,NA,NA,NA,NA
156,850,NA,NA,NA,NA,NA
156,800,NA,NA,NA,NA,NA
156,750,NA,NA,NA,NA,NA
156,700,NA,NA,NA,NA,NA
156,650,NA,NA,NA,NA,NA
156,600,NA,NA,NA,NA,NA
156,550,NA,NA,NA,NA,NA
156,500,NA,NA,NA,NA,NA
156,450,NA,NA,NA,NA,NA
156,400,NA,NA,NA,NA,NA
156,350,NA,NA,NA,NA,NA
156,300,NA,NA,NA,NA,NA
156,250,NA,NA,NA,NA,NA
156,200,NA,NA,NA,NA,NA
156,150,NA,NA,NA,NA,NA
156,100,NA,NA,NA,NA,NA
156,75,NA,NA,NA,NA,NA
156,50,NA,NA,NA,NA,NA
156,40,NA,NA,NA,NA,NA
156,30,NA,NA,NA,NA,NA
156,20,NA,NA,NA,NA,NA
156,10,NA,NA,NA,NA,NA
156,5,NA,NA,NA,NA,NA
156,4,NA,NA,NA,NA,NA
156,3,NA,NA,NA,NA,NA
156,2,NA,NA,NA,NA,NA
156,1,NA,NA,NA,NA,NA
156,0,NA,NA,NA,NA,NA
157,1100,NA,NA,NA,NA,NA
157,1050,NA,NA,NA,NA,NA
157,1000,NA,NA,NA,NA,NA
157,950,NA,NA,NA,NA,NA
157,900,NA,NA,NA,NA,NA
157,850,NA,NA,NA,NA,NA
157,800,NA,NA,NA,NA,NA
157,750,NA,NA,NA,NA,NA
157,700,NA,NA,NA,NA,NA
157,650,NA,NA,NA,NA,NA
157,600,NA,NA,NA,NA,NA
157,550,NA,NA,NA,NA,NA
157,500,NA,NA,NA,NA,NA
157,450,NA,NA,NA,NA,NA
157,400,NA,NA,NA,NA,NA
157,350,NA,NA,NA,NA,NA
157,300,NA,NA,NA,NA,NA
157,250,NA,NA,NA,NA,NA
157,200,NA,NA,NA,NA,NA
157,150,NA,NA,NA,NA,NA
157,100,NA,NA,NA,NA,NA
157,75,NA,NA,NA,NA,NA
157,50,NA,NA,NA,NA,NA
157,40,NA,NA,NA,NA,NA
157,30,NA,NA,NA,NA,NA
157,20,NA,NA,NA,NA,NA
157,10,NA,NA,NA,NA,NA
157,5,NA,NA,NA,NA,NA
157,4,NA,NA,NA,NA,NA
157,3,NA,NA,NA,NA,NA
157,2,NA,NA,NA,NA,NA
157,1,NA,NA,NA,NA,NA
157,0,NA,NA,NA,NA,NA
158,1100,NA,NA,NA,NA,NA
158,1050,NA,NA,NA,NA,NA
158,1000,NA,NA,NA,NA,NA
158,950,NA,NA,NA,NA,NA
158,900,NA,NA,NA,NA,NA
158,850,NA,NA,NA,NA,NA
158,800,NA,NA,NA,NA,NA
158,750,NA,NA,NA,NA,NA
158,700,NA,NA,NA,NA,NA
158,650,NA,NA,NA,NA,NA
158,600,NA,NA,NA,NA,NA
158,550,NA,NA,NA,NA,NA
158,500,NA,NA,NA,NA,NA
158,450,NA,NA,NA,NA,NA
158,400,NA,NA,NA,NA,NA
158,350,NA,NA,NA,NA,NA
158,300,NA,NA,NA,NA,NA
158,250,NA,NA,NA,NA,NA
158,200,NA,NA,NA,NA,NA
158,150,NA,NA,NA,NA,NA
158,100,NA,NA,NA,NA,NA
158,75,NA,NA,NA,NA,NA
158,50,NA,NA,NA,NA,NA
158,40,NA,NA,NA,NA,NA
158,30,NA,NA,NA,NA,NA
158,20,NA,NA,NA,NA,NA
158,10,NA,NA,NA,NA,NA
158,5,NA,NA,NA,NA,NA
158,4,NA,NA,NA,NA,NA
158,3,NA,NA,NA,NA,NA
158,2,NA,NA,NA,NA,NA
158,1,NA,NA,NA,NA,NA
158,0,NA,NA,NA,NA,NA
159,1100,NA,NA,NA,NA,NA
159,1050,NA,NA,NA,NA,NA
159,1000,NA,NA,NA,NA,NA
159,950,NA,NA,NA,NA,NA
159,900,NA,NA,NA,NA,NA
159,850,NA,NA,NA,NA,NA
159,800,NA,NA,NA,NA,NA
159,750,NA,NA,NA,NA,NA
159,700,NA,NA,NA,NA,NA
159,650,NA,NA,NA,NA,NA
159,600,NA,NA,NA,NA,NA
159,550,NA,NA,NA,NA,NA
159,500,NA,NA,NA,NA,NA
159,450,NA,NA,NA,NA,NA
159,400,NA,NA,NA,NA,NA
159,350,NA,NA,NA,NA,NA
159,300,NA,NA,NA,NA,NA
159,250,NA,NA,NA,NA,NA
159,200,NA,NA,NA,NA,NA
159,150,NA,NA,NA,NA,NA
159,100,NA,NA,NA,NA,NA
159,75,NA,NA,NA,NA,NA
159,50,NA,NA,NA,NA,NA
159,40,NA,NA,NA,NA,NA
159,30,NA,NA,NA,NA,NA
159,20,NA,NA,NA,NA,NA
159,10,NA,NA,NA,NA,NA
159,5,NA,NA,NA,NA,NA
159,4,NA,NA,NA,NA,NA
159,3,NA,NA,NA,NA,NA
159,2,NA,NA,NA,NA,NA
159,1,NA,NA,NA,NA,NA
159,0,NA,NA,NA,NA,NA
160,1100,NA,NA,NA,NA,NA
160,1050,NA,NA,NA,NA,NA
160,1000,NA,NA,NA,NA,NA
160,950,NA,NA,NA,NA,NA
160,900,NA,NA,NA,NA,NA
160,850,NA,NA,NA,NA,NA
160,800,NA,NA,NA,NA,NA
160,750,NA,NA,NA,NA,NA
160,700,NA,NA,NA,NA,NA
160,650,NA,NA,NA,NA,NA
160,600,NA,NA,NA,NA,NA
160,550,NA,NA,NA,NA,NA
160,500,NA,NA,NA,NA,NA
160,450,NA,NA,NA,NA,NA
160,400,NA,NA,NA,NA,NA
160,350,NA,NA,NA,NA,NA
160,300,NA,NA,NA,NA,NA
160,250,NA,NA,NA,NA,NA
160,200,NA,NA,NA,NA,NA
160,150,NA,NA,NA,NA,NA
160,100,NA,NA,NA,NA,NA
160,75,NA,NA,NA,NA,NA
160,50,NA,NA,NA,NA,NA
160,40,NA,NA,NA,NA,NA
160,30,NA,NA,NA,NA,NA
160,20,NA,NA,NA,NA,NA
160,10,NA,NA,NA,NA,NA
160,5,NA,NA,NA,NA,NA
160,4,NA,NA,NA,NA,NA
160,3,NA,NA,NA,NA,NA
160,2,NA,NA,NA,NA,NA
160,1,NA,NA,NA,NA,NA
160,0,NA,NA,NA,NA,NA
161,1100,NA,NA,NA,NA,NA
161,1050,NA,NA,NA,NA,NA
161,1000,NA,NA,NA,NA,NA
161,950,NA,NA,NA,NA,NA
161,900,NA,NA,NA,NA,NA
161,850,NA,NA,NA,NA,NA
161,800,NA,NA,NA,NA,NA
161,750,NA,NA,NA,NA,NA
161,700,NA,NA,NA,NA,NA
161,650,NA,NA,NA,NA,NA
161,600,NA,NA,NA,NA,NA
161,550,NA,NA,NA,NA,NA
161,500,NA,NA,NA,NA,NA
161,450,NA,NA,NA,NA,NA
161,400,NA,NA,NA,NA,NA
161,350,NA,NA,NA,NA,NA
161,300,NA,NA,NA,NA,NA
161,250,NA,NA,NA,NA,NA
161,200,NA,NA,NA,NA,NA
161,150,NA,NA,NA,NA,NA
161,100,NA,NA,NA,NA,NA
161,75,NA,NA,NA,NA,NA
161,50,NA,NA,NA,NA,NA
161,40,NA,NA,NA,NA,NA
161,30,NA,NA,NA,NA,NA
161,20,NA,NA,NA,NA,NA
161,10,NA,NA,NA,NA,NA
161,5,NA,NA,NA,NA,NA
161,4,NA,NA,NA,NA,NA
161,3,NA,NA,NA,NA,NA
161,2,NA,NA,NA,NA,NA
161,1,NA,NA,NA,NA,NA
161,0,NA,NA,NA,NA,NA
162,1100,NA,NA,NA,NA,NA
162,1050,NA,NA,NA,NA,NA
162,1000,NA,NA,NA,NA,NA
162,950,NA,NA,NA,NA,NA
162,900,NA,NA,NA,NA,NA
162,850,NA,NA,NA,NA,NA
162,800,NA,NA,NA,NA,NA
162,750,NA,NA,NA,NA,NA
162,700,NA,NA,NA,NA,NA
162,650,NA,NA,NA,NA,NA
162,600,NA,NA,NA,NA,NA
162,550,NA,NA,NA,NA,NA
162,500,NA,NA,NA,NA,NA
162,450,NA,NA,NA,NA,NA
162,400,NA,NA,NA,NA,NA
162,350,NA,NA,NA,NA,NA
162,300,NA,NA,NA,NA,NA
162,250,NA,NA,NA,NA,NA
162,200,NA,NA,NA,NA,NA
162,150,NA,NA,NA,NA,NA
162,100,NA,NA,NA,NA,NA
162,75,NA,NA,NA,NA,NA
162,50,NA,NA,NA,NA,NA
162,40,NA,NA,NA,NA,NA
162,30,NA,NA,NA,NA,NA
162,20,NA,NA,NA,NA,NA
162,10,NA,NA,NA,NA,NA
162,5,NA,NA,NA,NA,NA
162,4,NA,NA,NA,NA,NA
162,3,NA,NA,NA,NA,NA
162,2,NA,NA,NA,NA,NA
162,1,NA,NA,NA,NA,NA
162,0,NA,NA,NA,NA,NA
163,1100,NA,NA,NA,NA,NA
163,1050,NA,NA,NA,NA,NA
163,1000,NA,NA,NA,NA,NA
163,950,NA,NA,NA,NA,NA
163,900,NA,NA,NA,NA,NA
163,850,NA,NA,NA,NA,NA
163,800,NA,NA,NA,NA,NA
163,750,NA,NA,NA,NA,NA
163,700,NA,NA,NA,NA,NA
163,650,NA,NA,NA,NA,NA
163,600,NA,NA,NA,NA,NA
163,550,NA,NA,NA,NA,NA
163,500,NA,NA,NA,NA,NA
163,450,NA,NA,NA,NA,NA
163,400,NA,NA,NA,NA,NA
163,350,NA,NA,NA,NA,NA
163,300,NA,NA,NA,NA,NA
163,250,NA,NA,NA,NA,NA
163,200,NA,NA,NA,NA,NA
163,150,NA,NA,NA,NA,NA
163,100,NA,NA,NA,NA,NA
163,75,NA,NA,NA,NA,NA
163,50,NA,NA,NA,NA,NA
163,40,NA,NA,NA,NA,NA
163,30,NA,NA,NA,NA,NA
163,20,NA,NA,NA,NA,NA
163,10,NA,NA,NA,NA,NA
163,5,NA,NA,NA,NA,NA
163,4,NA,NA,NA,NA,NA
163,3,NA,NA,NA,NA,NA
163,2,NA,NA,NA,NA,NA
163,1,NA,NA,NA,NA,NA
163,0,NA,NA,NA,NA,NA
164,1100,NA,NA,NA,NA,NA
164,1050,NA,NA,NA,NA,NA
164,1000,NA,NA,NA,NA,NA
164,950,NA,NA,NA,NA,NA
164,900,NA,NA,NA,NA,NA
164,850,NA,NA,NA,NA,NA
164,800,NA,NA,NA,NA,NA
164,750,NA,NA,NA,NA,NA
164,700,NA,NA,NA,NA,NA
164,650,NA,NA,NA,NA,NA
164,600,NA,NA,NA,NA,NA
164,550,NA,NA,NA,NA,NA
164,500,NA,NA,NA,NA,NA
164,450,NA,NA,NA,NA,NA
164,400,NA,NA,NA,NA,NA
164,350,NA,NA,NA,NA,NA
164,300,NA,NA,NA,NA,NA
164,250,NA,NA,NA,NA,NA
164,200,NA,NA,NA,NA,NA
164,150,NA,NA,NA,NA,NA
164,100,NA,NA,NA,NA,NA
164,75,NA,NA,NA,NA,NA
164,50,NA,NA,NA,NA,NA
164,40,NA,NA,NA,NA,NA
164,30,NA,NA,NA,NA,NA
164,20,NA,NA,NA,NA,NA
164,10,NA,NA,NA,NA,NA
164,5,NA,NA,NA,NA,NA
164,4,NA,NA,NA,NA,NA
164,3,NA,NA,NA,NA,NA
164,2,NA,NA,NA,NA,NA
164,1,NA,NA,NA,NA,NA
164,0,NA,NA,NA,NA,NA
165,1100,NA,NA,NA,NA,NA
165,1050,NA,NA,NA,NA,NA
165,1000,NA,NA,NA,NA,NA
165,950,NA,NA,NA,NA,NA
165,900,NA,NA,NA,NA,NA
165,850,NA,NA,NA,NA,NA
165,800,NA,NA,NA,NA,NA
165,750,NA,NA,NA,NA,NA
165,700,NA,NA,NA,NA,NA
165,650,NA,NA,NA,NA,NA
165,600,NA,NA,NA,NA,NA
165,550,NA,NA,NA,NA,NA
165,500,NA,NA,NA,NA,NA
165,450,NA,NA,NA,NA,NA
165,400,NA,NA,NA,NA,NA
165,350,NA,NA,NA,NA,NA
165,300,NA,NA,NA,NA,NA
165,250,NA,NA,NA,NA,NA
165,200,NA,NA,NA,NA,NA
165,150,NA,NA,NA,NA,NA
165,100,NA,NA,NA,NA,NA
165,75,NA,NA,NA,NA,NA
165,50,NA,NA,NA,NA,NA
165,40,NA,NA,NA,NA,NA
165,30,NA,NA,NA,NA,NA
165,20,NA,NA,NA,NA,NA
165,10,NA,NA,NA,NA,NA
165,5,NA,NA,NA,NA,NA
165,4,NA,NA,NA,NA,NA
165,3,NA,NA,NA,NA,NA
165,2,NA,NA,NA,NA,NA
165,1,NA,NA,NA,NA,NA
165,0,NA,NA,NA,NA,NA
166,1100,NA,NA,NA,NA,NA
166,1050,NA,NA,NA,NA,NA
166,1000,NA,NA,NA,NA,NA
166,950,NA,NA,NA,NA,NA
166,900,NA,NA,NA,NA,NA
166,850,NA,NA,NA,NA,NA
166,800,NA,NA,NA,NA,NA
166,750,NA,NA,NA,NA,NA
166,700,NA,NA,NA,NA,NA
166,650,NA,NA,NA,NA,NA
