type,nivel,t,rh,uv,ps,pw
122,1100,NA,NA,NA,NA,NA
122,1050,NA,NA,NA,NA,NA
122,1000,NA,NA,NA,NA,NA
122,950,NA,NA,NA,NA,NA
122,900,NA,NA,NA,NA,NA
122,850,NA,NA,NA,NA,NA
122,800,NA,NA,NA,NA,NA
122,750,NA,NA,NA,NA,NA
122,700,NA,NA,NA,NA,NA
122,650,NA,NA,NA,NA,NA
122,600,NA,NA,NA,NA,NA
122,550,NA,NA,NA,NA,NA
122,500,NA,NA,NA,NA,NA
122,450,NA,NA,NA,NA,NA
122,400,NA,NA,NA,NA,NA
122,350,NA,NA,NA,NA,NA
122,300,NA,NA,NA,NA,NA
122,250,NA,NA,NA,NA,NA
122,200,NA,NA,NA,NA,NA
122,150,NA,NA,NA,NA,NA
122,100,NA,NA,NA,NA,NA
122,75,NA,NA,NA,NA,NA
122,50,NA,NA,NA,NA,NA
122,40,NA,NA,NA,NA,NA
122,30,NA,NA,NA,NA,NA
122,20,NA,NA,NA,NA,NA
122,10,NA,NA,NA,NA,NA
122,5,NA,NA,NA,NA,NA
122,4,NA,NA,NA,NA,NA
122,3,NA,NA,NA,NA,NA
122,2,NA,NA,NA,NA,NA
122,1,NA,NA,NA,NA,NA
122,0,NA,NA,NA,NA,NA
123,1100,NA,NA,NA,NA,NA
123,1050,NA,NA,NA,NA,NA
123,1000,NA,NA,NA,NA,NA
123,950,NA,NA,NA,NA,NA
123,900,NA,NA,NA,NA,NA
123,850,NA,NA,NA,NA,NA
123,800,NA,NA,NA,NA,NA
123,750,NA,NA,NA,NA,NA
123,700,NA,NA,NA,NA,NA
123,650,NA,NA,NA,NA,NA
123,600,NA,NA,NA,NA,NA
123,550,NA,NA,NA,NA,NA
123,500,NA,NA,NA,NA,NA
123,450,NA,NA,NA,NA,NA
123,400,NA,NA,NA,NA,NA
123,350,NA,NA,NA,NA,NA
123,300,NA,NA,NA,NA,NA
123,250,NA,NA,NA,NA,NA
123,200,NA,NA,NA,NA,NA
123,150,NA,NA,NA,NA,NA
123,100,NA,NA,NA,NA,NA
123,75,NA,NA,NA,NA,NA
123,50,NA,NA,NA,NA,NA
123,40,NA,NA,NA,NA,NA
123,30,NA,NA,NA,NA,NA
123,20,NA,NA,NA,NA,NA
123,10,NA,NA,NA,NA,NA
123,5,NA,NA,NA,NA,NA
123,4,NA,NA,NA,NA,NA
123,3,NA,NA,NA,NA,NA
123,2,NA,NA,NA,NA,NA
123,1,NA,NA,NA,NA,NA
123,0,NA,NA,NA,NA,NA
124,1100,NA,NA,NA,NA,NA
124,1050,NA,NA,NA,NA,NA
124,1000,NA,NA,NA,NA,NA
124,950,NA,NA,NA,NA,NA
124,900,NA,NA,NA,NA,NA
124,850,NA,NA,NA,NA,NA
124,800,NA,NA,NA,NA,NA
124,750,NA,NA,NA,NA,NA
124,700,NA,NA,NA,NA,NA
124,650,NA,NA,NA,NA,NA
124,600,NA,NA,NA,NA,NA
124,550,NA,NA,NA,NA,NA
124,500,NA,NA,NA,NA,NA
124,450,NA,NA,NA,NA,NA
124,400,NA,NA,NA,NA,NA
124,350,NA,NA,NA,NA,NA
124,300,NA,NA,NA,NA,NA
124,250,NA,NA,NA,NA,NA
124,200,NA,NA,NA,NA,NA
124,150,NA,NA,NA,NA,NA
124,100,NA,NA,NA,NA,NA
124,75,NA,NA,NA,NA,NA
124,50,NA,NA,NA,NA,NA
124,40,NA,NA,NA,NA,NA
124,30,NA,NA,NA,NA,NA
124,20,NA,NA,NA,NA,NA
124,10,NA,NA,NA,NA,NA
124,5,NA,NA,NA,NA,NA
124,4,NA,NA,NA,NA,NA
124,3,NA,NA,NA,NA,NA
124,2,NA,NA,NA,NA,NA
124,1,NA,NA,NA,NA,NA
124,0,NA,NA,NA,NA,NA
125,1100,NA,NA,NA,NA,NA
125,1050,NA,NA,NA,NA,NA
125,1000,NA,NA,NA,NA,NA
125,950,NA,NA,NA,NA,NA
125,900,NA,NA,NA,NA,NA
125,850,NA,NA,NA,NA,NA
125,800,NA,NA,NA,NA,NA
125,750,NA,NA,NA,NA,NA
125,700,NA,NA,NA,NA,NA
125,650,NA,NA,NA,NA,NA
125,600,NA,NA,NA,NA,NA
125,550,NA,NA,NA,NA,NA
125,500,NA,NA,NA,NA,NA
125,450,NA,NA,NA,NA,NA
125,400,NA,NA,NA,NA,NA
125,350,NA,NA,NA,NA,NA
125,300,NA,NA,NA,NA,NA
125,250,NA,NA,NA,NA,NA
125,200,NA,NA,NA,NA,NA
125,150,NA,NA,NA,NA,NA
125,100,NA,NA,NA,NA,NA
125,75,NA,NA,NA,NA,NA
125,50,NA,NA,NA,NA,NA
125,40,NA,NA,NA,NA,NA
125,30,NA,NA,NA,NA,NA
125,20,NA,NA,NA,NA,NA
125,10,NA,NA,NA,NA,NA
125,5,NA,NA,NA,NA,NA
125,4,NA,NA,NA,NA,NA
125,3,NA,NA,NA,NA,NA
125,2,NA,NA,NA,NA,NA
125,1,NA,NA,NA,NA,NA
125,0,NA,NA,NA,NA,NA
126,1100,NA,NA,NA,NA,NA
126,1050,NA,NA,NA,NA,NA
126,1000,NA,NA,NA,NA,NA
126,950,NA,NA,NA,NA,NA
126,900,NA,NA,NA,NA,NA
126,850,NA,NA,NA,NA,NA
126,800,NA,NA,NA,NA,NA
126,750,NA,NA,NA,NA,NA
126,700,NA,NA,NA,NA,NA
126,650,NA,NA,NA,NA,NA
126,600,NA,NA,NA,NA,NA
126,550,NA,NA,NA,NA,NA
126,500,NA,NA,NA,NA,NA
126,450,NA,NA,NA,NA,NA
126,400,NA,NA,NA,NA,NA
126,350,NA,NA,NA,NA,NA
126,300,NA,NA,NA,NA,NA
126,250,NA,NA,NA,NA,NA
126,200,NA,NA,NA,NA,NA
126,150,NA,NA,NA,NA,NA
126,100,NA,NA,NA,NA,NA
126,75,NA,NA,NA,NA,NA
126,50,NA,NA,NA,NA,NA
126,40,NA,NA,NA,NA,NA
126,30,NA,NA,NA,NA,NA
126,20,NA,NA,NA,NA,NA
126,10,NA,NA,NA,NA,NA
126,5,NA,NA,NA,NA,NA
126,4,NA,NA,NA,NA,NA
126,3,NA,NA,NA,NA,NA
126,2,NA,NA,NA,NA,NA
126,1,NA,NA,NA,NA,NA
126,0,NA,NA,NA,NA,NA
127,1100,NA,NA,NA,NA,NA
127,1050,NA,NA,NA,NA,NA
127,1000,NA,NA,NA,NA,NA
127,950,NA,NA,NA,NA,NA
127,900,NA,NA,NA,NA,NA
127,850,NA,NA,NA,NA,NA
127,800,NA,NA,NA,NA,NA
127,750,NA,NA,NA,NA,NA
127,700,NA,NA,NA,NA,NA
127,650,NA,NA,NA,NA,NA
127,600,NA,NA,NA,NA,NA
127,550,NA,NA,NA,NA,NA
127,500,NA,NA,NA,NA,NA
127,450,NA,NA,NA,NA,NA
127,400,NA,NA,NA,NA,NA
127,350,NA,NA,NA,NA,NA
127,300,NA,NA,NA,NA,NA
127,250,NA,NA,NA,NA,NA
127,200,NA,NA,NA,NA,NA
127,150,NA,NA,NA,NA,NA
127,100,NA,NA,NA,NA,NA
127,75,NA,NA,NA,NA,NA
127,50,NA,NA,NA,NA,NA
127,40,NA,NA,NA,NA,NA
127,30,NA,NA,NA,NA,NA
127,20,NA,NA,NA,NA,NA
127,10,NA,NA,NA,NA,NA
127,5,NA,NA,NA,NA,NA
127,4,NA,NA,NA,NA,NA
127,3,NA,NA,NA,NA,NA
127,2,NA,NA,NA,NA,NA
127,1,NA,NA,NA,NA,NA
127,0,NA,NA,NA,NA,NA
128,1100,NA,NA,NA,NA,NA
128,1050,NA,NA,NA,NA,NA
128,1000,NA,NA,NA,NA,NA
128,950,NA,NA,NA,NA,NA
128,900,NA,NA,NA,NA,NA
128,850,NA,NA,NA,NA,NA
128,800,NA,NA,NA,NA,NA
128,750,NA,NA,NA,NA,NA
128,700,NA,NA,NA,NA,NA
128,650,NA,NA,NA,NA,NA
128,600,NA,NA,NA,NA,NA
128,550,NA,NA,NA,NA,NA
128,500,NA,NA,NA,NA,NA
128,450,NA,NA,NA,NA,NA
128,400,NA,NA,NA,NA,NA
128,350,NA,NA,NA,NA,NA
128,300,NA,NA,NA,NA,NA
128,250,NA,NA,NA,NA,NA
128,200,NA,NA,NA,NA,NA
128,150,NA,NA,NA,NA,NA
128,100,NA,NA,NA,NA,NA
128,75,NA,NA,NA,NA,NA
128,50,NA,NA,NA,NA,NA
128,40,NA,NA,NA,NA,NA
128,30,NA,NA,NA,NA,NA
128,20,NA,NA,NA,NA,NA
128,10,NA,NA,NA,NA,NA
128,5,NA,NA,NA,NA,NA
128,4,NA,NA,NA,NA,NA
128,3,NA,NA,NA,NA,NA
128,2,NA,NA,NA,NA,NA
128,1,NA,NA,NA,NA,NA
128,0,NA,NA,NA,NA,NA
129,1100,NA,NA,NA,NA,NA
129,1050,NA,NA,NA,NA,NA
129,1000,NA,NA,NA,NA,NA
129,950,NA,NA,NA,NA,NA
129,900,NA,NA,NA,NA,NA
129,850,NA,NA,NA,NA,NA
129,800,NA,NA,NA,NA,NA
129,750,NA,NA,NA,NA,NA
129,700,NA,NA,NA,NA,NA
129,650,NA,NA,NA,NA,NA
129,600,NA,NA,NA,NA,NA
129,550,NA,NA,NA,NA,NA
129,500,NA,NA,NA,NA,NA
129,450,NA,NA,NA,NA,NA
129,400,NA,NA,NA,NA,NA
129,350,NA,NA,NA,NA,NA
129,300,NA,NA,NA,NA,NA
129,250,NA,NA,NA,NA,NA
129,200,NA,NA,NA,NA,NA
129,150,NA,NA,NA,NA,NA
129,100,NA,NA,NA,NA,NA
129,75,NA,NA,NA,NA,NA
129,50,NA,NA,NA,NA,NA
129,40,NA,NA,NA,NA,NA
129,30,NA,NA,NA,NA,NA
129,20,NA,NA,NA,NA,NA
129,10,NA,NA,NA,NA,NA
129,5,NA,NA,NA,NA,NA
129,4,NA,NA,NA,NA,NA
129,3,NA,NA,NA,NA,NA
129,2,NA,NA,NA,NA,NA
129,1,NA,NA,NA,NA,NA
129,0,NA,NA,NA,NA,NA
130,1100,2.5,NA,NA,NA,NA
130,1050,2.5,NA,NA,NA,NA
130,1000,2.5,NA,NA,NA,NA
130,950,2.3,NA,NA,NA,NA
130,900,2.1,NA,NA,NA,NA
130,850,1.9,NA,NA,NA,NA
130,800,1.7,NA,NA,NA,NA
130,750,1.7,NA,NA,NA,NA
130,700,1.7,NA,NA,NA,NA
130,650,1.7,NA,NA,NA,NA
130,600,1.7,NA,NA,NA,NA
130,550,1.7,NA,NA,NA,NA
130,500,1.7,NA,NA,NA,NA
130,450,1.7,NA,NA,NA,NA
130,400,1.7,NA,NA,NA,NA
130,350,1.7,NA,NA,NA,NA
130,300,1.7,NA,NA,NA,NA
130,250,1.7,NA,NA,NA,NA
130,200,1.7,NA,NA,NA,NA
130,150,1.7,NA,NA,NA,NA
130,100,1.7,NA,NA,NA,NA
130,75,1.7,NA,NA,NA,NA
130,50,1.7,NA,NA,NA,NA
130,40,1.7,NA,NA,NA,NA
130,30,1.7,NA,NA,NA,NA
130,20,1.7,NA,NA,NA,NA
130,10,1.7,NA,NA,NA,NA
130,5,1.7,NA,NA,NA,NA
130,4,1.7,NA,NA,NA,NA
130,3,1.7,NA,NA,NA,NA
130,2,1.7,NA,NA,NA,NA
130,1,1.7,NA,NA,NA,NA
130,0,1.7,NA,NA,NA,NA
131,1100,1.4706,NA,NA,NA,NA
131,1050,1.4706,NA,NA,NA,NA
131,1000,1.4706,NA,NA,NA,NA
131,950,1.3529,NA,NA,NA,NA
131,900,1.2353,NA,NA,NA,NA
131,850,1.1176,NA,NA,NA,NA
131,800,1,NA,NA,NA,NA
131,750,1,NA,NA,NA,NA
131,700,1,NA,NA,NA,NA
131,650,1,NA,NA,NA,NA
131,600,1,NA,NA,NA,NA
131,550,1,NA,NA,NA,NA
131,500,1,NA,NA,NA,NA
131,450,1,NA,NA,NA,NA
131,400,1,NA,NA,NA,NA
131,350,1,NA,NA,NA,NA
131,300,1,NA,NA,NA,NA
131,250,1,NA,NA,NA,NA
131,200,1,NA,NA,NA,NA
131,150,1,NA,NA,NA,NA
131,100,1,NA,NA,NA,NA
131,75,1,NA,NA,NA,NA
131,50,1,NA,NA,NA,NA
131,40,1,NA,NA,NA,NA
131,30,1,NA,NA,NA,NA
131,20,1,NA,NA,NA,NA
131,10,1,NA,NA,NA,NA
131,5,1,NA,NA,NA,NA
131,4,1,NA,NA,NA,NA
131,3,1,NA,NA,NA,NA
131,2,1,NA,NA,NA,NA
131,1,1,NA,NA,NA,NA
131,0,1,NA,NA,NA,NA
132,1100,1.2,2,NA,2,NA
132,1050,1.2,2,NA,2,NA
132,1000,1.2,2,NA,2,NA
132,950,1.1,2,NA,2,NA
132,900,0.9,2,NA,2,NA
132,850,0.8,2,NA,2,NA
132,800,0.8,2,NA,2,NA
132,750,0.8,2,NA,2,NA
132,700,0.8,2,NA,2,NA
132,650,0.8,2,NA,2,NA
132,600,0.8,2,NA,2,NA
132,550,0.8,2,NA,NA,NA
132,500,0.8,2,NA,NA,NA
132,450,0.8,2,NA,NA,NA
132,400,0.8,2,NA,NA,NA
132,350,0.8,2,NA,NA,NA
132,300,0.9,2,NA,NA,NA
132,250,1.2,2,NA,NA,NA
132,200,1.2,2,NA,NA,NA
132,150,1,2,NA,NA,NA
132,100,0.8,2,NA,NA,NA
132,75,0.8,2,NA,NA,NA
132,50,0.9,2,NA,NA,NA
132,40,0.95,2,NA,NA,NA
132,30,1,2,NA,NA,NA
132,20,1.25,2,NA,NA,NA
132,10,1.5,2,NA,NA,NA
132,5,1.5,2,NA,NA,NA
132,4,1.5,2,NA,NA,NA
132,3,1.5,2,NA,NA,NA
132,2,1.5,2,NA,NA,NA
132,1,1.5,2,NA,NA,NA
132,0,1.5,2,NA,NA,NA
133,1100,1.4706,1.9455,NA,NA,NA
133,1050,1.4706,1.9062,NA,NA,NA
133,1000,1.4706,1.8488,NA,NA,NA
133,950,1.3529,1.7877,NA,NA,NA
133,900,1.2353,1.7342,NA,NA,NA
133,850,1.1176,1.6976,NA,NA,NA
133,800,1,1.6777,NA,NA,NA
133,750,1,1.6696,NA,NA,NA
133,700,1,1.6605,NA,NA,NA
133,650,1,1.6522,NA,NA,NA
133,600,1,1.6637,NA,NA,NA
133,550,1,1.7086,NA,NA,NA
133,500,1,1.7791,NA,NA,NA
133,450,1,1.8492,NA,NA,NA
133,400,1,1.8996,NA,NA,NA
133,350,1,1.9294,NA,NA,NA
133,300,1,1.9447,NA,NA,NA
133,250,1,1.9597,NA,NA,NA
133,200,1,1.9748000000000001,NA,NA,NA
133,150,1,1.9866,NA,NA,NA
133,100,1,1.9941,NA,NA,NA
133,75,1,1.9979,NA,NA,NA
133,50,1,1.9994,NA,NA,NA
133,40,1,1.9999,NA,NA,NA
133,30,1,2,NA,NA,NA
133,20,1,2,NA,NA,NA
133,10,1,2,NA,NA,NA
133,5,1,2,NA,NA,NA
133,4,1,2,NA,NA,NA
133,3,1,2,NA,NA,NA
133,2,1,2,NA,NA,NA
133,1,1,2,NA,NA,NA
133,0,1,2,NA,NA,NA
134,1100,NA,NA,NA,NA,NA
134,1050,NA,NA,NA,NA,NA
134,1000,NA,NA,NA,NA,NA
134,950,NA,NA,NA,NA,NA
134,900,NA,NA,NA,NA,NA
134,850,NA,NA,NA,NA,NA
134,800,NA,NA,NA,NA,NA
134,750,NA,NA,NA,NA,NA
134,700,NA,NA,NA,NA,NA
134,650,NA,NA,NA,NA,NA
134,600,NA,NA,NA,NA,NA
134,550,NA,NA,NA,NA,NA
134,500,NA,NA,NA,NA,NA
134,450,NA,NA,NA,NA,NA
134,400,NA,NA,NA,NA,NA
134,350,NA,NA,NA,NA,NA
134,300,NA,NA,NA,NA,NA
134,250,NA,NA,NA,NA,NA
134,200,NA,NA,NA,NA,NA
134,150,NA,NA,NA,NA,NA
134,100,NA,NA,NA,NA,NA
134,75,NA,NA,NA,NA,NA
134,50,NA,NA,NA,NA,NA
134,40,NA,NA,NA,NA,NA
134,30,NA,NA,NA,NA,NA
134,20,NA,NA,NA,NA,NA
134,10,NA,NA,NA,NA,NA
134,5,NA,NA,NA,NA,NA
134,4,NA,NA,NA,NA,NA
134,3,NA,NA,NA,NA,NA
134,2,NA,NA,NA,NA,NA
134,1,NA,NA,NA,NA,NA
134,0,NA,NA,NA,NA,NA
135,1100,NA,NA,NA,NA,NA
135,1050,NA,NA,NA,NA,NA
135,1000,NA,NA,NA,NA,NA
135,950,NA,NA,NA,NA,NA
135,900,NA,NA,NA,NA,NA
135,850,NA,NA,NA,NA,NA
135,800,NA,NA,NA,NA,NA
135,750,NA,NA,NA,NA,NA
135,700,NA,NA,NA,NA,NA
135,650,NA,NA,NA,NA,NA
135,600,NA,NA,NA,NA,NA
135,550,NA,NA,NA,NA,NA
135,500,NA,NA,NA,NA,NA
135,450,NA,NA,NA,NA,NA
135,400,NA,NA,NA,NA,NA
135,350,NA,NA,NA,NA,NA
135,300,NA,NA,NA,NA,NA
135,250,NA,NA,NA,NA,NA
135,200,NA,NA,NA,NA,NA
135,150,NA,NA,NA,NA,NA
135,100,NA,NA,NA,NA,NA
135,75,NA,NA,NA,NA,NA
135,50,NA,NA,NA,NA,NA
135,40,NA,NA,NA,NA,NA
135,30,NA,NA,NA,NA,NA
135,20,NA,NA,NA,NA,NA
135,10,NA,NA,NA,NA,NA
135,5,NA,NA,NA,NA,NA
135,4,NA,NA,NA,NA,NA
135,3,NA,NA,NA,NA,NA
135,2,NA,NA,NA,NA,NA
135,1,NA,NA,NA,NA,NA
135,0,NA,NA,NA,NA,NA
136,1100,NA,NA,NA,NA,NA
136,1050,NA,NA,NA,NA,NA
136,1000,NA,NA,NA,NA,NA
136,950,NA,NA,NA,NA,NA
136,900,NA,NA,NA,NA,NA
136,850,NA,NA,NA,NA,NA
136,800,NA,NA,NA,NA,NA
136,750,NA,NA,NA,NA,NA
136,700,NA,NA,NA,NA,NA
136,650,NA,NA,NA,NA,NA
136,600,NA,NA,NA,NA,NA
136,550,NA,NA,NA,NA,NA
136,500,NA,NA,NA,NA,NA
136,450,NA,NA,NA,NA,NA
136,400,NA,NA,NA,NA,NA
136,350,NA,NA,NA,NA,NA
136,300,NA,NA,NA,NA,NA
136,250,NA,NA,NA,NA,NA
136,200,NA,NA,NA,NA,NA
136,150,NA,NA,NA,NA,NA
136,100,NA,NA,NA,NA,NA
136,75,NA,NA,NA,NA,NA
136,50,NA,NA,NA,NA,NA
136,40,NA,NA,NA,NA,NA
136,30,NA,NA,NA,NA,NA
136,20,NA,NA,NA,NA,NA
136,10,NA,NA,NA,NA,NA
136,5,NA,NA,NA,NA,NA
136,4,NA,NA,NA,NA,NA
136,3,NA,NA,NA,NA,NA
136,2,NA,NA,NA,NA,NA
136,1,NA,NA,NA,NA,NA
136,0,NA,NA,NA,NA,NA
137,1100,NA,NA,NA,NA,NA
137,1050,NA,NA,NA,NA,NA
137,1000,NA,NA,NA,NA,NA
137,950,NA,NA,NA,NA,NA
137,900,NA,NA,NA,NA,NA
137,850,NA,NA,NA,NA,NA
137,800,NA,NA,NA,NA,NA
137,750,NA,NA,NA,NA,NA
137,700,NA,NA,NA,NA,NA
137,650,NA,NA,NA,NA,NA
137,600,NA,NA,NA,NA,NA
137,550,NA,NA,NA,NA,NA
137,500,NA,NA,NA,NA,NA
137,450,NA,NA,NA,NA,NA
137,400,NA,NA,NA,NA,NA
137,350,NA,NA,NA,NA,NA
137,300,NA,NA,NA,NA,NA
137,250,NA,NA,NA,NA,NA
137,200,NA,NA,NA,NA,NA
137,150,NA,NA,NA,NA,NA
137,100,NA,NA,NA,NA,NA
137,75,NA,NA,NA,NA,NA
137,50,NA,NA,NA,NA,NA
137,40,NA,NA,NA,NA,NA
137,30,NA,NA,NA,NA,NA
137,20,NA,NA,NA,NA,NA
137,10,NA,NA,NA,NA,NA
137,5,NA,NA,NA,NA,NA
137,4,NA,NA,NA,NA,NA
137,3,NA,NA,NA,NA,NA
137,2,NA,NA,NA,NA,NA
137,1,NA,NA,NA,NA,NA
137,0,NA,NA,NA,NA,NA
138,1100,NA,NA,NA,NA,NA
138,1050,NA,NA,NA,NA,NA
138,1000,NA,NA,NA,NA,NA
138,950,NA,NA,NA,NA,NA
138,900,NA,NA,NA,NA,NA
138,850,NA,NA,NA,NA,NA
138,800,NA,NA,NA,NA,NA
138,750,NA,NA,NA,NA,NA
138,700,NA,NA,NA,NA,NA
138,650,NA,NA,NA,NA,NA
138,600,NA,NA,NA,NA,NA
138,550,NA,NA,NA,NA,NA
138,500,NA,NA,NA,NA,NA
138,450,NA,NA,NA,NA,NA
138,400,NA,NA,NA,NA,NA
138,350,NA,NA,NA,NA,NA
138,300,NA,NA,NA,NA,NA
138,250,NA,NA,NA,NA,NA
138,200,NA,NA,NA,NA,NA
138,150,NA,NA,NA,NA,NA
138,100,NA,NA,NA,NA,NA
138,75,NA,NA,NA,NA,NA
138,50,NA,NA,NA,NA,NA
138,40,NA,NA,NA,NA,NA
138,30,NA,NA,NA,NA,NA
138,20,NA,NA,NA,NA,NA
138,10,NA,NA,NA,NA,NA
138,5,NA,NA,NA,NA,NA
138,4,NA,NA,NA,NA,NA
138,3,NA,NA,NA,NA,NA
138,2,NA,NA,NA,NA,NA
138,1,NA,NA,NA,NA,NA
138,0,NA,NA,NA,NA,NA
139,1100,NA,NA,NA,NA,NA
139,1050,NA,NA,NA,NA,NA
139,1000,NA,NA,NA,NA,NA
139,950,NA,NA,NA,NA,NA
139,900,NA,NA,NA,NA,NA
139,850,NA,NA,NA,NA,NA
139,800,NA,NA,NA,NA,NA
139,750,NA,NA,NA,NA,NA
139,700,NA,NA,NA,NA,NA
139,650,NA,NA,NA,NA,NA
139,600,NA,NA,NA,NA,NA
139,550,NA,NA,NA,NA,NA
139,500,NA,NA,NA,NA,NA
139,450,NA,NA,NA,NA,NA
139,400,NA,NA,NA,NA,NA
139,350,NA,NA,NA,NA,NA
139,300,NA,NA,NA,NA,NA
139,250,NA,NA,NA,NA,NA
139,200,NA,NA,NA,NA,NA
139,150,NA,NA,NA,NA,NA
139,100,NA,NA,NA,NA,NA
139,75,NA,NA,NA,NA,NA
139,50,NA,NA,NA,NA,NA
139,40,NA,NA,NA,NA,NA
139,30,NA,NA,NA,NA,NA
139,20,NA,NA,NA,NA,NA
139,10,NA,NA,NA,NA,NA
139,5,NA,NA,NA,NA,NA
139,4,NA,NA,NA,NA,NA
139,3,NA,NA,NA,NA,NA
139,2,NA,NA,NA,NA,NA
139,1,NA,NA,NA,NA,NA
139,0,NA,NA,NA,NA,NA
140,1100,NA,NA,NA,NA,NA
140,1050,NA,NA,NA,NA,NA
140,1000,NA,NA,NA,NA,NA
140,950,NA,NA,NA,NA,NA
140,900,NA,NA,NA,NA,NA
140,850,NA,NA,NA,NA,NA
140,800,NA,NA,NA,NA,NA
140,750,NA,NA,NA,NA,NA
140,700,NA,NA,NA,NA,NA
140,650,NA,NA,NA,NA,NA
140,600,NA,NA,NA,NA,NA
140,550,NA,NA,NA,NA,NA
140,500,NA,NA,NA,NA,NA
140,450,NA,NA,NA,NA,NA
140,400,NA,NA,NA,NA,NA
140,350,NA,NA,NA,NA,NA
140,300,NA,NA,NA,NA,NA
140,250,NA,NA,NA,NA,NA
140,200,NA,NA,NA,NA,NA
140,150,NA,NA,NA,NA,NA
140,100,NA,NA,NA,NA,NA
140,75,NA,NA,NA,NA,NA
140,50,NA,NA,NA,NA,NA
140,40,NA,NA,NA,NA,NA
140,30,NA,NA,NA,NA,NA
140,20,NA,NA,NA,NA,NA
140,10,NA,NA,NA,NA,NA
140,5,NA,NA,NA,NA,NA
140,4,NA,NA,NA,NA,NA
140,3,NA,NA,NA,NA,NA
140,2,NA,NA,NA,NA,NA
140,1,NA,NA,NA,NA,NA
140,0,NA,NA,NA,NA,NA
141,1100,NA,NA,NA,NA,NA
141,1050,NA,NA,NA,NA,NA
141,1000,NA,NA,NA,NA,NA
141,950,NA,NA,NA,NA,NA
141,900,NA,NA,NA,NA,NA
141,850,NA,NA,NA,NA,NA
141,800,NA,NA,NA,NA,NA
141,750,NA,NA,NA,NA,NA
141,700,NA,NA,NA,NA,NA
141,650,NA,NA,NA,NA,NA
141,600,NA,NA,NA,NA,NA
141,550,NA,NA,NA,NA,NA
141,500,NA,NA,NA,NA,NA
141,450,NA,NA,NA,NA,NA
141,400,NA,NA,NA,NA,NA
141,350,NA,NA,NA,NA,NA
141,300,NA,NA,NA,NA,NA
141,250,NA,NA,NA,NA,NA
141,200,NA,NA,NA,NA,NA
141,150,NA,NA,NA,NA,NA
141,100,NA,NA,NA,NA,NA
141,75,NA,NA,NA,NA,NA
141,50,NA,NA,NA,NA,NA
141,40,NA,NA,NA,NA,NA
141,30,NA,NA,NA,NA,NA
141,20,NA,NA,NA,NA,NA
141,10,NA,NA,NA,NA,NA
141,5,NA,NA,NA,NA,NA
141,4,NA,NA,NA,NA,NA
141,3,NA,NA,NA,NA,NA
141,2,NA,NA,NA,NA,NA
141,1,NA,NA,NA,NA,NA
141,0,NA,NA,NA,NA,NA
142,1100,NA,NA,NA,NA,NA
142,1050,NA,NA,NA,NA,NA
142,1000,NA,NA,NA,NA,NA
142,950,NA,NA,NA,NA,NA
142,900,NA,NA,NA,NA,NA
142,850,NA,NA,NA,NA,NA
142,800,NA,NA,NA,NA,NA
142,750,NA,NA,NA,NA,NA
142,700,NA,NA,NA,NA,NA
142,650,NA,NA,NA,NA,NA
142,600,NA,NA,NA,NA,NA
142,550,NA,NA,NA,NA,NA
142,500,NA,NA,NA,NA,NA
142,450,NA,NA,NA,NA,NA
142,400,NA,NA,NA,NA,NA
142,350,NA,NA,NA,NA,NA
142,300,NA,NA,NA,NA,NA
142,250,NA,NA,NA,NA,NA
142,200,NA,NA,NA,NA,NA
142,150,NA,NA,NA,NA,NA
142,100,NA,NA,NA,NA,NA
142,75,NA,NA,NA,NA,NA
142,50,NA,NA,NA,NA,NA
142,40,NA,NA,NA,NA,NA
142,30,NA,NA,NA,NA,NA
142,20,NA,NA,NA,NA,NA
142,10,NA,NA,NA,NA,NA
142,5,NA,NA,NA,NA,NA
142,4,NA,NA,NA,NA,NA
142,3,NA,NA,NA,NA,NA
142,2,NA,NA,NA,NA,NA
142,1,NA,NA,NA,NA,NA
142,0,NA,NA,NA,NA,NA
143,1100,NA,NA,NA,NA,NA
143,1050,NA,NA,NA,NA,NA
143,1000,NA,NA,NA,NA,NA
143,950,NA,NA,NA,NA,NA
143,900,NA,NA,NA,NA,NA
143,850,NA,NA,NA,NA,NA
143,800,NA,NA,NA,NA,NA
143,750,NA,NA,NA,NA,NA
143,700,NA,NA,NA,NA,NA
143,650,NA,NA,NA,NA,NA
143,600,NA,NA,NA,NA,NA
143,550,NA,NA,NA,NA,NA
143,500,NA,NA,NA,NA,NA
143,450,NA,NA,NA,NA,NA
143,400,NA,NA,NA,NA,NA
143,350,NA,NA,NA,NA,NA
143,300,NA,NA,NA,NA,NA
143,250,NA,NA,NA,NA,NA
143,200,NA,NA,NA,NA,NA
143,150,NA,NA,NA,NA,NA
143,100,NA,NA,NA,NA,NA
143,75,NA,NA,NA,NA,NA
143,50,NA,NA,NA,NA,NA
143,40,NA,NA,NA,NA,NA
143,30,NA,NA,NA,NA,NA
143,20,NA,NA,NA,NA,NA
143,10,NA,NA,NA,NA,NA
143,5,NA,NA,NA,NA,NA
143,4,NA,NA,NA,NA,NA
143,3,NA,NA,NA,NA,NA
143,2,NA,NA,NA,NA,NA
143,1,NA,NA,NA,NA,NA
143,0,NA,NA,NA,NA,NA
144,1100,NA,NA,NA,NA,NA
144,1050,NA,NA,NA,NA,NA
144,1000,NA,NA,NA,NA,NA
144,950,NA,NA,NA,NA,NA
