exp,init_date,date,fss,w,q
E5,2018-11-22T00:00:00Z,2018-11-22T19:00:00Z,0.701860334547955,4,1
E5,2018-11-22T00:00:00Z,2018-11-22T19:00:00Z,0.946319438288459,40,1
E5,2018-11-22T00:00:00Z,2018-11-22T19:00:00Z,0.396760211430371,4,25
E5,2018-11-22T00:00:00Z,2018-11-22T19:00:00Z,0.478355520328672,40,25
E5,2018-11-22T00:00:00Z,2018-11-22T20:00:00Z,0.698463332941798,4,1
E5,2018-11-22T00:00:00Z,2018-11-22T20:00:00Z,0.919434323461372,40,1
E5,2018-11-22T00:00:00Z,2018-11-22T20:00:00Z,0.0214765395733268,4,25
E5,2018-11-22T00:00:00Z,2018-11-22T20:00:00Z,0.345469497337758,40,25
E5,2018-11-22T00:00:00Z,2018-11-22T21:00:00Z,0.656960937844721,4,1
E5,2018-11-22T00:00:00Z,2018-11-22T21:00:00Z,0.899311696202706,40,1
E5,2018-11-22T00:00:00Z,2018-11-22T21:00:00Z,0.0194633769310298,4,25
E5,2018-11-22T00:00:00Z,2018-11-22T21:00:00Z,0.32022831547629,40,25
E5,2018-11-22T00:00:00Z,2018-11-22T22:00:00Z,0.611240388581897,4,1
E5,2018-11-22T00:00:00Z,2018-11-22T22:00:00Z,0.857184816440427,40,1
E5,2018-11-22T00:00:00Z,2018-11-22T22:00:00Z,0.0803996514011202,4,25
E5,2018-11-22T00:00:00Z,2018-11-22T22:00:00Z,0.508303264797782,40,25
E5,2018-11-22T00:00:00Z,2018-11-22T23:00:00Z,0.62808990675943,4,1
E5,2018-11-22T00:00:00Z,2018-11-22T23:00:00Z,0.863283953928844,40,1
E5,2018-11-22T00:00:00Z,2018-11-22T23:00:00Z,0.172788146338774,4,25
E5,2018-11-22T00:00:00Z,2018-11-22T23:00:00Z,0.777011221715092,40,25
E5,2018-11-22T00:00:00Z,2018-11-23T00:00:00Z,0.654162446051078,4,1
E5,2018-11-22T00:00:00Z,2018-11-23T00:00:00Z,0.90253394389222,40,1
E5,2018-11-22T00:00:00Z,2018-11-23T00:00:00Z,0.280591316494005,4,25
E5,2018-11-22T00:00:00Z,2018-11-23T00:00:00Z,0.891230523008786,40,25
E5,2018-11-22T00:00:00Z,2018-11-23T01:00:00Z,0.66551920762082,4,1
E5,2018-11-22T00:00:00Z,2018-11-23T01:00:00Z,0.895459700709659,40,1
E5,2018-11-22T00:00:00Z,2018-11-23T01:00:00Z,0.157939481352494,4,25
E5,2018-11-22T00:00:00Z,2018-11-23T01:00:00Z,0.936578951266024,40,25
E5,2018-11-22T00:00:00Z,2018-11-23T02:00:00Z,0.66314974910506,4,1
E5,2018-11-22T00:00:00Z,2018-11-23T02:00:00Z,0.905426752823512,40,1
E5,2018-11-22T00:00:00Z,2018-11-23T02:00:00Z,0.147687926664549,4,25
E5,2018-11-22T00:00:00Z,2018-11-23T02:00:00Z,0.837571397358465,40,25
E5,2018-11-22T00:00:00Z,2018-11-23T03:00:00Z,0.697686954760288,4,1
E5,2018-11-22T00:00:00Z,2018-11-23T03:00:00Z,0.930308622753275,40,1
E5,2018-11-22T00:00:00Z,2018-11-23T03:00:00Z,0.0436286301808999,4,25
E5,2018-11-22T00:00:00Z,2018-11-23T03:00:00Z,0.878004852472358,40,25
E5,2018-11-22T00:00:00Z,2018-11-23T04:00:00Z,0.715695148874351,4,1
E5,2018-11-22T00:00:00Z,2018-11-23T04:00:00Z,0.947544979165149,40,1
E5,2018-11-22T00:00:00Z,2018-11-23T04:00:00Z,0.0327710329531353,4,25
E5,2018-11-22T00:00:00Z,2018-11-23T04:00:00Z,0.915527345771541,40,25
E5,2018-11-22T00:00:00Z,2018-11-23T05:00:00Z,0.729503237895935,4,1
E5,2018-11-22T00:00:00Z,2018-11-23T05:00:00Z,0.963860938969672,40,1
E5,2018-11-22T00:00:00Z,2018-11-23T05:00:00Z,0.0318415557628096,4,25
E5,2018-11-22T00:00:00Z,2018-11-23T05:00:00Z,0.926307311739376,40,25
E5,2018-11-22T00:00:00Z,2018-11-23T06:00:00Z,0.658226854249443,4,1
E5,2018-11-22T00:00:00Z,2018-11-23T06:00:00Z,0.983130732897188,40,1
E5,2018-11-22T00:00:00Z,2018-11-23T06:00:00Z,0.0451646383837245,4,25
E5,2018-11-22T00:00:00Z,2018-11-23T06:00:00Z,0.957649004342062,40,25
E5,2018-11-22T00:00:00Z,2018-11-23T07:00:00Z,0.657621399429734,4,1
E5,2018-11-22T00:00:00Z,2018-11-23T07:00:00Z,0.980774888502025,40,1
E5,2018-11-22T00:00:00Z,2018-11-23T07:00:00Z,0.0392856701578659,4,25
E5,2018-11-22T00:00:00Z,2018-11-23T07:00:00Z,0.956537160388981,40,25
E5,2018-11-22T00:00:00Z,2018-11-23T08:00:00Z,0.639955713061231,4,1
E5,2018-11-22T00:00:00Z,2018-11-23T08:00:00Z,0.9772060939199,40,1
E5,2018-11-22T00:00:00Z,2018-11-23T08:00:00Z,0.0427165865399579,4,25
E5,2018-11-22T00:00:00Z,2018-11-23T08:00:00Z,0.966539486771366,40,25
E5,2018-11-22T00:00:00Z,2018-11-23T09:00:00Z,0.5927226950071,4,1
E5,2018-11-22T00:00:00Z,2018-11-23T09:00:00Z,0.985333630089798,40,1
E5,2018-11-22T00:00:00Z,2018-11-23T09:00:00Z,0.0798441899846527,4,25
E5,2018-11-22T00:00:00Z,2018-11-23T09:00:00Z,0.966088035031501,40,25
E5,2018-11-22T00:00:00Z,2018-11-23T10:00:00Z,0.580334287030853,4,1
E5,2018-11-22T00:00:00Z,2018-11-23T10:00:00Z,0.985123793999463,40,1
E5,2018-11-22T00:00:00Z,2018-11-23T10:00:00Z,0.149501262908893,4,25
E5,2018-11-22T00:00:00Z,2018-11-23T10:00:00Z,0.972861898161489,40,25
E5,2018-11-22T00:00:00Z,2018-11-23T11:00:00Z,0.622600992204266,4,1
E5,2018-11-22T00:00:00Z,2018-11-23T11:00:00Z,0.981869253601271,40,1
E5,2018-11-22T00:00:00Z,2018-11-23T11:00:00Z,0.251728198880525,4,25
E5,2018-11-22T00:00:00Z,2018-11-23T11:00:00Z,0.971900161827491,40,25
E5,2018-11-22T00:00:00Z,2018-11-23T12:00:00Z,0.70220445018906,4,1
E5,2018-11-22T00:00:00Z,2018-11-23T12:00:00Z,0.984334028441567,40,1
E5,2018-11-22T00:00:00Z,2018-11-23T12:00:00Z,0.364881565396498,4,25
E5,2018-11-22T00:00:00Z,2018-11-23T12:00:00Z,0.97932617100712,40,25
E6,2018-11-22T00:00:00Z,2018-11-22T01:00:00Z,0.729392068767137,4,1
E6,2018-11-22T00:00:00Z,2018-11-22T01:00:00Z,0.913737463337258,40,1
E6,2018-11-22T00:00:00Z,2018-11-22T01:00:00Z,,4,25
E6,2018-11-22T00:00:00Z,2018-11-22T01:00:00Z,,40,25
E6,2018-11-22T00:00:00Z,2018-11-22T02:00:00Z,0.656603298685523,4,1
E6,2018-11-22T00:00:00Z,2018-11-22T02:00:00Z,0.950404615205754,40,1
E6,2018-11-22T00:00:00Z,2018-11-22T02:00:00Z,0.820552147239264,4,25
E6,2018-11-22T00:00:00Z,2018-11-22T02:00:00Z,0.586953342109112,40,25
E6,2018-11-22T00:00:00Z,2018-11-22T03:00:00Z,0.581099693146685,4,1
E6,2018-11-22T00:00:00Z,2018-11-22T03:00:00Z,0.92532348794261,40,1
E6,2018-11-22T00:00:00Z,2018-11-22T03:00:00Z,0,4,25
E6,2018-11-22T00:00:00Z,2018-11-22T03:00:00Z,0.462103969609493,40,25
E6,2018-11-22T00:00:00Z,2018-11-22T04:00:00Z,0.554891443282735,4,1
E6,2018-11-22T00:00:00Z,2018-11-22T04:00:00Z,0.943232633517951,40,1
E6,2018-11-22T00:00:00Z,2018-11-22T04:00:00Z,3.24333090082618e-05,4,25
E6,2018-11-22T00:00:00Z,2018-11-22T04:00:00Z,0.68243845495475,40,25
E6,2018-11-22T00:00:00Z,2018-11-22T05:00:00Z,0.45921186064334,4,1
E6,2018-11-22T00:00:00Z,2018-11-22T05:00:00Z,0.94646497326378,40,1
E6,2018-11-22T00:00:00Z,2018-11-22T05:00:00Z,0,4,25
E6,2018-11-22T00:00:00Z,2018-11-22T05:00:00Z,0.843130596918996,40,25
E6,2018-11-22T00:00:00Z,2018-11-22T06:00:00Z,0.406888963248922,4,1
E6,2018-11-22T00:00:00Z,2018-11-22T06:00:00Z,0.952187802917125,40,1
E6,2018-11-22T00:00:00Z,2018-11-22T06:00:00Z,0.0194628609956174,4,25
