var,type,date,rmsi,spread,bias,count,cr
u,287,2018-11-20T23:00:00Z,5.45004277615492,30.1235756169421,2.58200460961939,67260,5.5272181988624
u,281,2018-11-20T23:00:00Z,8.47466911446315,8.10258659293129,1.03173848381303,49997,0.956094743463571
v,287,2018-11-20T23:00:00Z,3.46584479495846,8.01204724519825,2.39652637112697,67260,2.31171553234376
v,281,2018-11-20T23:00:00Z,2.77084600406547,8.42507873732966,1.85737969755185,49997,3.04061601581904
t,181,2018-11-21T00:00:00Z,4.2463099595652,19.0976605860745,-0.161798282625147,58671,4.49747210352728
t,187,2018-11-21T00:00:00Z,3.35759041896237,9.44894103847263,-0.878331421097699,152519,2.81420300257848
u,281,2018-11-21T00:00:00Z,6.22855933457148,37.8968894854703,0.831546853959836,56568,6.08437480480028
u,287,2018-11-21T00:00:00Z,4.39961301864602,29.5406610587436,2.3708369138264,67429,6.71437713579518
v,281,2018-11-21T00:00:00Z,2.83810613730815,8.27674577791103,1.60190972677839,56568,2.91629184303913
v,287,2018-11-21T00:00:00Z,3.72068495913833,8.00487006664323,2.05850623669341,67429,2.15145064808095
t,187,2018-11-21T01:00:00Z,4.54323214182017,4.95088334862361,-0.635442368685594,152936,1.08972713567749
t,181,2018-11-21T01:00:00Z,6.69464570279775,9.63911792511633,-0.151316201469572,49198,1.43982495161589
u,287,2018-11-21T01:00:00Z,6.23303082522079,10.0239632537763,1.95565689914284,67432,1.6082004942469
u,281,2018-11-21T01:00:00Z,6.8799489986881,7.15081200378374,0.920088876340826,46710,1.03936991468211
v,287,2018-11-21T01:00:00Z,2.08493626524009,9.17020126069928,1.94701234968116,67432,4.39831251131472
v,281,2018-11-21T01:00:00Z,2.11993922831699,9.54935268754821,1.5357720216185,46710,4.50454077173211
t,187,2018-11-21T02:00:00Z,3.24944609534044,4.72475140279502,-0.550964646024776,145061,1.45401747379964
t,181,2018-11-21T02:00:00Z,3.22833294119408,56.8317189243831,0.0290715776387389,47229,17.6040451711782
u,287,2018-11-21T02:00:00Z,4.19059924195915,19.915855365979,1.66893066492567,66054,4.75250774795353
u,281,2018-11-21T02:00:00Z,4.70130574518512,7.99766699448882,0.949630695409614,44310,1.70115866271401
v,287,2018-11-21T02:00:00Z,1.62637147118719,8.75148991525045,2.10721012282678,66054,5.38099079471813
v,281,2018-11-21T02:00:00Z,1.55564690100728,9.49164965458928,1.43621790971338,44310,6.10141649010677
t,181,2018-11-21T03:00:00Z,2.86206729690739,109.007963027841,0.160567120234314,50061,38.0871418172557
t,187,2018-11-21T03:00:00Z,2.3392217550072,6.99444675186533,-0.730762036267883,144414,2.99007425734368
u,281,2018-11-21T03:00:00Z,4.22365705831082,28.7085012124765,0.698436978722501,47092,6.79707201984764
u,287,2018-11-21T03:00:00Z,3.27349413174477,36.5243214275588,1.26051658743761,65513,11.1575948993962
v,281,2018-11-21T03:00:00Z,1.93166159068685,8.71309176396544,1.37563730095982,47092,4.51067195515716
v,287,2018-11-21T03:00:00Z,2.40690144109744,8.42323157306262,2.44070898916398,65513,3.49961632380843
t,187,2018-11-21T04:00:00Z,2.97354556892008,6.45795464945339,-0.895653503915913,156814,2.1718028191506
t,181,2018-11-21T04:00:00Z,3.13610345487627,99.2573271361378,0.0353944192309208,50762,31.6498892859559
u,287,2018-11-21T04:00:00Z,3.2368423228357,49.6667956792774,0.838405647390211,67630,15.3442122678889
u,281,2018-11-21T04:00:00Z,4.47028125897789,11.5278657890425,0.711347869893644,47764,2.57877863185689
v,287,2018-11-21T04:00:00Z,2.96979155465959,8.30886717066232,2.46353670221795,67630,2.79779473331242
v,281,2018-11-21T04:00:00Z,2.23877614125532,8.09418924606566,1.44462705687547,47764,3.61545270065596
t,187,2018-11-21T05:00:00Z,2.97144403656862,6.53788517592915,-1.06971075850187,156882,2.20023836742994
t,181,2018-11-21T05:00:00Z,2.46097493147918,111.412180056397,-0.203734421352117,50824,45.2715623516866
u,287,2018-11-21T05:00:00Z,2.50398952966894,63.7186927689468,0.70794266011387,67533,25.4468686925266
u,281,2018-11-21T05:00:00Z,3.79380053174953,13.779156634932,0.548212286209055,47930,3.6320192692307
v,287,2018-11-21T05:00:00Z,2.8064646144117,8.3019218945841,2.49755918476893,67533,2.95814237313104
v,281,2018-11-21T05:00:00Z,1.86337658848124,8.19428919933157,1.34367417314834,47930,4.39754864904168
t,187,2018-11-21T06:00:00Z,2.35753858158366,8.68191799160615,-1.25225702617304,156419,3.68261968623823
t,181,2018-11-21T06:00:00Z,2.37410491895492,140.280862257907,-0.185063273930158,55382,59.0878950369465
u,287,2018-11-21T06:00:00Z,1.67135948041836,84.9770535633295,0.690972356770783,67639,50.843073892194
u,281,2018-11-21T06:00:00Z,2.96764456276043,60.4486978893872,0.389727362776576,52698,20.369251307225
v,287,2018-11-21T06:00:00Z,2.59633105514855,8.2990393301086,2.60199597710345,67639,3.19644881713044
v,281,2018-11-21T06:00:00Z,1.51211069936325,8.19176661188387,1.40670265231698,52698,5.4174384291662
t,187,2018-11-21T07:00:00Z,1.99759922397086,9.75604208583296,-1.34435378958583,155756,4.88388359825238
t,181,2018-11-21T07:00:00Z,1.9922159561378,226.115537811575,-0.35112458867064,47823,113.49951149369
u,287,2018-11-21T07:00:00Z,1.60779587079825,102.479369143195,0.749017072531571,68100,63.7390423775098
u,281,2018-11-21T07:00:00Z,2.75236935476961,82.077154184609,0.205804340630796,45292,29.8205449942162
v,287,2018-11-21T07:00:00Z,2.84936103183677,8.54527565537083,2.48608634168869,68100,2.99901471238354
v,281,2018-11-21T07:00:00Z,1.60336660406107,8.33489408930932,1.50052565260752,45292,5.19837077072604
t,187,2018-11-21T08:00:00Z,2.07697732582783,9.28216783942386,-1.4883937369721,154711,4.46907519114309
