var,type,nivel.error,date,mean.y,sd.y
u,231,750,2018-11-21T08:00:00Z,-0.631085853453976,0.300430651952943
u,231,900,2018-11-21T08:00:00Z,0.10243097946464,0.528716934343513
u,231,950,2018-11-21T08:00:00Z,-0.480470132413132,0.391992316589836
u,233,450,2018-11-21T08:00:00Z,0.25417409269555,0.479143007803253
u,233,250,2018-11-21T08:00:00Z,-2.07386271662117,0.646286128613527
u,233,700,2018-11-21T08:00:00Z,-0.557364973498802,0.482305077874422
u,233,950,2018-11-21T08:00:00Z,0.0538131704987372,0.286981596378147
u,231,1000,2018-11-21T08:00:00Z,-1.1200995656811,0.170618990874986
u,231,650,2018-11-21T08:00:00Z,-0.0512091797134877,0.380634619480707
u,231,800,2018-11-21T08:00:00Z,1.37599849297298,0.735702498791199
v,233,200,2018-11-21T08:00:00Z,0.116927187856983,0.826976073441759
v,230,400,2018-11-21T08:00:00Z,0.725765286644175,0.193922483068479
v,231,250,2018-11-21T08:00:00Z,-0.523878240123647,0.38335935027853
v,231,300,2018-11-21T08:00:00Z,0.269103756993364,0.675080369269525
v,231,350,2018-11-21T08:00:00Z,-0.127751927453846,0.402066781946815
v,231,400,2018-11-21T08:00:00Z,0.00743577247015575,0.348626925453962
v,231,450,2018-11-21T08:00:00Z,0.035079374697291,0.570762071189467
v,231,500,2018-11-21T08:00:00Z,0.236604588790079,0.332742331707771
v,231,550,2018-11-21T08:00:00Z,0.243445354375012,0.530166518037959
v,231,600,2018-11-21T08:00:00Z,0.318194215601821,0.497755403355175
v,231,700,2018-11-21T08:00:00Z,-0.316730885746463,0.946753670145215
v,231,750,2018-11-21T08:00:00Z,-0.603411619442973,1.29894716254107
v,231,900,2018-11-21T08:00:00Z,-0.92797568164288,0.686389098332095
v,231,950,2018-11-21T08:00:00Z,-1.06377603846258,1.01683126689056
v,233,450,2018-11-21T08:00:00Z,-0.860896163263191,0.251394103633517
v,233,250,2018-11-21T08:00:00Z,0.262781177256789,0.278575815159462
v,233,700,2018-11-21T08:00:00Z,-2.38741639360878,0.280276345794611
v,233,950,2018-11-21T08:00:00Z,-3.10820671339094,0.304920683498085
v,231,1000,2018-11-21T08:00:00Z,-0.104298510323274,0.531420503243053
v,231,650,2018-11-21T08:00:00Z,-0.127980925096131,0.419055430941345
v,231,800,2018-11-21T08:00:00Z,0.338562998511262,0.573707677728197
t,131,250,2018-11-21T09:00:00Z,-0.530206814091564,0.731205216196032
t,131,300,2018-11-21T09:00:00Z,-1.32132257027976,0.346102005721382
t,131,750,2018-11-21T09:00:00Z,0.661487058443807,0.374375623741172
t,131,700,2018-11-21T09:00:00Z,0.559492039437499,0.433530394695216
t,131,450,2018-11-21T09:00:00Z,-0.657436250980986,0.52759884816177
t,131,1000,2018-11-21T09:00:00Z,-0.113318516818322,0.39890609116225
t,131,950,2018-11-21T09:00:00Z,0.141432600162551,0.232694922784614
t,131,900,2018-11-21T09:00:00Z,0.753545506809745,0.177174248334926
t,131,850,2018-11-21T09:00:00Z,-0.734254910532786,0.573624116530423
t,131,800,2018-11-21T09:00:00Z,-2.07298651002223,0.452503055707707
u,231,250,2018-11-21T09:00:00Z,-0.11204735282946,0.888430992434274
u,231,300,2018-11-21T09:00:00Z,0.281741532619894,0.728349548579856
u,231,750,2018-11-21T09:00:00Z,-0.779698479339632,0.210084388609088
u,231,700,2018-11-21T09:00:00Z,-1.16812963071872,0.100481151831215
u,231,450,2018-11-21T09:00:00Z,0.228488972640549,0.448931266393722
u,231,1000,2018-11-21T09:00:00Z,-0.499664418272052,0.421513068798375
u,231,950,2018-11-21T09:00:00Z,0.898965259280806,0.295792785010909
u,231,900,2018-11-21T09:00:00Z,0.948969885133224,0.180843540097245
u,231,850,2018-11-21T09:00:00Z,0.678747860064711,0.197973341565011
u,231,800,2018-11-21T09:00:00Z,1.00225372974273,0.127176718594395
v,231,250,2018-11-21T09:00:00Z,0.471990270232707,0.530133340437895
v,231,300,2018-11-21T09:00:00Z,0.756213981619116,0.757947259310698
v,231,750,2018-11-21T09:00:00Z,-0.203403345728546,0.409611272098404
v,231,700,2018-11-21T09:00:00Z,-0.595673097418293,0.255381473318611
v,231,450,2018-11-21T09:00:00Z,0.167539317481142,0.323571418472641
v,231,1000,2018-11-21T09:00:00Z,0.272332615852153,0.648718613608087
v,231,950,2018-11-21T09:00:00Z,-1.73616089569001,0.484040152329051
v,231,900,2018-11-21T09:00:00Z,-0.459177560170379,0.207371575071038
v,231,850,2018-11-21T09:00:00Z,-0.114711259671607,0.231695539151991
v,231,800,2018-11-21T09:00:00Z,0.247543158224252,0.144738212741231
t,133,200,2018-11-21T10:00:00Z,0.115921653447438,0.22093719934804
t,131,300,2018-11-21T10:00:00Z,-0.318513219785599,0.730065051579681
t,131,250,2018-11-21T10:00:00Z,-0.968343441855107,0.774140506805696
t,131,350,2018-11-21T10:00:00Z,-0.120837530636293,0.885583965318708
t,131,400,2018-11-21T10:00:00Z,0.542580624810764,0.6493791882382
t,131,450,2018-11-21T10:00:00Z,1.01380721706486,0.325749121342212
t,133,250,2018-11-21T10:00:00Z,-0.46224154816764,0.332676502548141
t,133,300,2018-11-21T10:00:00Z,-1.51736288830193,0.997940307838546
t,131,500,2018-11-21T10:00:00Z,-0.13682566738903,0.841071834212317
t,131,550,2018-11-21T10:00:00Z,-0.0760398670998738,0.746441589997297
t,131,600,2018-11-21T10:00:00Z,-0.347238254681635,0.940434186761734
t,131,650,2018-11-21T10:00:00Z,0.167210750658169,0.86160141101997
t,131,700,2018-11-21T10:00:00Z,-0.207760843894233,1.0978203418187
t,131,800,2018-11-21T10:00:00Z,0.481638274950887,0.932671708824289
t,131,750,2018-11-21T10:00:00Z,-0.446566404476613,1.14331303081792
t,131,850,2018-11-21T10:00:00Z,0.410162667993332,0.620559853749392
t,131,950,2018-11-21T10:00:00Z,0.253164417101667,0.356642688896797
t,131,900,2018-11-21T10:00:00Z,0.485021334666964,0.315574083412196
t,131,1000,2018-11-21T10:00:00Z,-0.578818455106299,0.32326525245602
u,233,200,2018-11-21T10:00:00Z,-0.430893200545066,0.917067665018854
u,231,300,2018-11-21T10:00:00Z,-0.514238651996864,0.612464118746421
u,231,250,2018-11-21T10:00:00Z,0.152466407047726,0.951591674348174
u,231,350,2018-11-21T10:00:00Z,-0.752285735819709,0.483133036938863
u,231,400,2018-11-21T10:00:00Z,-0.952563033124783,0.347570096920156
u,231,450,2018-11-21T10:00:00Z,-0.851770662531916,0.330689741818877
u,233,250,2018-11-21T10:00:00Z,0.659273334501717,0.481890139508206
u,233,300,2018-11-21T10:00:00Z,-1.09907474616949,0.24655549156803
u,231,500,2018-11-21T10:00:00Z,0.845580807388898,0.263401938794168
u,231,550,2018-11-21T10:00:00Z,0.658463830822444,0.245048944832183
u,231,600,2018-11-21T10:00:00Z,-0.477686874279933,0.67456069757919
u,231,650,2018-11-21T10:00:00Z,-0.506723961635175,0.139139383648533
u,231,700,2018-11-21T10:00:00Z,-1.05912003678261,0.171027437219255
u,231,800,2018-11-21T10:00:00Z,1.46007959902507,0.142411430043257
u,231,750,2018-11-21T10:00:00Z,-1.83291967293384,0.327750636852406
u,231,850,2018-11-21T10:00:00Z,0.281507856601361,0.203686612958261
u,231,950,2018-11-21T10:00:00Z,0.375441330394649,0.283977564075104
u,231,900,2018-11-21T10:00:00Z,0.665825837796785,0.306250478308497
u,231,1000,2018-11-21T10:00:00Z,-0.978249821306714,0.404593740786138
v,233,200,2018-11-21T10:00:00Z,0.153879896744498,0.749736332545922
v,231,300,2018-11-21T10:00:00Z,0.642326758898343,0.416567823373977
v,231,250,2018-11-21T10:00:00Z,0.115458463424381,0.485565629804081
v,231,350,2018-11-21T10:00:00Z,-0.172095048667691,0.51724844040432
v,231,400,2018-11-21T10:00:00Z,-0.297850227158575,0.45462053793994
v,231,450,2018-11-21T10:00:00Z,0.522382068971666,0.238058973473631
v,233,250,2018-11-21T10:00:00Z,0.961233887002099,0.419474864923573
v,233,300,2018-11-21T10:00:00Z,1.66526050229731,0.424012920588692
v,231,500,2018-11-21T10:00:00Z,-0.197592487236319,0.454368141448399
v,231,550,2018-11-21T10:00:00Z,-0.41592121548255,0.481237508064518
v,231,600,2018-11-21T10:00:00Z,0.643150447790331,0.509580246617922
v,231,650,2018-11-21T10:00:00Z,-0.262685259226931,0.494711786347624
v,231,700,2018-11-21T10:00:00Z,-0.100547835769896,0.490582938211166
v,231,800,2018-11-21T10:00:00Z,1.15977572938714,0.368281546991532
v,231,750,2018-11-21T10:00:00Z,0.899213249613997,0.404578196172182
v,231,850,2018-11-21T10:00:00Z,0.372552979441508,0.417650032856149
v,231,950,2018-11-21T10:00:00Z,-1.33471151488819,0.436005201176152
v,231,900,2018-11-21T10:00:00Z,-0.261259130098706,0.472768581894617
v,231,1000,2018-11-21T10:00:00Z,1.03889700590812,0.19312228016302
t,133,200,2018-11-21T11:00:00Z,1.31603605438924,1.25070759351769
t,133,250,2018-11-21T11:00:00Z,-0.102959692011545,0.423960699011769
t,131,950,2018-11-21T11:00:00Z,0.415018754743109,0.880643804227887
t,131,900,2018-11-21T11:00:00Z,-0.475182931737361,0.940744587827025
t,131,850,2018-11-21T11:00:00Z,-0.342473508580045,0.933723124328009
t,131,800,2018-11-21T11:00:00Z,0.0897556000611226,0.864724297564185
t,131,750,2018-11-21T11:00:00Z,-0.26455251808857,0.785978639436658
t,131,250,2018-11-21T11:00:00Z,-0.376444782618468,0.788079661785967
t,131,700,2018-11-21T11:00:00Z,0.153753478496813,0.583490200462701
t,131,650,2018-11-21T11:00:00Z,0.0992435850927868,0.589065005361216
t,131,300,2018-11-21T11:00:00Z,0.0826211779516984,0.727098323333696
t,131,350,2018-11-21T11:00:00Z,0.237330758477488,1.0117351809593
t,131,400,2018-11-21T11:00:00Z,-0.0539962058999081,0.847747203880298
t,131,450,2018-11-21T11:00:00Z,-0.400035184638292,1.33383438968244
t,131,500,2018-11-21T11:00:00Z,-0.60786249377348,0.73924516326098
t,131,550,2018-11-21T11:00:00Z,-0.495026820523783,0.634017528779515
t,131,600,2018-11-21T11:00:00Z,-0.519702414426622,0.669054293375213
t,131,1000,2018-11-21T11:00:00Z,0.633564426025891,0.745498847948662
u,233,200,2018-11-21T11:00:00Z,-0.30259929926554,0.98053829307626
u,233,250,2018-11-21T11:00:00Z,0.378491521407583,0.923327276771566
u,231,950,2018-11-21T11:00:00Z,0.423694167062628,0.485298485894239
u,231,900,2018-11-21T11:00:00Z,0.901770802570973,0.724982156410387
u,231,850,2018-11-21T11:00:00Z,-0.601743390676608,0.390311580133317
u,231,800,2018-11-21T11:00:00Z,-0.0680936028763037,0.786998456611715
u,231,750,2018-11-21T11:00:00Z,0.00193419494499577,0.83605898792197
u,231,250,2018-11-21T11:00:00Z,-0.172900108635651,0.958968137633399
u,231,700,2018-11-21T11:00:00Z,-0.572241879005233,0.472520532893445
u,231,650,2018-11-21T11:00:00Z,-0.586896449264131,0.320061625830596
u,231,300,2018-11-21T11:00:00Z,-1.51493103961384,0.297983670982169
u,231,350,2018-11-21T11:00:00Z,-0.126267698591703,0.49147787125526
u,231,400,2018-11-21T11:00:00Z,0.0420473801475023,0.295142914119585
u,231,450,2018-11-21T11:00:00Z,0.645979202349372,0.739032991321931
u,231,500,2018-11-21T11:00:00Z,0.624926160316019,0.455357031299119
u,231,550,2018-11-21T11:00:00Z,0.0914130643232797,0.269959664096106
u,231,600,2018-11-21T11:00:00Z,-0.0218498783855289,0.248120243709527
u,231,1000,2018-11-21T11:00:00Z,-1.01656234136497,0.205836394098046
v,233,200,2018-11-21T11:00:00Z,0.156893166276065,0.913844069480632
v,233,250,2018-11-21T11:00:00Z,1.47018364243017,1.1169195011773
v,231,950,2018-11-21T11:00:00Z,-1.38145180027094,0.773933032675274
v,231,900,2018-11-21T11:00:00Z,-0.589532546550277,0.709899393115459
v,231,850,2018-11-21T11:00:00Z,-0.267052777134311,0.942217484408872
v,231,800,2018-11-21T11:00:00Z,0.258035238126832,0.305660028470036
v,231,750,2018-11-21T11:00:00Z,1.11570942880149,0.669698598925501
v,231,250,2018-11-21T11:00:00Z,0.315820089012996,1.01671755360934
v,231,700,2018-11-21T11:00:00Z,-0.638012603853273,0.463767872971903
v,231,650,2018-11-21T11:00:00Z,-0.586740061511221,0.512888492299049
v,231,300,2018-11-21T11:00:00Z,-0.0908771939861664,0.410133228330463
v,231,350,2018-11-21T11:00:00Z,-0.802562513038654,0.565015478074406
v,231,400,2018-11-21T11:00:00Z,-0.0573006562582281,0.324285738684102
v,231,450,2018-11-21T11:00:00Z,0.55947058124505,0.398077797350603
v,231,500,2018-11-21T11:00:00Z,-0.0835665621121505,0.280677650139807
v,231,550,2018-11-21T11:00:00Z,-0.408437168765054,0.272368582696284
v,231,600,2018-11-21T11:00:00Z,-0.0228050613526721,0.415371625311833
v,231,1000,2018-11-21T11:00:00Z,0.602369888865377,0.609972209245316
t,133,200,2018-11-21T12:00:00Z,1.04020306335013,1.15273330247406
t,120,1000,2018-11-21T12:00:00Z,1.39524014116169,0.799372231702373
t,120,950,2018-11-21T12:00:00Z,1.26980853069073,1.41965496491696
t,120,900,2018-11-21T12:00:00Z,0.435098439080628,2.02979632959651
t,120,850,2018-11-21T12:00:00Z,1.32356269433912,1.65124832340822
t,120,800,2018-11-21T12:00:00Z,0.856830692181589,1.1957472555239
t,120,700,2018-11-21T12:00:00Z,0.579583004972643,1.03584373017641
t,120,650,2018-11-21T12:00:00Z,0.506497448843637,0.770815357533797
t,120,500,2018-11-21T12:00:00Z,-0.0708404424006411,1.05914879821303
t,120,450,2018-11-21T12:00:00Z,0.065902086324219,1.17012076843036
t,120,400,2018-11-21T12:00:00Z,-0.0108417348323341,0.962810887606652
t,120,350,2018-11-21T12:00:00Z,0.194780248763466,0.919150338869774
t,120,300,2018-11-21T12:00:00Z,-0.163065163252207,0.879566732954722
t,120,250,2018-11-21T12:00:00Z,-0.249792521522534,0.823178054739921
t,120,200,2018-11-21T12:00:00Z,-0.269806897574125,0.993694246249015
t,120,150,2018-11-21T12:00:00Z,-0.0537910921465779,0.888347958319331
t,120,100,2018-11-21T12:00:00Z,-0.125609704135005,1.11535169424936
t,120,75,2018-11-21T12:00:00Z,-0.849220559000187,1.22329658861977
t,120,50,2018-11-21T12:00:00Z,-0.0508540020616013,1.23776672569225
t,120,550,2018-11-21T12:00:00Z,0.249157984517969,1.3206926791148
t,131,200,2018-11-21T12:00:00Z,-0.629161807602156,0.634437693336768
t,131,250,2018-11-21T12:00:00Z,0.12085462805789,0.375930306644193
t,131,300,2018-11-21T12:00:00Z,0.126323918856143,0.748860975567397
t,131,350,2018-11-21T12:00:00Z,0.191491501792552,0.736056336735205
t,131,400,2018-11-21T12:00:00Z,-0.457463781335751,0.811019852470412
t,131,500,2018-11-21T12:00:00Z,0.449635190052423,1.12197670025509
t,131,550,2018-11-21T12:00:00Z,0.093829625519029,0.859033021359181
t,131,600,2018-11-21T12:00:00Z,0.364921084430873,0.760411295050602
t,131,650,2018-11-21T12:00:00Z,0.670487951705388,0.860240079001779
t,131,750,2018-11-21T12:00:00Z,0.405579689080268,0.864914548307111
t,120,750,2018-11-21T12:00:00Z,0.924239597221239,1.39779200371319
t,131,850,2018-11-21T12:00:00Z,-0.27348406151964,0.567025045655501
t,131,900,2018-11-21T12:00:00Z,-0.353222428592187,0.64972907341029
t,131,950,2018-11-21T12:00:00Z,-0.51266384260382,0.70367402787102
t,120,600,2018-11-21T12:00:00Z,0.347132863645812,0.997979237117074
t,131,700,2018-11-21T12:00:00Z,0.0461509254206187,0.884871136482931
t,131,1000,2018-11-21T12:00:00Z,0.483667477744102,0.942471637695675
t,131,800,2018-11-21T12:00:00Z,-0.359620831572265,0.224150093369875
t,131,450,2018-11-21T12:00:00Z,0.166619510541274,0.910752860038505
t,133,600,2018-11-21T12:00:00Z,-0.0324183437140544,0.155474905584129
t,133,400,2018-11-21T12:00:00Z,0.172985231993782,0.576442717055415
t,133,300,2018-11-21T12:00:00Z,-0.53247929538514,0.243992138103053
t,133,250,2018-11-21T12:00:00Z,0.0895587825822725,0.473555533810627
u,233,200,2018-11-21T12:00:00Z,0.582257744393239,1.58614522052796
u,220,1000,2018-11-21T12:00:00Z,-0.821675993956487,1.08694927630948
u,220,950,2018-11-21T12:00:00Z,-0.811910632047035,1.76158181404724
u,220,900,2018-11-21T12:00:00Z,0.191567839109362,0.837767777654334
u,220,850,2018-11-21T12:00:00Z,0.332271358530582,1.01485493255716
u,220,700,2018-11-21T12:00:00Z,-0.608147490120945,0.968308800027597
u,220,650,2018-11-21T12:00:00Z,-0.274636161571072,0.815152529507068
u,220,500,2018-11-21T12:00:00Z,-0.440063155825705,0.860759550936184
u,220,450,2018-11-21T12:00:00Z,-0.166875119200106,0.8744508868715
u,220,400,2018-11-21T12:00:00Z,-0.167943394929295,0.834332710241996
u,220,350,2018-11-21T12:00:00Z,-0.240735121160081,0.901416988332871
u,220,300,2018-11-21T12:00:00Z,-0.292861552679165,0.996488148902587
u,220,250,2018-11-21T12:00:00Z,0.338965809980217,1.22873206175397
u,220,200,2018-11-21T12:00:00Z,0.352598764718777,1.36227275843037
u,220,150,2018-11-21T12:00:00Z,0.670482156913581,1.17264695764422
u,220,100,2018-11-21T12:00:00Z,0.00073645305774472,1.19465581237898
u,220,75,2018-11-21T12:00:00Z,-0.25170292775102,1.1185653603354
u,220,50,2018-11-21T12:00:00Z,-0.666227672752714,1.05703940121026
u,231,200,2018-11-21T12:00:00Z,0.300680335865909,0.486640438179989
u,231,250,2018-11-21T12:00:00Z,0.153167580836045,0.644234596376995
u,231,300,2018-11-21T12:00:00Z,-0.117636882792674,0.688468846237614
u,231,350,2018-11-21T12:00:00Z,-0.499229270912772,0.807170111932413
u,231,400,2018-11-21T12:00:00Z,0.240296371976326,0.618888597269131
u,231,500,2018-11-21T12:00:00Z,0.140652145176986,0.7006259005224
u,231,550,2018-11-21T12:00:00Z,-0.197526068033526,0.788535824232118
u,231,600,2018-11-21T12:00:00Z,-0.237107442900987,0.426703671732197
u,231,650,2018-11-21T12:00:00Z,0.000959215070953806,0.373028136439518
u,231,750,2018-11-21T12:00:00Z,0.0653567710082263,0.292036171681116
u,220,750,2018-11-21T12:00:00Z,-0.372988532356238,1.57206367859128
u,220,550,2018-11-21T12:00:00Z,-0.158337831945652,0.627240342260648
u,231,850,2018-11-21T12:00:00Z,0.20015037411718,0.562670778288137
u,231,900,2018-11-21T12:00:00Z,0.42688250774585,0.761417756085567
u,231,950,2018-11-21T12:00:00Z,-0.0556661964714142,0.918784496425305
u,220,800,2018-11-21T12:00:00Z,0.0803824027978639,1.27582576559772
u,220,600,2018-11-21T12:00:00Z,-0.031200517211711,0.794114672032743
u,231,700,2018-11-21T12:00:00Z,0.0806695549591198,0.739068052119468
u,231,1000,2018-11-21T12:00:00Z,-2.11482252518883,0.60630476954918
u,231,800,2018-11-21T12:00:00Z,0.609926468856424,0.260551627536784
u,231,450,2018-11-21T12:00:00Z,0.127171840252884,0.629493573334484
u,233,600,2018-11-21T12:00:00Z,0.962960798859221,0.178762117898022
u,233,400,2018-11-21T12:00:00Z,0.885699365531723,0.770985158519956
u,233,300,2018-11-21T12:00:00Z,1.43063446037806,0.967679893961373
u,233,250,2018-11-21T12:00:00Z,0.888249170467831,1.10692483507149
v,233,200,2018-11-21T12:00:00Z,-0.547945027003071,0.613980408698411
v,220,1000,2018-11-21T12:00:00Z,0.145278232484015,0.840335591761607
v,220,950,2018-11-21T12:00:00Z,-0.62820756533226,1.19667649388544
v,220,900,2018-11-21T12:00:00Z,-0.407848063605461,0.854014407709469
v,220,850,2018-11-21T12:00:00Z,-0.403971418996113,0.754014841454658
v,220,700,2018-11-21T12:00:00Z,-0.447315504896711,0.820259191586295
v,220,650,2018-11-21T12:00:00Z,0.00565818917748429,1.14671275813579
v,220,500,2018-11-21T12:00:00Z,-0.177065506088199,0.96175061809409
v,220,450,2018-11-21T12:00:00Z,0.346373109520926,0.94087397152024
v,220,400,2018-11-21T12:00:00Z,0.261188235790022,1.04511676236504
v,220,350,2018-11-21T12:00:00Z,0.52576136449038,1.02199730201473
v,220,300,2018-11-21T12:00:00Z,0.472662643582158,1.05923118085638
v,220,250,2018-11-21T12:00:00Z,0.828214033387063,1.01198331651548
v,220,200,2018-11-21T12:00:00Z,0.710461155980965,1.3819006552017
v,220,150,2018-11-21T12:00:00Z,0.100132786079658,1.5586855633441
v,220,100,2018-11-21T12:00:00Z,0.0541999208144264,1.29698000427725
v,220,75,2018-11-21T12:00:00Z,0.301187719385244,1.61068919208819
v,220,50,2018-11-21T12:00:00Z,-1.24583667439598,1.58591664721534
v,231,200,2018-11-21T12:00:00Z,-0.0907547375703994,0.295667149635428
v,231,250,2018-11-21T12:00:00Z,-0.924778593414434,0.891378667853363
v,231,300,2018-11-21T12:00:00Z,0.00860589086598235,0.287227900693336
v,231,350,2018-11-21T12:00:00Z,0.255505644318718,0.602949100075548
v,231,400,2018-11-21T12:00:00Z,0.0901003924957676,0.70296239869337
v,231,500,2018-11-21T12:00:00Z,-0.522768792951831,0.576885478272502
v,231,550,2018-11-21T12:00:00Z,-0.0922134640173891,0.486922928475067
v,231,600,2018-11-21T12:00:00Z,-0.543454181460672,0.404019565974065
v,231,650,2018-11-21T12:00:00Z,-0.046974267344315,0.500384084656426
v,231,750,2018-11-21T12:00:00Z,-0.708060093597383,1.26657898660255
v,220,750,2018-11-21T12:00:00Z,-0.453099212535907,0.994677969784114
v,220,550,2018-11-21T12:00:00Z,0.019733092255406,0.84288189664857
v,231,850,2018-11-21T12:00:00Z,-0.9202559865337,0.625306154361336
v,231,900,2018-11-21T12:00:00Z,-0.950115013433408,0.585305797139588
v,231,950,2018-11-21T12:00:00Z,-1.03961904743317,0.813165662439815
v,220,800,2018-11-21T12:00:00Z,-0.235807095663389,0.74290190856543
v,220,600,2018-11-21T12:00:00Z,-0.338177378177836,0.970621021890991
v,231,700,2018-11-21T12:00:00Z,-0.792248347939062,0.730165906538433
v,231,1000,2018-11-21T12:00:00Z,0.273628170628728,0.172817603338312
v,231,800,2018-11-21T12:00:00Z,-0.672424247505409,0.234353405406246
v,231,450,2018-11-21T12:00:00Z,-0.355724402128657,0.680650306960652
v,233,600,2018-11-21T12:00:00Z,-0.26499758524791,0.31216341184151
v,233,400,2018-11-21T12:00:00Z,-0.409965824854059,0.437377311476996
v,233,300,2018-11-21T12:00:00Z,1.11438470840939,0.523685711346672
v,233,250,2018-11-21T12:00:00Z,1.40562159951041,0.497320571561284
t,133,200,2018-11-21T13:00:00Z,2.10709880333178,0.999649613185723
t,131,450,2018-11-21T13:00:00Z,0.697640071908796,0.272035467784816
t,131,250,2018-11-21T13:00:00Z,-0.649424681753599,0.960806089250962
t,131,200,2018-11-21T13:00:00Z,-0.456051280577237,0.672166639455455
t,131,800,2018-11-21T13:00:00Z,0.120249892098883,0.657865615470479
t,131,750,2018-11-21T13:00:00Z,0.820514195691856,1.77111531298432
t,131,700,2018-11-21T13:00:00Z,-0.296940041163803,0.496763009141129
t,131,1000,2018-11-21T13:00:00Z,0.23957236265084,0
t,131,950,2018-11-21T13:00:00Z,0.321025295103183,0.178360500757548
t,131,900,2018-11-21T13:00:00Z,0.529206989908994,0.224921984226924
t,131,850,2018-11-21T13:00:00Z,1.27092393187383,0.530750648026812
t,131,300,2018-11-21T13:00:00Z,0.0690160741180221,0.847953924485116
t,131,350,2018-11-21T13:00:00Z,-0.02249844472623,0.810216518245389
t,131,400,2018-11-21T13:00:00Z,0.57011963819854,0.592082569056953
t,131,500,2018-11-21T13:00:00Z,-0.315493081956241,0.329759260472855
t,131,550,2018-11-21T13:00:00Z,-0.381636477657053,0
t,131,650,2018-11-21T13:00:00Z,-0.532302437374438,0
t,131,600,2018-11-21T13:00:00Z,0.0561749624041387,0
t,133,300,2018-11-21T13:00:00Z,-0.671284268234574,0.5523147815111
t,133,400,2018-11-21T13:00:00Z,0.531707122498775,0.71314257237904
u,233,200,2018-11-21T13:00:00Z,-0.549601643470596,0.601961637132593
u,231,450,2018-11-21T13:00:00Z,0.456338790684854,0.308031169395497
u,231,250,2018-11-21T13:00:00Z,0.438243426236665,0.654070811877181
u,231,200,2018-11-21T13:00:00Z,0.0488956139419973,0.550395559299591
u,231,800,2018-11-21T13:00:00Z,1.05082282863278,0.37984197726131
u,231,750,2018-11-21T13:00:00Z,0.840515817109225,0.415225804638793
u,231,700,2018-11-21T13:00:00Z,0.511463343954179,0.550142022946389
u,231,1000,2018-11-21T13:00:00Z,-1.39660456701068,0.577182765548348
u,231,950,2018-11-21T13:00:00Z,-0.913810893627231,0.844940045363507
u,231,900,2018-11-21T13:00:00Z,-0.542873985836341,0.730304401375649
u,231,850,2018-11-21T13:00:00Z,1.00430809681195,0.536101803351147
u,231,300,2018-11-21T13:00:00Z,0.237110422263034,0.600243162829422
u,231,350,2018-11-21T13:00:00Z,-0.588309653797719,0.923480391848453
u,231,400,2018-11-21T13:00:00Z,-0.0142091962251116,0.787099347403013
u,231,500,2018-11-21T13:00:00Z,0.0723736752536124,0.298334366718439
u,231,550,2018-11-21T13:00:00Z,0.549608904817863,0.170404778972705
u,231,650,2018-11-21T13:00:00Z,0.682071498951413,0.235399569798513
u,231,600,2018-11-21T13:00:00Z,0.640775391617069,0.332380099953131
u,233,300,2018-11-21T13:00:00Z,0.704923457090003,0.326404453703463
u,233,400,2018-11-21T13:00:00Z,-0.869590206632858,0.245211991888696
u,233,250,2018-11-21T13:00:00Z,1.37608242204821,0.770536703434607
v,233,200,2018-11-21T13:00:00Z,0.627308319441188,1.13939614207417
v,231,450,2018-11-21T13:00:00Z,-0.0627683370527166,0.427451976735791
v,231,250,2018-11-21T13:00:00Z,-0.322936166313232,0.675227082781389
v,231,200,2018-11-21T13:00:00Z,0.348460654606914,0.460806756145888
v,231,800,2018-11-21T13:00:00Z,-1.71241282473116,0.288987880668707
v,231,750,2018-11-21T13:00:00Z,-1.30897731176419,0.376921948183515
v,231,700,2018-11-21T13:00:00Z,-0.305454840070967,1.1027582805277
v,231,1000,2018-11-21T13:00:00Z,1.06344114905357,0.361190881197151
v,231,950,2018-11-21T13:00:00Z,0.558147995767975,0.622517873005285
v,231,900,2018-11-21T13:00:00Z,-0.534150666711037,0.872360393209536
v,231,850,2018-11-21T13:00:00Z,-1.49920482295172,0.670389592946469
v,231,300,2018-11-21T13:00:00Z,-0.156672728563862,0.399299526091183
v,231,350,2018-11-21T13:00:00Z,0.471378068046131,0.483415013615797
v,231,400,2018-11-21T13:00:00Z,-0.16061209489708,0.661165350206833
v,231,500,2018-11-21T13:00:00Z,-0.0988246997738253,0.419220878762104
v,231,550,2018-11-21T13:00:00Z,-0.0770514064828554,0.391042721179396
v,231,650,2018-11-21T13:00:00Z,0.213242164119543,0.373565475148224
v,231,600,2018-11-21T13:00:00Z,0.809502876695364,0.363951705678823
v,233,300,2018-11-21T13:00:00Z,1.09350360137474,0.481819464628756
v,233,400,2018-11-21T13:00:00Z,0.31984270696035,0.469152060183134
v,233,250,2018-11-21T13:00:00Z,1.88061428992038,0.804978346407933
t,131,350,2018-11-21T14:00:00Z,0.899319362093237,0
t,131,300,2018-11-21T14:00:00Z,0.570241238533406,0.546190865161447
t,131,250,2018-11-21T14:00:00Z,0.266092374223977,0.562136393860716
t,131,600,2018-11-21T14:00:00Z,0.0301688139012739,0.923185598328036
t,131,550,2018-11-21T14:00:00Z,0.46150349772106,0.512529447691472
t,131,500,2018-11-21T14:00:00Z,1.30774015216057,0.421613899103527
t,131,450,2018-11-21T14:00:00Z,1.68981877315027,0.451663587968058
t,131,400,2018-11-21T14:00:00Z,0.189565964538584,0.827601908816712
