var,type,nivel.error,rmsi,spread,bias,count,cr
t,133,600,0.18010937251022,1.27366382898242,0.309536111111111,180,7.07161327159779
t,133,550,1.7688364814024,10.2695196373433,0.900792516666667,180,5.80580497141331
t,133,500,0.174409944584028,1.3484473697387,0.3484275,120,7.7314821293865
t,133,700,1.17555584185602,87.5274417625707,1.94213388888889,180,74.4562177704623
t,133,200,2.40546883418384,41.5085587318512,1.2147515529661,7080,17.2559120874808
t,133,950,0.55524496460515,61.8385831188095,-0.142105833333333,240,111.371713497275
t,133,900,0.242139081293293,3.15303162937549,-0.350274583333333,240,13.0215726124622
t,133,850,0.171018945949516,3.62701065905874,-0.665460166666667,180,21.2082388820793
t,133,800,1.03900955080956,3.25669627895499,-0.345527833333333,180,3.13442381392692
u,233,350,1.23998042135424,25.9740832288932,-1.97130896358543,357,20.9471720533504
u,233,650,5.96205311800366,31.5012293450225,1.67475083333333,120,5.28362104824226
u,233,600,4.34789855271138,12.6253573023033,-0.604849444444445,180,2.9037837818065
u,233,550,2.62442269866775,26.3882158118201,0.805057916666667,240,10.0548649519057
u,233,500,0.134026306829926,15.3950411508641,-1.21175866666667,120,114.865816383345
u,233,700,0.337744012472169,24.6877538341169,-0.881209277777778,180,73.0960518098043
u,233,200,12.213187606891,33.1174761785935,-1.48509659965288,6914,2.71161610257323
u,233,950,0.256601727592213,13.1104414830753,-1.20845555555556,180,51.092569041118
u,233,900,0.14913571354939,8.8990893148017,1.10768791666667,240,59.6710814801216
u,233,850,0.0808863318577218,8.36817291938045,0.212971666666667,180,103.455957603566
u,233,800,0.401184504414752,7.60129124843619,-0.316779444444444,180,18.9471207506505
v,233,350,2.77271823613972,21.214510955909,3.03187470588235,357,7.65116003472629
v,233,650,7.39789196973225,31.5724760945994,-1.16013333333333,120,4.26776657780015
v,233,600,2.39444541785783,14.8209313430809,0.0775366666666667,180,6.18971358985509
v,233,550,4.39361065862205,20.3352478139522,-1.60192625,240,4.62836819053281
v,233,500,0.24365196773779,14.5029753254071,0.9083475,120,59.5233252579956
v,233,700,0.963994313307051,16.0985286587051,-0.342942222222222,180,16.6998170388349
v,233,200,11.8976415509486,19.5046429445805,0.577719149551634,6914,1.63937053079443
v,233,950,1.12765979919828,12.7475092140681,-3.70027777777778,180,11.3043927105773
v,233,900,0.211641676511028,7.68791852835313,2.62790416666667,240,36.325163621318
v,233,850,0.292565749833876,7.86910194732512,0.404944444444444,180,26.8968666079107
v,233,800,8.75980930009055,7.81214899419579,1.42012094444444,180,0.891817244710457
t,130,400,0.00267806250000001,3.15814852514124,-1.66073333333333,120,1179.26617662629
u,230,400,14.4076281980463,34.0419666250663,2.91969566666667,120,2.36277381378306
v,230,400,1.44856663419234,17.2468030403456,1.54558583333333,120,11.906116455569
t,130,250,0.0136227806814934,2.95568188174915,-0.473227,60,216.966121003802
u,230,250,0.303239081649832,16.2256819827586,-5.45383333333333,60,53.5078852451327
v,230,250,1.60252244808081,17.8553674736842,4.3254,60,11.1420389118841
t,130,350,0,3.07636980225989,9.78216666666667,60,Inf
