var,type,stationID,mean.y,sd.y
t,181,87311,0.423331506419839,1.2006665155748
t,181,SMN87311,-0.126852026642789,1.08150305264119
t,181,WUNIVICU,4.3664384817933,4.26437278278448
t,181,85432,0.441203076610301,2.32242956562955
t,187,SCCF,0.446491443716665,2.39909820173234
t,181,85418,2.75513543098547,1.61253174259739
t,187,SCDA,2.9374908890569,1.55939916937863
t,181,87784,1.54226989783232,0.98116342184743
t,187,SAZN,0.397177860203044,1.59279451734494
t,181,87715,0.272120944491865,1.68434884955854
t,187,INT268,-0.223173615818571,2.03698720027099
t,181,WUNIGENE,-0.301435734271302,1.42904424863997
t,181,WUNINNCE,-0.253352218470996,2.3315587012326
t,181,WUNINNNE,0.31462288919248,1.24402866261642
t,181,WUNIRONE,-0.401288699140187,1.64033391748191
t,181,SMN87715,-0.256717945770121,1.59447647156662
t,181,SMN87719,0.264494030823188,1.10042357698198
t,181,REM2,-1.41218907294208,1.35151319679303
t,187,REM26,-1.06769614959165,1.9522635639361
t,187,REM3,-0.216232466585466,1.68047401762314
t,181,SMN87616,-0.566530724313508,1.23084412910301
t,181,87448,0.225148734303093,1.73997244918916
t,181,87436,0.743187926661233,1.4735264463489
t,187,BOL30065,-0.448625775987215,1.77676101501291
t,187,BOL94007,-0.108076744314576,2.0023289595898
t,187,BOL94061,-0.00240545535924378,1.92781309184838
t,187,INT420,-0.276060544769438,1.85836905000018
t,187,INT433,-0.716804649441762,2.03520900561315
t,181,MDZDACC2,0.715715283993997,6.07947777229133
t,187,REM1,-0.44701247743391,1.60538450715833
t,187,REM11,-0.583846359487386,1.63514941139571
t,187,REM12,0.105898082034889,1.43949424243004
t,187,REM13,-0.26583697773691,1.51647007474825
t,187,REM14,-1.06665731041298,1.67436628863731
t,187,REM16,-0.527183384641926,1.72983816521128
t,187,REM17,-0.486808381637999,1.34910942126966
t,187,REM18,0.701378258303784,0.978339780515308
t,187,REM19,-0.196847479996898,1.35697615561449
t,181,REM20,0.229372893306289,1.22238733302125
t,187,REM21,-0.31616972901745,1.38030937354605
t,187,REM30,-0.751853200961604,1.50106476657433
t,187,REM38,-0.67596051558733,1.50760813781144
t,187,REM42,-0.0751222154587981,1.34454263413909
t,187,REM43,-0.276719820975448,1.45677176593522
t,187,REM44,-0.632467631278055,1.74963013230775
t,187,REM46,-0.121080063143154,1.39264957878245
t,187,REM47,-0.348458547922147,1.99427899023249
t,181,REM49,-0.211654072722395,1.42485409288296
t,187,REM5,-0.733925790520534,1.45438243411294
t,187,REM51,-0.45104017004519,1.20499862662362
t,187,REM52,-0.887812381210968,1.81078447953722
t,187,REM54,-0.212674190377509,1.55740273403576
t,187,REM55,-0.382922405656516,1.93718670845806
t,187,REM56,-0.408883872927903,1.79193859870046
t,181,REM58,-0.162460811510788,1.30027719212065
t,187,REM6,0.191863652277594,1.87443378734893
t,181,REM60,-0.453150740721393,1.75686651739466
t,187,REM7,-0.947094532168541,1.44934256965008
t,181,REM80,-0.264647218937579,1.64078592428822
t,187,REM9,0.238610409134357,1.68383400860752
t,181,SMN87436,-0.263409890396179,1.14958764106327
t,181,SMN87448,-0.362963923557859,1.62373860805758
t,181,87328,0.554553348772633,1.52971189365782
t,187,BOL30015,-0.867800788204119,1.89827847895372
t,187,BOL30060,-0.110672009485958,2.31378824524431
t,187,BOL30072,-0.0155561642527713,1.68002386440548
t,187,BOL30136,-1.02219965961642,2.25723765254858
t,187,BOL30170,0.271967305925307,2.01995412745218
t,187,BOL30245,-1.25593292904446,1.35676408048509
t,187,BOL94006,-0.487328426671142,1.35683467764584
t,187,BOL94038,0.0372645447925709,1.73120642466538
t,187,INT380,0.303449252813734,1.98874451881997
t,187,INT461,-0.807796395241703,1.68986591966859
t,187,INT477,-0.073970908811436,1.34742055292423
t,187,REM10,-1.83630022759295,1.04364230696225
t,187,REM15,0.310279405259832,1.62819522731752
t,187,REM22,0.199773097624005,1.78139591890338
t,181,REM23,-0.117428642563676,1.16807050586512
t,187,REM27,0.421512315770124,1.54238742701956
t,187,REM28,-0.630457088206051,1.48833390937957
t,187,REM29,1.23842011049573,1.46539036687988
t,187,REM31,-0.135679813637706,1.70632454950865
t,187,REM32,0.47731222299886,1.50063226317255
t,187,REM34,-0.523581086259294,1.56742736238788
t,187,REM35,-0.346392574276127,1.24722061571797
t,187,REM36,-0.189804596262973,1.18793777112224
t,187,REM37,-0.419415188553108,1.57041586401865
t,187,REM39,-0.361308274007495,1.32221383067562
t,187,REM4,0.0327188688901134,1.61550710266565
t,187,REM40,0.512999300513139,1.75000476179397
t,187,REM41,0.401783483106872,1.42277878038811
t,187,REM45,-0.590742753552748,1.280158519857
t,187,REM48,0.726870756154259,1.37832018122057
t,187,REM50,0.265133031748838,1.93039872920401
t,187,REM53,0.762635819144142,1.86902325859568
t,181,REM59,-0.930226824258652,1.3868807403253
t,187,REM70,-0.0627255690076149,1.5183102881704
t,187,REM71,-0.82706646976792,1.47976151818925
t,187,REM8,-1.23671894434186,1.63892396058269
t,181,WUNISLEL,-2.8084925300785,1.5212657877547
t,181,SMN87322,2.06185326740422,2.89657895595752
t,181,SMN87328,-0.305319332422927,1.17514539730766
t,181,SMN87444,-0.244000990254214,1.12602343360116
t,181,87217,1.60759628094739,1.43537038061054
t,181,87320,0.966607722336495,1.59704314324991
t,187,BOL30167,0.819613675327416,2.29034107650134
t,187,INT378,0.855628916235522,2.11663252939003
t,187,INT379,0.500627321784404,1.62792698825168
t,181,WUNILARI,0.296311163946822,1.61076167267098
t,181,SMN87213,0.680279994415349,1.34076155075362
t,181,SMN87217,0.304453161285411,1.40021535177463
t,181,SMN87320,-0.20533196830297,1.39889689151047
t,181,87121,1.30725709950428,0.825504809444631
t,181,87222,1.34571352690157,1.42908854456322
t,187,INT348,-0.0150217642125428,1.35896495623326
t,187,INT393,0.632568816859675,2.25705490170144
t,181,TUC1,0.0181336065826871,0.880775355216597
t,181,TUC10,0.308522782485674,2.11018092973536
t,181,TUC11,1.29610292635088,2.31819169289851
t,181,TUC12,1.13782852240887,2.4928090886644
t,181,TUC14,0.240812135351094,0.929785053660466
t,181,TUC15,0.306300690680688,0.923939448723254
t,181,TUC16,-0.42338254197479,1.17386883145523
t,181,TUC17,0.70524525181987,0.760978953480426
t,181,TUC18,0.50008604900071,0.93107497688975
t,181,TUC19,-0.0332665106164352,0.787975922030563
t,181,TUC2,-0.358792341938196,0.974888810035436
t,181,TUC20,-0.0567670694483761,1.09939590852474
t,181,TUC2049,0.121257276218009,0.591354258078654
t,181,TUC23,-0.945693591684816,1.16290598233545
t,181,TUC24,0.373487738728705,0.6581509214412
t,181,TUC25,-0.114226695755819,1.03212403833907
t,181,TUC27,0.273057769240737,0.744443086330561
t,181,TUC3,0.00511859682438874,0.918440435661763
t,181,TUC4,0.217620405028405,0.868466831001898
t,181,TUC41,-1.0659002337035,1.14180891190752
t,181,TUC44,-0.159697740349437,1.02641844683861
t,181,TUC45,-0.0076792944250782,1.00101430472205
t,181,TUC47,0.203354623867716,0.548904705089475
t,181,TUC5,0.0299091551278155,0.849621193567132
t,181,WUNICATA,0.747820187266038,1.19201588603969
t,181,WUNISANF,1.34779087185378,1.46299801513457
t,181,WUNISANT,0.215826605206179,1.28162912020982
t,181,WUNITUCU,0.870934816245269,1.49741930319007
t,181,SMN87121,0.121985478655836,0.553984417865776
t,181,SMN87211,1.52546579358746,1.17620671581636
t,181,SMN87222,0.510951190490989,1.2501374560072
t,181,TUC42,1.61717930638281,2.56428803485371
t,187,TUC61,-0.10169800033496,1.15905370259826
t,181,87047,0.319595548272327,1.05564006897877
t,187,SASA,0.460046461554454,1.01664811191862
t,187,INT352,0.937183287276898,2.6312349835278
t,181,TUC1025,0.00917705739756166,0.793801156141343
t,181,TUC22,0.409672524740155,1.48829086663156
t,181,TUC31,0.881948800065936,2.18945776465846
t,181,WUNIJUJU,0.53533744393707,1.15356240923192
t,181,WUNIJYLA,0.111479127175018,0.932879423344103
t,181,WUNIROSA,0.334122710697559,1.2961869550575
t,181,WUNISALT,-0.28969237005331,1.06614252267291
t,181,INT465,1.15222270430494,1.79659389433491
t,181,SMN87047,-0.461049947676295,0.837412275131033
t,181,87046,1.25335344297563,0.598996529566206
t,187,SASJ,1.89765980800241,0.886504588053258
t,187,INT488,2.88147319135679,2.81917174332592
t,187,INT516,0.35762090011212,2.18149473731253
t,181,SMN87043,1.06256808242066,0.975898606300548
t,181,SMN87046,0.487866433427889,0.986054129380815
t,187,SLTJ,1.11344324384127,0.921225498350799
t,181,85364,1.07537466419948,0.939499340679735
t,181,87007,0.745178286672145,1.48209937905329
t,181,SMN87007,0.329138514767655,1.38669458765363
t,181,87791,0.518302160501948,1.14455722769147
t,187,INT366,-0.347494914078932,1.96813544668683
t,187,INT448,-0.547932929072119,2.29534101726995
t,181,SMN87784,0.341055713571766,0.836685718629852
t,181,SMN87791,-0.350751229838362,1.12194774713599
t,181,87750,-0.549113461025976,1.26531209210007
t,187,INT244,-0.913959126705195,1.25591733492962
t,187,INT245,-1.40094279697105,1.44245923702224
t,187,INT300,-0.725360952036159,2.23825200368679
t,187,INT447,-0.57018157033731,1.6991345301871
t,187,INT518,-1.10806962571582,1.55579123714697
t,181,WUNIBUEN,-0.00623341873361899,1.40032873466299
t,181,WUNICORO,-0.650388363958441,1.19520763297481
t,181,INT365,-0.878996649749061,1.61476539757169
t,181,PAM06,-0.935816114696253,1.55020590445867
t,181,SMN87637,-1.03711561677821,1.23795182484218
t,181,SMN87679,-0.649777584651869,1.35264866550089
t,181,SMN87736,0.216995515520824,1.06435052048637
t,181,SMN87750,-1.06481966834574,1.35560082470159
t,181,87532,0.353941802914356,1.60926626696631
t,181,87623,-0.105283971942449,1.24973008447182
t,187,INT233,-0.975507301247195,1.49762480073024
t,181,WUNIBALA,-0.94044313341815,1.38313783626151
t,181,WUNILAPA,-0.135959283216535,1.79676196757564
t,181,WUNILPSA,-0.670993361422832,1.24137689724919
t,181,INT652,-1.56338838151812,1.32063994211022
t,181,PAM01,-0.902694131952031,1.18685520015885
t,181,PAM05,-1.13529074876566,1.47688524984043
t,181,SMN87532,-0.641181749897508,1.23565269637466
t,181,SMN87540,-0.179336452852879,0.863912227160897
t,181,SMN87544,-0.980548347896832,1.00309239509112
t,181,SMN87623,-1.08987933282329,1.23207899831501
t,181,87453,0.777952525712595,1.24260065337978
t,181,87534,0.282214843893882,1.48597616118378
t,187,SAOC,0.698645236208002,1.17934816229275
t,187,BOL30058,-0.184925605263782,1.60728888581387
t,187,BOL30059,-0.3398012114141,1.86322373054884
t,187,BOL30062,-0.763248349461273,1.39043576480455
t,187,BOL30073,-1.03675664171187,1.55967883180061
t,187,BOL30074,-0.478786732223964,1.60211715127719
t,187,BOL30100,-0.693235327890953,1.33724304361272
t,187,BOL30109,-0.0341877308643286,1.4836534773613
t,187,BOL30155,-0.897966222915636,1.23332190542014
t,187,BOL30159,-1.0049697250081,1.30455726385428
t,187,BOL30161,-0.496830821873496,1.3380771430012
t,187,BOL30263,-0.112445551321559,1.44285640550758
t,187,BOL30271,-0.477500869060831,1.35289251872898
t,187,BOL30274,-0.399285891767511,1.24333635122759
t,187,BOL34031,-0.181993706657808,1.65494292550414
t,187,BOL34046,-0.673850926518358,1.83767206024466
t,187,BOL34071,-0.768896313414444,1.48451977385224
t,187,BOL34105,-0.648117165046588,1.67845506901525
t,187,BOL34106,-0.773955030006018,1.37730280077431
t,187,BOL34111,0.03544101536091,1.7624852737415
t,187,BOL34116,-0.675875436455778,1.12671454823295
t,187,BOL34118,-0.242974285908141,1.88534146062027
t,187,BOL94004,-0.66827592917004,1.39966356315868
t,187,BOL94005,0.001418649415025,1.93912691316835
t,187,BOL94014,0.458661080377552,2.13708744075583
t,187,BOL94020,-0.25772654317234,1.46227039550693
t,187,BOL94029,0.00997057330979115,1.85662849212797
t,187,BOL94030,-0.223886981495643,1.84184900867683
t,187,BOL94032,-0.371719807584765,1.19053387941306
t,187,BOL94033,-0.0659086204962835,1.3049178498015
t,187,BOL94036,-0.212458576115985,1.28288378004419
t,187,BOL94042,-0.940481312017254,1.23412415680323
t,187,BOL94043,-0.65007819040306,1.20289289857179
t,187,BOL94047,-0.628750285139429,1.09260050912793
t,187,BOL94048,-0.288671874220686,2.04348592863792
t,187,BOL94051,-0.246260650935188,1.48806720243605
t,187,BOL94052,-0.343807540038869,1.22030941839345
t,187,BOL94058,-0.0763852343774186,1.34048342494837
t,187,BOL94060,0.306379930091792,1.25328025771603
t,187,BOL94062,-0.374829653360259,1.41704407164031
t,187,BOL94066,-0.155063973909661,1.59342088108421
t,187,BOL94073,-0.145456229251963,1.29627299788436
t,187,BOL94081,-0.430763075363196,1.37057383020539
t,187,BOL94085,-0.426488723479859,1.26650006004116
t,187,BOL94092,-0.440651405075252,1.69691261588193
t,187,BOL94093,-0.472730816151418,1.56654210403862
t,187,BOL94095,-0.452818871032368,1.66017606548889
t,187,INT275,-1.19618543019466,1.72097225369658
t,187,INT476,-0.605162181609958,1.64329626470689
t,181,WUNIREAL,-0.62452496587618,1.39163782691011
t,187,BOL34112,-0.859759736339739,1.02704170998052
t,181,PAM07,-1.12768871561834,1.66802318679011
t,181,SMN87453,-0.1297934877198,1.15713751507683
t,181,SMN87468,-0.770415694615354,1.47518128092616
t,181,SMN87534,-0.508535010281512,1.36329729499125
t,187,SACO,1.15513097865946,1.29861380855693
t,181,87349,1.26358917514749,1.20444097190906
t,181,87344,1.17430608467265,1.30291023175757
t,181,87467,0.594130092721585,1.23699106529915
t,187,BOL30012,0.309885151917553,1.3947372845855
t,187,BOL30026,-1.48595295139795,1.19937947429728
t,187,BOL30027,-0.120829854947454,1.47045734445476
t,187,BOL30042,-0.00247757769569322,1.22593043465194
t,187,BOL30048,0.0628478080477552,1.68972023914908
t,187,BOL30053,-0.303751594620486,1.31112551255027
t,187,BOL30054,0.0814287543783182,1.25684971812094
t,187,BOL30055,0.241941246684474,1.25224102000642
t,187,BOL30056,-0.0234222742822403,1.24742877609525
t,187,BOL30061,0.0473500488756588,1.55835094019264
t,187,BOL30066,-0.50960456587636,1.18768854215361
t,187,BOL30068,0.442947053945086,1.25708790671495
t,187,BOL30069,0.29216329988791,1.28091276565395
t,187,BOL30076,0.0480365172238936,1.34950983493983
t,187,BOL30081,0.395084831627155,1.48204146419
t,187,BOL30107,0.679527015111712,1.19679069002508
t,187,BOL30111,-0.355400464317654,1.01938427409984
t,187,BOL30112,0.19756736364782,1.51630858051505
t,187,BOL30114,0.289483260660369,1.54872964653742
t,187,BOL30127,0.373505912006564,1.12576687938353
t,187,BOL30128,-0.0632291668363273,1.61199511059442
t,187,BOL30129,-0.479363054006787,1.59037249938925
t,187,BOL30130,-0.210450936324973,1.64186770310467
t,187,BOL30131,0.39858374702602,0.882097010791479
t,187,BOL30132,-0.301188135041058,1.40198859244891
t,187,BOL30133,1.01096945625664,1.24534936926245
t,187,BOL30135,0.679325093243715,1.60474078012826
t,187,BOL30137,0.779848209094257,0.9868674913598
t,187,BOL30138,0.311187703241079,1.51907650740025
t,187,BOL30139,1.05937586395034,0.778156723210324
t,187,BOL30140,0.17128236544619,1.42582821943481
t,187,BOL30141,-0.0968565959895922,0.972671363916897
t,187,BOL30142,-0.43389255721049,1.50293218955066
t,187,BOL30145,0.0827078439711256,1.60149851276637
t,187,BOL30156,-0.00808329600230253,1.13411231956723
t,187,BOL30157,-0.458294421939755,1.64890910158897
t,187,BOL30158,-0.120726066275961,1.67617410999165
t,187,BOL30160,-0.593576475726144,1.35516574245957
t,187,BOL30162,-0.180748757976912,1.50290302765957
t,187,BOL30163,-0.0385913289964634,1.34455646429523
t,187,BOL30164,0.0332233812935808,1.13593312044189
t,187,BOL30232,0.476308634326294,1.69149794909022
t,187,BOL30233,0.634120657809704,1.61619957513983
t,187,BOL30234,0.302622214496454,1.81851322762392
t,187,BOL30235,0.0865034607746319,1.42032787126907
t,187,BOL30259,-0.0146126213417026,1.47064008208751
t,187,BOL30261,0.451943130336179,1.62927537668611
t,187,BOL30272,-0.435787681429598,1.52478851898585
t,187,BOL30273,-0.725393711618298,1.39187489230467
t,187,BOL34008,-0.636604944090695,1.53662147588825
t,187,BOL34011,0.844833270617959,1.24650662971819
t,187,BOL34028,-1.20990884629009,1.49576530993994
t,187,BOL34063,-0.301859223725545,1.36027454314023
t,187,BOL34074,-0.774360012901625,1.5070902922296
t,187,BOL34079,-0.0658356694981271,1.23066706997983
t,187,BOL34086,0.0690632491330653,1.14996448160022
t,187,BOL34103,-0.488731973051066,1.62619194630489
t,187,BOL34104,0.297158810378364,1.61208054914369
t,187,BOL34108,0.154624674612637,2.29252994966839
t,187,BOL34109,-0.268787141568139,1.36171467949507
t,187,BOL34110,-0.361641723126314,0.994815572579182
t,187,BOL34115,0.230640686160491,1.41860983083702
t,187,BOL34117,0.256665419358535,1.40559785074236
t,187,BOL94002,-0.0858598201505625,1.30063891445668
t,187,BOL94003,-0.361565371769878,1.53987411262091
t,187,BOL94009,0.229391856464744,1.24813672478221
t,187,BOL94010,0.112291072519098,1.49775735386697
t,187,BOL94012,-0.00476748671849565,1.41763283360282
t,187,BOL94013,-0.658980024217942,1.72445557730492
t,187,BOL94017,-0.446152535845179,1.55450172054076
t,187,BOL94022,0.330152747001742,1.32902092643795
t,187,BOL94025,0.0608690912346777,1.40654541124864
t,187,BOL94034,1.35258525110936,1.3261275872137
t,187,BOL94037,0.0291306844642732,1.31595985401225
t,187,BOL94039,-0.429082629857378,1.38067532461187
t,187,BOL94044,0.026265319294913,1.57367200770193
t,187,BOL94055,0.0396277435040938,1.6379331551179
t,187,BOL94056,0.428225593242886,1.7961924070547
t,187,BOL94057,0.16601675763885,1.88014264383619
t,187,BOL94059,0.691229328020887,1.35497411472549
t,187,BOL94068,-0.115786685931111,1.20579949953912
t,187,BOL94069,-0.310449909753866,1.41076214882025
t,187,BOL94070,-0.0423191914933268,1.72186220483172
t,187,BOL94072,-0.547508639303641,1.61342389656986
t,187,BOL94075,0.141552570408156,1.67458851919207
t,187,BOL94077,-0.0930386997539815,1.39534527269346
t,187,BOL94078,-0.18822616704588,1.21283193869585
t,187,BOL94080,-0.306491907916619,1.26652471967961
t,187,BOL94082,-0.413558928326965,1.14562364191196
t,187,BOL94083,0.0558399403675005,1.40668942837082
t,187,BOL94084,-0.437606539064832,1.44139531934794
t,187,BOL94088,0.0941138545736372,1.26651534161598
t,187,BOL94097,-0.0083764389863939,1.17755172153483
t,181,EMARMA1_,0.105725031611576,1.18584284718305
t,187,INT372,0.325272050756799,1.26639085259046
t,181,WUNICAAL,0.089248163557312,1.17137471223014
t,181,WUNICOLN,0.572847533324468,1.24998027014258
t,181,WUNICRDO,0.398511764055894,1.39111764461203
t,181,WUNIPUNI,0.450447660722776,1.29733446010952
t,181,WUNISFCO,1.05083967288038,1.1913219722796
t,181,WUNIVILL,0.465984973339823,1.39285524312166
t,187,BOL94041,-0.356140112963214,1.5441282036826
t,181,SMN87344,0.0848716905744056,1.05114387722292
t,181,SMN87345,0.721437215590647,0.89350983948678
t,181,SMN87347,0.538723357989721,0.799269085693347
t,181,SMN87349,0.33791601868123,0.851280073247384
t,181,SMN87467,-0.362084416975396,1.00737329960007
t,181,87257,0.765928483266974,1.01764116434325
t,181,87244,1.47334522042675,1.67875377159562
t,187,BOL30071,0.660839121001922,1.59970170534681
t,187,BOL30099,-1.95492711168079,1.53156682919826
t,187,BOL30110,0.511187505090688,1.52384127807697
t,187,BOL30134,0.344202810003192,2.1871147008114
t,187,BOL30147,-0.614775905843056,1.52825973248305
t,187,BOL34107,0.0927129429690417,1.62605466630458
t,187,BOL34113,0.089519592929901,1.72115663525217
t,187,BOL94018,-0.0146934266861112,1.88824286633167
t,187,BOL94019,-0.0482838215532629,1.83795766588077
t,187,BOL94049,-0.0882225114743557,1.61082649396546
t,187,BOL94050,-0.0823514394575326,1.34822557103453
t,187,BOL94053,0.232977810887373,0.991916525363711
t,187,BOL94064,0.276017637726793,1.68596576294534
t,187,BOL94067,0.237563940057061,1.83150163762319
t,187,BOL94087,-0.112830564270575,1.89790883850317
t,187,BOL94091,-0.0185945138896151,1.51934577444467
t,181,INT251,0.0689771519095597,1.25828289727358
t,187,INT293,-0.406982639849687,1.27218632525906
t,181,INT364,0.00556450535712669,1.21106409975839
t,187,INT478,0.261007130940172,1.58023446896971
t,187,BOL94024,-1.20479481926985,1.3178565214042
t,181,SMN87244,0.228164916668306,1.39981250331368
t,181,SMN87257,-0.52694966269819,1.05551782248397
t,181,87129,0.860126031850894,1.06259203911428
t,187,INT252,0.430361890637971,1.51970541896364
t,181,INT497,0.485647993755301,1.4089664746084
t,181,INT498,-0.370471157111804,1.20469262907604
t,181,TUC6,0.227194861619472,0.954756740172965
t,181,TUC9,0.0220915349501565,0.816613483521424
t,181,SMN87129,-0.245970416334376,0.916682735278924
t,187,BOL30096,-0.483627102091837,0.770286512165291
t,181,INT496,0.131926093375272,0.788004404788328
t,181,TUC21,-0.159272052445244,0.780110462339279
t,181,WUNIANTA,-0.511481973530108,0.698752798173641
t,181,INT353,-0.742946391063576,2.660465301572
t,181,SMN87127,0.153050778042566,1.02697002071417
t,187,TUC62,-0.110939511141605,0.806442904886126
t,187,TUC63,-0.0893651753317076,0.701647314723052
t,181,87022,0.670742937240129,0.654899329132934
t,181,87016,1.19146290802418,0.750021393508251
t,187,INT395,0.0979632112540634,0.798648932963952
t,181,TUC29,-0.112977047311527,0.730226690029089
t,181,INT345,-0.686096241584219,0.92927612461109
t,181,SMN87016,-0.443821643734253,0.991673795893581
t,181,SMN87022,-0.576661643536198,0.793356637675955
t,187,SLYA,0.837466529989518,0.878024769558225
t,187,SLVM,0.955897632476642,0.43217470299874
t,181,85345,1.19795460531293,0.407460123438603
t,181,85365,0.905420923457308,0.811862103669644
t,181,BLV251,0.589153853690312,0.448420130740204
t,181,BLV275,-0.35627107094376,0.901217322693337
t,181,BLV284,0.195945986113152,0.682530463438326
t,181,BLV286,0.199067956965646,0.687534442841337
t,181,BLVX034,3.1072596060462,5.49324711955656
t,131,AG1007,-0.604673785329439,1.21121729987806
t,181,87688,0.767083107655971,0.877701883372402
t,187,INT241,-0.022854525149098,1.12439790938888
t,181,WUNITAND,-0.0717537426756789,1.23130394993735
t,181,WUNITRES,-0.563698835618195,1.5110305969173
t,181,SMN87649,-0.447330391019463,1.22826725367512
t,181,SMN87683,-0.449710188143915,0.977017329741042
t,181,SMN87688,-0.0943817258345443,1.04010534712261
t,181,87563,1.03498591214083,1.12356678381213
t,181,87641,0.641270428505028,1.11175036134544
t,181,87645,0.281052768861238,1.25116893218159
t,181,87640,0.927721655356664,1.13988270059657
t,187,INT413,0.307506881702972,1.18344989036596
t,187,INT473,-0.180348083189889,1.17720295240037
t,181,WUNIBAOL,-0.0415002971256829,1.12160113243898
t,181,WUNIBSAS,0.150705746966971,1.02750174320092
t,181,SMN87550,0.176381016285828,0.921543375586625
t,181,SMN87563,-0.0169451731403621,0.871695850620566
t,181,SMN87640,-0.0832502784684017,0.846351486128285
t,181,SMN87641,-0.244847752566996,1.05717523078381
t,181,SMN87643,-0.303112267825335,1.01786223308909
t,181,SMN87645,-0.240385215492925,1.14949177423519
t,131,AG1004,-0.492302510257587,1.28510307748109
t,181,87548,0.487542792745983,1.15210586084886
t,187,BOL31006,0.0478172103330427,1.31927873889134
t,187,BOL91047,0.114546216272996,1.18360890536696
t,181,EMARMA2_,-0.429477103615632,1.11968337938988
t,187,INT230,0.648442550436388,0.894387201737797
t,187,INT232,-0.183889576295781,1.42676249278727
t,187,INT236,-0.722938447599745,1.29946236170616
t,187,INT237,-0.481288696868533,1.2742204695843
t,187,INT238,-0.468418229171731,1.42864663364676
t,187,INT299,-0.268498615139717,1.54562028496065
t,181,INT358,-0.530965753991985,0.949948045339953
t,187,INT475,-0.203675877617271,1.25595436074656
t,181,WUNIBAGO,0.344831740976461,1.41242656640206
t,181,WUNIBALU,1.3163567567076,1.31733366009928
t,181,WUNIBATO,-0.177544156750583,1.21238624571893
t,181,WUNICASE,0.677416143083507,1.3282005664662
t,181,WUNICHIV,0.325182871108054,1.30453825362986
t,181,WUNICONS,0.216822787214047,1.17128347520414
t,181,WUNILINC,0.520931791146801,1.35808362286169
t,181,WUNILUJN,1.0160042796422,1.21747365245702
t,181,WUNIMERC,-0.11697981862082,1.12509233948739
t,181,WUNISANN,-0.358130097036927,1.20512202796553
t,181,SMN87548,-0.522930240238908,1.09260971025752
t,181,SMN87572,-0.428094532486887,0.783636785252499
t,187,SAAR,0.55571810376572,1.20144704316885
